event,group,stroke_speed,velocity_mean,velocity_median,velocity_std_dev,velocity_minimum,velocity_maximum,velocity_data_range,velocity_iqr,velocity_skewness,velocity_kurtosis,acceleration_mean,acceleration_median,acceleration_std_dev,acceleration_minimum,acceleration_maximum,acceleration_data_range,acceleration_iqr,acceleration_skewness,acceleration_kurtosis,jerk_mean,jerk_median,jerk_std_dev,jerk_minimum,jerk_maximum,jerk_data_range,jerk_iqr,jerk_skewness,jerk_kurtosis,velocity_x_mean,velocity_x_median,velocity_x_std_dev,velocity_x_minimum,velocity_x_maximum,velocity_x_data_range,velocity_x_iqr,velocity_x_skewness,velocity_x_kurtosis,acceleration_x_mean,acceleration_x_median,acceleration_x_std_dev,acceleration_x_minimum,acceleration_x_maximum,acceleration_x_data_range,acceleration_x_iqr,acceleration_x_skewness,acceleration_x_kurtosis,jerk_x_mean,jerk_x_median,jerk_x_std_dev,jerk_x_minimum,jerk_x_maximum,jerk_x_data_range,jerk_x_iqr,jerk_x_skewness,jerk_x_kurtosis,velocity_y_mean,velocity_y_median,velocity_y_std_dev,velocity_y_minimum,velocity_y_maximum,velocity_y_data_range,velocity_y_iqr,velocity_y_skewness,velocity_y_kurtosis,acceleration_y_mean,acceleration_y_median,acceleration_y_std_dev,acceleration_y_minimum,acceleration_y_maximum,acceleration_y_data_range,acceleration_y_iqr,acceleration_y_skewness,acceleration_y_kurtosis,jerk_y_mean,jerk_y_median,jerk_y_std_dev,jerk_y_minimum,jerk_y_maximum,jerk_y_data_range,jerk_y_iqr,jerk_y_skewness,jerk_y_kurtosis
3,1,299.38860259340146,1446.3385444722132,223.59058488016814,4362.168593683819,0.0,35420.16444756741,35420.16444756741,397.3620742539903,5.933510335664747,40.876132736242425,255224.1399371074,44022.60937946956,719765.2378601856,0.0,7073520.703575761,7073520.703575761,91918.9885612136,6.0268386470309485,46.23965943350203,47802323.090839006,8227566.555240325,127214734.58248472,0.0,1063573709.5579127,1063573709.5579127,25981455.832957156,5.697860396740052,39.62919106441469,1417.2885347499293,499.96374692098107,3830.166921977488,0.0,31897.687053559293,31897.687053559293,599.956496305142,6.005806401436818,41.844372968484855,138604.89839645918,19997.09985882148,418105.7285920079,0.0,3189537.427482145,3189537.427482145,39994.19971763698,5.39627057365924,33.68219978596968,23689290.838731054,2999347.4918904477,67895145.00245824,0.0,637861233.275465,637861233.275465,7998259.978375353,5.5742418034635985,39.61468544192224,922.2860649083601,499.96374692098107,1831.1237164098418,0.0,15398.883405166556,15398.883405166556,599.9564963051773,6.195324161821779,43.905565875197446,70441.39692204338,19997.099858821384,195589.23976348632,0.0,1549775.239058688,1549775.239058688,29995.649788231967,5.9235705701478825,39.578375109324966,11328996.05083135,2499456.2432425516,31424866.171243962,0.0,308932791.6647628,308932791.6647628,4998912.486484834,6.224125417771334,47.98472689338793
2,1,214.73177776403688,1513.0930360917341,289.4224690948993,4266.252485724224,0.0,24392.942377149455,24392.942377149455,391.9449633427894,3.9245408067966983,15.38126344947074,257991.19667264412,41166.44679840723,689781.2635775576,0.0,4796720.238509608,4796720.238509608,76541.09546755998,4.076507693144621,18.681729160764597,48229017.544590786,7185112.253486457,122055796.62607977,0.0,723345980.0412993,723345980.0412993,15052400.169833653,3.8177801953786625,15.481191129394741,1528.889106750476,599.8415649998468,3652.6277012162127,0.0,23693.741817492883,23693.741817492883,699.8151591664371,4.392103051023081,19.926881909385546,147909.2770785771,19989.43906119698,418721.4127152206,0.0,2408727.4068737,2408727.4068737,34981.51835708421,3.87089874290184,14.926006206089768,24276457.561155085,2997624.1024841983,66696255.47601284,0.0,477621440.329069,477621440.329069,6994456.239128282,4.0971086895074365,18.936605796313316,914.2029777683014,449.8811737498829,1707.0203648468157,0.0,11496.963329163971,11496.963329163971,599.8415649998765,4.1132761136818505,18.256016767405555,77459.07636212373,19989.439061192516,194296.7266568758,0.0,1149392.7460186183,1149392.7460186183,29984.158591788768,3.6405624122734834,13.282574507954056,12504055.84648756,2997624.1024827603,30813658.217860136,0.0,227819431.78877574,227819431.78877574,3996832.1366456803,3.8967087848820787,17.349344701115225
1,1,290.74109795684126,834.8129937708018,217.4986197963931,4350.46935354168,0.0,34771.00187329252,34771.00187329252,263.7629210736054,7.587014343418714,55.72545440850181,139335.50091420542,23296.366580372265,712649.6110697354,0.0,6897554.23291519,6897554.23291519,43721.10309734792,7.736009050952333,63.284788960679,26097893.55932535,3928756.8817571616,127903750.61471452,0.0,1037449729.8092594,1037449729.8092594,8713853.352398025,7.206884365580609,52.684165063588146,982.1317165442215,499.9943284225223,3656.2369071680546,0.0,34099.61319841524,34099.61319841524,524.9940448436586,8.842582461841538,77.13416947733403,79588.35833753894,19999.546276374174,427889.08089812647,0.0,3409922.6401218027,3409922.6401218027,29999.31941456093,7.588831091762555,55.73966774958437,13118956.543875037,1999931.9418422154,70655912.01028907,0.0,677976928.284482,677976928.284482,2999897.9127637944,7.6787177334555015,62.263435282304,542.4180896219997,399.9954627380088,823.7037218022284,0.0,6799.922866546147,6799.922866546147,399.99546273801786,6.62478374552615,47.4952492702784,32701.960803261092,19999.546276374207,91835.47335952624,0.0,719983.6659494715,719983.6659494715,19999.54627637559,6.922302662952072,47.498886633171566,4762133.025452093,1999931.94184213,15255790.086937198,0.0,139995235.9289491,139995235.9289491,2999897.912763035,7.020585025267524,53.31523433354209
2,1,191.9019376911594,1301.153239663015,216.22547347561346,3946.7476011880776,0.0,24829.15478353521,24829.15478353521,299.99681926895886,4.268518400424956,18.565189313882836,213618.95770375323,31781.58155311966,629358.172145761,0.0,4924548.124836607,4924548.124836607,56545.559400724276,4.527155572097974,23.32471900724965,38893705.08502573,5063702.677632759,110507039.67783508,0.0,745527915.2689978,745527915.2689978,9939755.114376802,4.31413041115936,20.177551499853784,1621.0354444708785,599.9936385379169,3809.6304436484947,0.0,21899.76780663447,21899.76780663447,699.9925782942371,3.8533041327772892,14.73425316279528,139997.03133343405,19999.57590477607,402232.8969980744,0.0,2229952.7133825775,2229952.7133825775,29999.363857164113,3.7305525652211453,13.565262846527709,19565167.14514347,1999936.3860537747,59150538.85992846,0.0,441985941.3178688,441985941.3178688,4249864.820364034,4.365394298190996,21.38874971744985,1227.259715191205,499.99469878159795,2277.9697454989873,0.0,11699.875951489648,11699.875951489648,549.9941686597668,3.1009716256088504,9.189811744941926,109997.66747626962,19999.575904776066,250352.85050045827,0.0,1169975.1904294514,1169975.1904294514,29999.36385716415,2.879355167682462,7.417355589914004,15520633.08050101,1999936.3860540476,36896423.23485029,0.0,232992588.97525677,232992588.97525677,4999840.965134107,3.4249584812964513,12.676940035604593
1,1,282.99142632210203,817.3468552777063,334.6464871459351,2140.8606781665167,0.0,15138.643929728933,15138.643929728933,494.7623266940813,5.7939683783638785,34.78897603739506,135790.01812872145,44901.247953108774,353644.4322810326,0.0,3007523.740085561,3007523.740085561,78999.4671407266,5.887317578143085,39.55439660503456,25347336.51811137,8192838.401903434,63477913.62692519,0.0,452097394.4970107,452097394.4970107,17201737.361882467,5.455635902453259,32.42910767850752,787.783769070364,549.9622538793119,847.665753709791,0.0,5999.588224137825,5999.588224137825,874.9399493534269,3.5286905032400124,17.715873581278547,56597.73526028356,29995.88238267787,95627.83168890288,0.0,599917.6476535543,599917.6476535543,49993.13730446004,4.0884418214324025,18.057456006935855,8520369.411763107,2999382.3785961927,16071238.984219177,0.0,117975706.89143124,117975706.89143124,5998764.757193041,4.263524252305903,21.308375839133994,894.7661748067733,449.9691168103459,1861.9643194239306,0.0,13899.046052585962,13899.046052585962,699.9519594827806,5.980471510711971,38.280475031931914,64671.973364072655,19997.254921785145,206254.39997764886,0.0,1389809.2170640996,1389809.2170640996,27496.225517455303,5.769630203197703,33.51426959703117,11140563.120498395,2499485.3154965355,34715366.73531,0.0,277942767.0832026,277942767.0832026,5998764.75719121,5.752886201276372,36.53182655120863
2,1,231.73916256100816,1225.3858691237397,285.7040334287448,3757.0350022231105,0.0,21245.601338770015,21245.601338770015,377.9941765538551,4.108743699517448,15.754531515547542,215678.9397152829,38654.39953398559,620801.7565349812,0.0,4126059.4356837277,4126059.4356837277,64321.56596041594,4.14022600899354,17.89497797709714,40025544.103155755,7217665.545544193,109857922.11396608,0.0,624853840.8864046,624853840.8864046,13105408.036564672,3.8813061145281003,14.832887969145716,1535.6182930429634,699.8260450065552,3537.920379547751,0.0,17395.67597587722,17395.67597587722,799.8011942931972,3.6609333770470767,11.975102497924262,136750.18967915178,29985.091424664333,386085.5689232777,0.0,1739135.3026305283,1739135.3026305283,39980.12189955191,3.428928388665245,10.036763212621377,22002636.026903216,2997763.991555174,61042380.791034535,0.0,340745840.37338257,340745840.37338257,4996273.3192578275,3.674354620212791,13.343471595415993,959.3769133469074,499.8757464332872,1831.133010604415,0.0,12196.968212971386,12196.968212971386,624.8446830415753,4.959470583903598,25.91088020880131,72638.30286982737,19990.060949776227,211441.91040642976,0.0,1319344.0226852298,1319344.0226852298,29985.09142466418,4.755081670786112,22.613343743183346,11099828.833594583,2997763.991554426,32115480.091468234,0.0,253810684.6182967,253810684.6182967,4996273.319258103,5.262628327715974,31.267760178515346
3,1,250.0582547178581,827.4996620131252,261.9286202016252,2296.4585766707883,0.0,16639.69867065411,16639.69867065411,369.0046270796124,5.246142067086436,29.50117870411735,138525.0864501872,38297.01124393528,374891.5494484693,0.0,3147177.7141577844,3147177.7141577844,53253.76620821514,5.360889893451398,33.88315163477371,25237835.37952498,6290220.433276342,66253605.397634186,0.0,481009050.6226086,481009050.6226086,12766108.232504271,5.023611052648609,28.369405329975372,856.1102097261446,449.9265335786999,1641.1752684198045,0.0,11098.187828274742,11098.187828274742,524.9142891751538,4.654374407358991,23.34053714163064,71048.22440566371,29990.20527676047,175581.0684498547,0.0,1109637.595240231,1109637.595240231,29990.20527676189,4.191613281289039,18.1019586571082,11256389.850094518,2998530.911441777,28422073.47148545,0.0,211896184.4085456,211896184.4085456,3748163.6393023003,4.377776234844669,22.06623673624873,796.695308135834,399.9346965144095,1595.961952979323,0.0,12397.975591946559,12397.975591946559,499.9183706430041,6.173047283173866,41.465488761986244,60167.26541506275,19993.470184506466,184816.36680176458,0.0,1389546.1778233354,1389546.1778233354,19993.47018451006,5.995386065507165,37.66004278735168,9858073.39971279,1999020.607627979,29613109.00037182,0.0,262871209.90305376,262871209.90305376,3248408.4873953927,6.2682082190059765,44.93244932287089
2,1,250.71594249695193,1407.5754240832584,237.53631314783294,3706.0781094450176,0.0,22184.539224048818,22184.539224048818,336.1545811993441,3.696393624976544,14.36155517291537,235880.00644417742,28285.63799297672,597373.2664221211,0.0,4366300.94811057,4366300.94811057,64919.902382550325,3.8613019766202927,17.71449266138489,43509615.59319788,5900610.7332898425,104856538.50555126,0.0,658496756.2473092,658496756.2473092,13708032.545834282,3.652367703786922,14.960813283821157,1112.2219932345283,500.0120802918376,2894.7408287122635,0.0,19700.475963498393,19700.475963498393,500.0120802918452,4.833855898552609,24.04412137983686,110906.99830567431,20000.966435021644,340356.2087849745,0.0,2020097.60993719,2020097.60993719,20000.966435023023,4.129178313933593,16.982754960448045,18268929.733837023,2000144.9670046791,54403859.66291853,0.0,399028920.9173942,399028920.9173942,4000289.9340088805,4.353678676483083,21.227747715765265,947.0817050233676,500.01208029184886,1689.6344542500758,0.0,10200.246437953481,10200.246437953481,600.0144963502188,3.7905300704513105,14.48508208625412,82217.71316991834,20000.966435021714,197838.57836557418,0.0,1070051.7042736602,1070051.7042736602,30001.449652532196,3.420593313951683,10.969949426998987,13318532.871506376,2000144.967004941,32085628.64481541,0.0,209015149.0519684,209015149.0519684,4000289.9340096405,3.5750669966632898,13.731692686945644
4,1,719.1567340801015,2434.9916732069682,1118.1826118542785,4571.336012860748,0.0,23885.96389390973,23885.96389390973,1730.9122804691613,3.8840796486479725,14.504088825576494,387448.08327501535,165606.20298717692,778567.2927707403,0.0,4533499.9179582065,4533499.9179582065,259732.23572200444,3.868434505242538,15.99870401470035,70666471.74900512,26141780.37291788,138468508.49075323,0.0,691589635.8576618,691589635.8576618,60569482.37744959,3.621372997378987,12.917894348850774,2902.8273062089197,1499.0009859931272,3929.783156160136,0.0,23884.082376824088,23884.082376824088,3297.8021691849103,3.674955606022643,16.593088442634368,255215.26413922373,129826.89523604879,476264.9406785653,0.0,2386817.535493385,2386817.535493385,179760.31648067545,3.9045114759128334,14.533463216237092,36145076.125912935,10479034.675158897,82480089.10634533,0.0,475049571.9405673,475049571.9405673,18712561.919928987,3.9064995080853975,16.050987253439907,1302.7032378273605,1149.2340892613854,1029.390982159993,0.0,3897.4025635820917,3897.4025635820917,1424.0509366934764,0.6887732989560402,-0.2918352843540861,74900.13186694602,59920.10549355722,63170.735308323405,0.0,249667.10622314925,249667.10622314925,97370.17142702446,0.8994358383187229,0.0250090272752397,9072757.294510452,3992013.2095849775,9738538.943416754,0.0,42914142.00303378,42914142.00303378,12225540.454353908,1.4573776355325447,1.9115119809375845
3,1,266.0374243451069,1324.775091871417,257.5662954135751,3096.0233491484732,0.0,17053.549042165407,17053.549042165407,376.2860980355825,3.2135037042298733,10.2881416101095,232398.51661016562,39337.893858904485,510978.348318472,0.0,3323063.6384124607,3323063.6384124607,57350.331186597,3.2528318731756274,12.080400643866327,43063865.89040351,7221630.429024766,89879177.27137665,0.0,502383411.39421225,502383411.39421225,17646536.065484844,3.0389246201784634,9.791713482517515,1277.0709896847404,549.625489231412,2246.3994520444126,0.0,9893.258806165435,9893.258806165435,599.59144279792,2.921764308965543,7.198874722927895,126393.35088114893,19972.772126472086,261390.55551253963,0.0,988652.2202603024,988652.2202603024,39945.54425294102,2.3339473636179418,3.8192986764460084,19579782.871698704,2993875.8139960743,40889691.87212128,0.0,189612134.88641945,189612134.88641945,5987751.627992127,2.600671644436446,6.199977835347344,1042.8378050812994,599.5914427978986,1899.013384038349,0.0,13890.535091484804,13890.535091484804,699.5233499308894,5.276275419894515,31.50993908321126,86820.41761098451,19972.772126473432,218201.16277842305,0.0,1418066.8209794236,1418066.8209794236,37448.947737127375,4.769534801479395,24.689261204125835,13531642.097157441,2494896.5116626467,34506164.102681406,0.0,280426367.9109677,280426367.9109677,4989793.023327088,5.0809138738654465,31.271081376054582
2,1,266.7533261241131,1290.1815905045391,268.85405987589627,3244.024706279771,0.0,20863.639559834286,20863.639559834286,367.25519591857045,3.9724706760508854,17.706835056920298,226715.3069010556,42111.58347031537,535043.1461348024,0.0,4101653.5764940865,4101653.5764940865,61746.805056940815,4.0330623857051275,20.37486842926709,40400808.33600515,7696723.842874957,92844913.10938413,0.0,618727113.2660534,618727113.2660534,12823716.318844473,3.9384709846181476,18.41194735735483,1599.855666931319,599.9458750992658,3180.6458311240067,0.0,19098.277023992454,19098.277023992454,599.9458750992527,3.651312871819988,14.769545298006562,155909.36759657072,19996.391836035098,362148.8458766397,0.0,1979642.7917672796,1979642.7917672796,39992.78367206343,3.3096798257184337,11.542661394045211,24424283.306695864,2999188.199724011,55959162.39288446,0.0,388894736.56421995,388894736.56421995,4998646.9995403495,3.5989619257588026,15.85444635588803,865.4391646546552,549.9503855076339,1314.8550540145247,0.0,8399.242251389353,8399.242251389353,674.9391094866103,3.8788977884504154,17.219762295936636,80566.85780448264,24995.489795043322,164720.65017111553,0.0,839848.4571133817,839848.4571133817,37493.234692557286,3.0689638460776245,9.240924462026003,11970897.728208914,3998917.599631531,25065339.446000118,0.0,166954809.78463936,166954809.78463936,4998646.999539948,3.502883433997267,13.913665092169106
3,1,242.4200830296394,1208.7127595712673,265.3391803807301,3371.2060931943306,0.0,27521.529200613593,27521.529200613593,370.06981831433654,5.639844863770238,37.81607582656989,195671.55892628193,30434.707335580988,541180.1149429545,0.0,5391985.788530082,5391985.788530082,61381.18154522349,5.921070467494965,45.67582581607632,35328910.46756358,5045624.145307156,94571736.4407795,0.0,814028979.8695679,814028979.8695679,12174304.048108969,5.680515649141953,40.30136447088816,1241.6066862205114,449.84103178711604,3130.5764239287223,0.0,26590.60321230552,26590.60321230552,624.7792108154467,6.3307369269539455,46.39666729615608,112972.08808846047,19985.871988078936,337014.4693133117,0.0,2658120.974414558,2658120.974414558,29978.80798212125,5.840807055945083,39.40101245976615,18251361.981993478,1997881.172508331,53727105.56189669,0.0,530437451.3006882,530437451.3006882,3995762.345014486,6.162190225350629,48.194734441305854,865.2114864258031,499.8233686523319,1332.2153407958315,0.0,7997.173898437838,7997.173898437838,549.8057055175736,3.717756216729568,14.664853250511065,68014.42060943252,19985.871988078958,148532.55175361148,0.0,819420.7515112446,819420.7515112446,29978.80798211839,3.7570769062478533,14.173676043535577,10231417.241680548,1997881.1725073974,23456593.773015358,0.0,160829434.38684028,160829434.38684028,3995762.3450148054,4.023339186803018,18.418603420005564
4,1,605.3822851490661,1942.2434139622858,1308.5752262523868,2302.493330608371,0.0,11597.11257614585,11597.11257614585,2220.8181304121017,2.5038665450559425,7.11996509372117,349888.5049726674,257623.30350356374,374232.3519416907,0.0,2121679.9962223913,2121679.9962223913,311026.5516630373,2.675597755723596,9.186079349013134,64970831.22545198,50137160.392184466,67528274.82932557,0.0,327962619.5130166,327962619.5130166,65293021.111756325,2.378509508609881,6.616874208767865,2469.749645049304,1899.2447912076948,1806.6167999652685,0.0,7297.098408324294,7297.098408324294,2399.0460520519023,0.9412971482357404,0.16763400612592588,162013.9862214119,154876.80621166,122056.9077646042,0.0,509594.6526964201,509594.6526964201,167366.8712287289,0.859773272874483,0.5007677708573793,22861606.225291032,20974968.818349484,18643491.882225316,0.0,81902259.19546025,81902259.19546025,24970200.974224336,1.1375549681793224,1.2152147491859109,1548.0330943983167,999.6025216882824,1873.9255143458008,0.0,11595.389251583822,11595.389251583822,1199.5230260259525,4.124528626277952,19.43397449559328,132513.64218109692,79936.41610924373,256691.7546997545,0.0,1338934.9698298427,1338934.9698298427,67446.35109217331,3.962895183870298,14.723551485309487,20702566.62590361,10487484.409174144,42842167.33745569,0.0,249702009.7422611,249702009.7422611,11486292.448143398,4.012709124856833,16.915867129197487
3,1,325.0670701562202,1638.2969985526067,281.3608421128816,4739.0825624186045,0.0,30826.445471215586,30826.445471215586,456.9647351743541,4.6925793423859234,23.852688870203604,284020.8724721199,49890.417881006055,776544.4400601669,0.0,6021677.0662519,6021677.0662519,73703.57378917174,4.80675118892323,27.70089205131948,52683704.18526061,7903765.221891996,137175331.682975,0.0,910342233.2912402,910342233.2912402,16623248.415649457,4.5287357602178915,23.41550138122276,1680.9104363255622,599.9557249654299,4333.646155681872,0.0,29997.786248271343,29997.786248271343,499.9631041378659,5.168077077224326,29.16155612780837,167891.88586027184,29995.572659899157,484984.0762042701,0.0,3029552.8386498573,3029552.8386498573,39994.09687986563,4.544659107469376,22.360973185929286,28241366.187501997,3999114.5646493966,79496971.3496246,0.0,602866520.6209301,602866520.6209301,6998450.4881361015,4.707936853618496,26.425198547819594,891.7374709868706,599.9557249654268,1203.4980488996132,0.0,7099.4760787575515,7099.4760787575515,699.9483457929983,3.6161178185902814,14.549148167018705,73100.32151931114,19997.048439932827,157334.43409703023,0.0,849874.5586971561,849874.5586971561,29995.57265990144,3.577192016504174,12.731341597099036,11635519.04286157,2999335.9234868893,25222187.083244164,0.0,155965468.02133536,155965468.02133536,5998671.8469745815,3.738883711284195,15.35930471185817
4,1,628.6576835265378,1916.2862369887355,982.015997872707,3052.990892696779,0.0,15720.035837368416,15720.035837368416,1575.255261794217,3.4738133790886856,12.206326188806443,337066.2633587302,144385.5872428578,503990.2004962154,0.0,3009782.153047163,3009782.153047163,273931.4181661683,3.6359989186093995,15.056307309879797,61145032.86323703,29242873.319983047,89737979.25465111,0.0,458165533.85270995,458165533.85270995,58158920.4287595,3.352358112837874,11.67776171026913,2194.690335571996,1349.9713934633505,1883.6780436929585,0.0,6299.866502828966,6299.866502828966,3199.9321919131285,0.686708816759104,-0.8817234206471465,133907.3682963365,94995.97393749883,122086.706036902,0.0,479979.657789466,479979.657789466,137494.17280427393,1.4023501926909667,1.4634404495857287,17275497.49335457,9999364.312656019,16887424.491744105,0.0,68995613.75732628,68995613.75732628,21998601.487843167,1.5126620688760828,1.7775283803369286,1480.5241825431392,899.9809289755675,2541.470124032079,0.0,15699.667316573772,15699.667316573772,1299.9724529647074,4.850388101671217,24.262404852708435,132883.25711023185,49997.88101973604,320642.83620014635,0.0,1629930.9212433966,1629930.9212433966,69997.0334276304,4.242994606362555,16.53305432195093,20679536.40830131,5999618.587593592,54214045.49085813,0.0,319979658.0049917,319979658.0049917,6499586.803226475,4.268126274193616,18.57717909389916
1,1,367.08033108106883,874.8299322659641,366.7435305033977,2377.963924311662,0.0,19372.140139833184,19372.140139833184,466.5463299584024,6.0667633814915245,39.128064237256375,153489.36004991044,61712.69781057627,402402.2669046239,0.0,3751670.0927130226,3751670.0927130226,80469.9319065152,5.9827841615709465,41.51608813181352,28691419.847534068,11850373.136476567,72683678.49592079,0.0,568309840.8446796,568309840.8446796,15410265.2320065,5.532197989055776,34.049362565794844,1023.0762936789107,699.4688280259934,1874.0535091684328,0.0,16087.783044597863,16087.783044597863,599.5447097365751,6.313274014264683,43.321088127790134,81111.33031697638,39939.31766367628,222286.25165342385,0.0,1607557.5359630466,1607557.5359630466,39939.31766367915,5.679250123197422,32.83375024076721,13219859.902443377,3990901.1026248974,36753454.963534415,0.0,321267538.7612591,321267538.7612591,6984076.929592724,5.764325113009325,37.17531019007002,811.8834611015984,499.6205914471386,1201.5439756277947,0.0,10791.804775258193,10791.804775258193,699.4688280259779,5.999482875327297,44.31368703420017,57287.95877383835,29954.48824775711,141891.27459525428,0.0,1198179.5299103295,1198179.5299103295,39939.31766367788,6.174294126486692,41.74738060190459,9008363.4715308,3990901.10262353,23320258.76940975,0.0,227481362.84958693,227481362.84958693,4988626.378280417,6.301220207172574,47.66467196653056
4,1,600.6933719759608,1661.215363250626,845.2580287716028,2324.406306768219,0.0,12354.432368284832,12354.432368284832,1674.4349329754123,3.2362611326286523,11.134675685841342,270755.8057632296,190319.14339594907,382860.85744404705,0.0,2256923.485985588,2256923.485985588,230189.2939109282,3.501481563683362,14.016742795287033,47597952.87568597,28289273.539114967,68226510.70385322,0.0,349193312.64857686,349193312.64857686,42184069.32452887,3.2517632483050205,11.028900463389158,2326.813605894285,2199.7982290336145,1866.7019656170512,0.0,6399.413029915976,6399.413029915976,2999.7248577731143,0.6537608070852134,-0.7745918165941826,136863.78076451007,89983.4922234193,106142.29584917649,0.0,359933.9688936898,359933.9688936898,169968.81864423672,0.4062832647879602,-1.2228743117757623,17125721.90889857,18494910.33562497,14986610.17258242,0.0,68981016.92746954,68981016.92746954,21494084.984645154,1.1322927954574604,1.6015284405519374,1590.763182152412,1199.8899431092455,2049.1081066898755,0.0,12098.890259684878,12098.890259684878,1299.8807717016825,4.039820489900557,18.04328395328101,134853.30948387805,59988.99481561288,273874.4567213577,0.0,1419739.5439695027,1419739.5439695027,79985.32642081678,3.965940641243164,14.61658980179448,19721845.419315215,5998349.298040528,46111334.8210441,0.0,262927644.23077676,262927644.23077676,12246629.816833157,4.002237014477296,16.36519212150242
3,1,306.66117666850323,1727.3045530303618,294.7568098503371,4099.741711012178,0.0,23556.349678692804,23556.349678692804,543.6160877952889,3.6120434682495484,14.155528306477162,307429.3131035305,47919.73666957595,676051.6204244271,0.0,4618469.329939974,4618469.329939974,119896.6254267775,3.6708632116788498,16.466269400411324,56504858.52156918,7785299.410631129,118659138.91756773,0.0,697285712.7197418,697285712.7197418,47481665.34529523,3.481068376685879,13.995905866942469,1412.714346909708,599.9197911534386,3267.8113132830686,0.0,22297.018904535882,22297.018904535882,599.9197911534186,4.868545682154195,25.810148196783807,144323.1077554553,29991.979651465426,384418.3406859031,0.0,2319379.7597133014,2319379.7597133014,39989.30620195371,4.188743666979155,18.575450638587274,25138430.532846164,3998396.0375073655,63482915.67723221,0.0,454817549.26651025,454817549.26651025,5997594.056262254,4.240470205010047,21.353695391364955,1098.001346154288,499.93315929453195,1702.2206232188205,0.0,7598.984021276802,7598.984021276802,599.9197911534408,2.708924357555932,6.41666950301851,100427.68943899796,19994.65310097937,193532.31945404402,0.0,759796.8178371073,759796.8178371073,29991.979651466543,2.3783641693146698,4.314239698780623,16579207.812090551,2998797.028130797,31320127.722108934,0.0,149939851.40654173,149939851.40654173,8996391.084392617,2.5238738398580742,6.1278028437746555
4,1,722.362780311399,1933.786780446151,1114.9373603550443,2570.48447168184,0.0,12920.733674576008,12920.733674576008,1574.1937383456102,3.08686931596588,9.636468753808773,311146.99427061185,169534.75997001276,437851.192840025,0.0,2453418.677087392,2453418.677087392,267153.0678212879,3.173870250841216,11.330351807596704,55300139.55683745,25656880.493303407,80480054.73852442,0.0,388577576.6428676,388577576.6428676,54245186.5276332,2.9558790760533364,9.013125523610894,2628.905959982439,1799.4361452706257,2019.383930954872,0.0,7097.775906345089,7097.775906345089,3898.7783147529794,0.5361737632699574,-1.0312570757924189,140388.19518920768,104934.2272515889,118748.21321459838,0.0,529668.0042223174,529668.0042223174,159899.77485956994,1.4738552306270345,2.143402713881825,16075792.268630559,11988726.43762326,14915837.515257193,0.0,63939874.33398788,63939874.33398788,13237552.10820969,1.7096827512288304,2.8209577344122105,1591.808897739386,1199.6240968470706,2067.4721514279863,0.0,12895.959041106022,12895.959041106022,1649.4831331647335,4.164001987073014,20.041207110402116,132707.51663490705,79949.8874297861,275763.82739690715,0.0,1419110.5018787046,1419110.5018787046,74953.01946542518,4.048419336016983,15.220139496849876,18915546.157138232,6993423.755279946,45412231.69411897,0.0,270745405.3829811,270745405.3829811,10989665.901154617,4.290520795900703,19.234530764356602
1,1,314.394806587266,622.4315607693271,265.61814078743834,2350.282886401591,0.0,21018.80945724798,21018.80945724798,368.3235850137333,8.14522411383742,65.68051662072901,103105.29503391197,38359.02035192658,387921.5734426208,0.0,4072442.606652585,4072442.606652585,62010.06244835925,8.237411445206059,73.09724498969562,18987336.012351103,6606213.8296130365,69560809.95562994,0.0,617236065.7285292,617236065.7285292,9774483.111125818,7.6894301139890135,61.26435576149717,981.017259636949,599.8576874213168,2565.5700959358032,0.0,20995.019059746086,20995.019059746086,624.8517577305455,7.410167299852126,54.870359597840284,61399.43468973601,19990.513619915044,251332.43515972688,0.0,2168970.7277606847,2168970.7277606847,29985.7704298708,8.014269473382408,63.17737337751678,9420045.456582244,2997865.817601356,40969700.156280205,0.0,426696234.7052839,426696234.7052839,4996443.029335762,8.251253170167029,73.06141836281027,646.3983700660784,599.857687421317,453.31450637114455,0.0,1799.573062263952,1799.573062263952,599.8576874213173,0.7157461871862076,-0.09855998518712174,27877.395946520894,19990.51361991393,26902.968290743403,0.0,129938.33852944268,129938.33852944268,29985.770429870878,1.4507787594289234,1.8080962643652136,3517495.8926524557,1998577.2117346444,3476452.149372749,0.0,14989329.088007731,14989329.088007731,3997154.423468636,1.3313981811798936,1.2090243837586176
