"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",x__mean_change,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",x__time_reversal_asymmetry_statistic__lag_1,"y__fft_aggregated__aggtype_""skew""",y__minimum,y__lempel_ziv_complexity__bins_100,x__lempel_ziv_complexity__bins_100,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""","y__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",y__root_mean_square,y__fourier_entropy__bins_100,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""",x__first_location_of_maximum,has_parkinson
0.9117647058823528,0.9014925373134328,0.9976525821596244,0.9976525821596244,2056429.122352941,6.175506042668716,344.0,0.32084309133489464,0.3255269320843091,380.31111111111113,1.7270490475659377,403.11855172483774,0.8098335357420149,421.8533333333333,0.4824355971896955,0
0.2668711656441718,0.2006269592476489,0.7058823529411765,0.7058823529411765,1217823.555282555,7.653327793166184,350.0,0.2958435207823961,0.29339853300733504,377.06666666666666,0.5180983747570782,416.90140022085853,0.6980025788106357,408.0715555555555,0.33007334963325186,0
0.688953488372093,0.688953488372093,0.7638888888888888,0.7638888888888888,1788198.5777262182,5.239637909153898,387.0,0.279445727482679,0.279445727482679,439.08888888888885,2.3172917964385205,438.41112713665086,0.5991094303708836,479.8297777777778,0.7782909930715936,0
0.04485219164118247,0.04187946884576098,0.25602660016625106,0.25602660016625106,573073.299500832,3.047237148704197,146.0,0.1553156146179402,0.15946843853820594,516.5230769230768,1.4526749631266394,425.3014867728101,0.4228025624218362,523.6511384615385,0.7981727574750831,0
0.8743961352657005,0.8673218673218673,1.0896860986547086,1.0896860986547086,3044123.7955056173,4.800667856040857,390.0,0.3221476510067114,0.30201342281879195,421.8444444444444,2.8588301895897996,439.1303053262533,0.7133418344224681,461.15955555555564,0.7069351230425056,0
0.4722222222222222,0.5808080808080808,1.1851851851851851,1.1851851851851851,2863941.31598513,5.0156944320888135,320.0,0.35424354243542433,0.3468634686346864,340.38095238095235,4.084715162552179,403.187713234569,0.9958342897848994,395.2980952380952,0.25092250922509224,0
1.064406779661017,0.8247011952191236,0.968944099378882,0.968944099378882,3185472.1433021813,4.250083001923997,326.0,0.34365325077399383,0.34365325077399383,351.1428571428571,0.6851187890446695,391.96020838034093,0.5904604555137437,410.6772670807453,0.9411764705882352,0
1.008695652173913,1.0059171597633136,1.1270983213429258,1.1270983213429258,3214519.423076923,5.794242604867603,385.0,0.3397129186602871,0.3397129186602871,389.6,2.4367338709165507,417.18105887632,1.4161806988532724,428.10834567901236,0.7272727272727273,0
0.2301790281329923,0.4192439862542955,-0.4552845528455284,-0.4552845528455284,-1716156.0488798372,4.280096507796397,315.0,0.2515212981744422,0.2494929006085193,380.3636363636364,3.021089022141875,424.86349794541036,0.9394975870563576,434.7069090909091,0.0,0
1.1122112211221122,1.1122112211221122,1.5488126649076517,1.5488126649076517,5433615.386243386,4.590272720734696,307.0,0.3394736842105263,0.3473684210526316,326.5833333333333,1.8357667832651507,357.0214279283528,1.934983192234528,371.415,0.5736842105263158,0
