finish_time,relative_NCV,stroke_speed,velocity_iqr,acceleration_median,jerk_mean,jerk_median,jerk_std_dev,velocity_x_mean,velocity_x_median,jerk_x_std_dev,velocity_y_mean,velocity_y_median,acceleration_y_median,jerk_y_std_dev,data_group
5.1800438000354925,11.582913642465515,316.96846756229473,616.5311348532073,60891.04900583527,18812806.74929558,10564510.091019034,27480376.49822941,1057.1339184356834,749.9936583496433,19380716.945394494,951.7776664294245,849.9928127962622,54999.06989521162,9439072.354919054,1
4.820074599934743,10.580749103072073,210.63190695914815,388.8385287241565,50156.474280182345,11809363.723552428,8707799.610090645,10758551.33071835,819.9873089212158,649.9899399985325,6337870.72129203,615.3750911228625,549.9914876910602,29999.071391665355,5783232.243131705,1
5.280308100162074,6.628401096315898,169.50754899035616,382.41851561376365,41407.095614726895,24502455.87119601,7257506.624254253,44363995.68332014,964.6495928271962,599.9649906608081,20970605.82709693,872.6763500521049,499.97082555069017,24997.082640183417,18944687.511458345,1
13.32988049997948,6.151593031919996,237.26954048021503,925.4609692699707,80182.05988993787,38767057.98308162,14055822.99763912,120530330.01687863,2116.6856422088917,1100.0098613054138,62786586.9745355,1596.310606810215,850.0076200996275,40000.717189063,47636136.4982242,1
5.740753900026902,8.883850603622113,302.3622230484516,631.1951215797085,50881.83667981734,21918651.61764548,9875020.06471934,39205394.75793029,1125.8521289285206,749.9015068351679,19976639.196147047,980.7222543291012,699.9080730461028,29992.121064193438,19165544.50555802,1
3.3899186998605733,10.914716037739137,601.0848726676634,1377.1826254978423,136374.76406170407,39314730.06677383,27865682.62856519,35677706.09562196,1762.9455053685128,1350.0323769381826,16976298.674555544,1017.3320903138248,900.0215846254653,60002.87798457129,12712408.745527165,1
5.069886199897155,6.903508011818882,394.48901044175096,865.3877905173348,91957.08818663003,46321717.32680199,17668755.682125963,74624539.48277853,1935.3375578074374,1200.02693554017,37721349.54670787,1604.202674246411,900.0202016551276,55002.46911889249,31578126.51318277,1
5.116742999991403,10.749025307718684,413.0228510064393,681.1068515926709,61617.85333477453,23639600.65895051,10248745.986938013,39774235.29154459,1343.6037338618553,985.0015918345784,24408396.52744063,786.0312702839967,689.5011142842012,29106.84407750083,8045348.722452336,1
4.950767300091684,8.887511234710054,468.9045006979,1705.8148600555664,129034.9025251975,79233793.29866797,21932387.40179672,192465653.36268735,2760.5890299170387,1099.8295152953835,109903185.04917666,1407.781779578075,849.8682618191401,39987.6020732189,26535593.16122281,1
4.691282799933107,12.363356138075293,378.80414662854577,698.2407511370324,74515.356174587,21722460.19338832,13322538.479873355,23489000.356954776,1130.2464126935954,999.7265566823089,10659396.238454685,914.9671312244476,749.7949175117103,39978.12752543308,9211211.452463327,1
4.66097730002366,7.7237020656198565,262.16266214969835,523.4970094152723,58913.544004384275,21378486.922657672,10644247.315009892,42300646.45449853,1081.591349360825,699.8532260569937,26420050.48096833,790.0782064197477,699.8532260570015,19991.61379683545,12901719.487645473,1
3.509852099930868,9.402105576086806,410.4166471906957,725.5543002528718,75523.99142941747,29567477.59014195,13489808.975889808,49394520.499537,1302.3804595036113,900.0379246926677,26358987.36815969,907.7305565276545,600.025283128452,50004.21394352373,13144871.555914044,1
4.9099810998886815,6.9246702397226825,255.83062292699955,621.6907879233695,77284.66586722889,33185647.741655376,12319266.462698456,54414476.06830296,1236.543221376451,950.0036568584306,21842978.92762883,1055.6858818438686,700.0026945272616,30000.230959924087,26464148.536366664,1
3.969997799955309,9.319904409119957,538.6111469549401,1223.1071201636285,87029.51105003012,44431657.74740563,14977063.286423625,73332408.13336775,2010.7153999872794,1150.0006372929142,41556048.29917841,1212.000671651299,1000.0005541677403,40000.04433343496,20444250.19590727,1
3.500500700203702,7.141835451866983,221.7850422472705,860.8026449574443,72221.31250512219,21068190.122732326,11069054.02219296,23925830.028237004,855.1157647702036,699.8998742829447,12764301.845373228,862.6216937941292,699.89987428296,49985.697349109265,10553445.743652126,1
6.920343299861997,7.65857959691926,300.98108637181224,734.7343521565429,70887.79404974382,35519371.02949663,12631886.392518494,62900871.16567908,1702.2965017806262,949.95287302164,36500245.22729828,1229.3507768515306,699.9652748580509,39996.03151078511,25872894.678524666,1
4.090024100150913,7.823914778110787,425.67062682606667,1652.2366867705055,111802.08129309752,45517439.32794946,19624098.48701834,67519599.38484725,2233.7706213854767,1499.9911613659306,36269878.709728666,1382.2499196673127,999.9941075772866,64999.23398730412,22291262.547956824,1
3.459906799951568,6.069527653257585,366.2496020295447,902.7689446391423,73539.34249526357,39107268.72289005,13342742.252618922,59221365.90211173,1444.633507864222,800.0215497246121,36879141.66169348,1048.599674103343,800.0215497246121,30001.616251114887,18368154.057951037,1
3.550333100138232,7.886583937408527,538.9128621643547,1165.032008806997,106246.53853864556,49316306.32939965,16345069.489993399,85102063.09584351,1776.222224137239,849.9202511117961,44895857.80640307,1455.1480148159906,899.9155600007258,57489.210950686516,31252716.117547974,1
2.88031080015935,8.332434124356379,338.1666230895805,796.3838186446594,85967.79316038845,23276341.394694384,12238142.3614633,32833368.06874217,1108.2137385393942,799.9136759382111,20254230.59458042,816.5785441869239,499.9460474613903,39991.36805955867,12899391.38560814,1
