stroke_speed,acceleration_y_median,velocity_y_median,acceleration_median,jerk_median,jerk_mean,velocity_median,acceleration_mean,velocity_y_mean,jerk_y_median,acceleration_y_mean,jerk_y_mean,velocity_y_iqr,jerk_iqr,jerk_std_dev,data_group
300.98108637181224,39996.03151078511,699.9652748580509,70887.79404974382,12631886.392518494,35519371.02949663,412.48250770404616,195345.67809810172,1229.3507768515306,4999255.92672824,110423.82612760038,15007867.287107088,1174.941711368891,31303430.34960915,62900871.16567908,1
425.67062682606667,64999.23398730412,999.9941075772866,111802.08129309752,19624098.48701834,45517439.32794946,660.2286363351262,253262.83429166538,1382.2499196673127,7999858.582688179,111404.93709843211,15086000.923207495,1249.992634471614,50123379.44205334,67519599.38484725,1
366.2496020295447,30001.616251114887,800.0215497246121,73539.34249526357,13342742.252618922,39107268.72289005,411.8685580620504,217125.1488264148,1048.599674103343,4000323.25457664,80355.2060994773,12250989.96714117,1050.0282840135503,32398171.18351648,59221365.90211173,1
538.9128621643547,57489.210950686516,899.9155600007258,106246.53853864556,16345069.489993399,49316306.32939965,725.6441556716168,275062.3871699795,1455.1480148159906,4665353.278799525,127550.13663101026,17698026.91977937,1499.8592666678535,43763852.2561172,85102063.09584351,1
338.1666230895805,39991.36805955867,499.9460474613903,85967.79316038845,12238142.3614633,23276341.394694384,469.94856398403846,139632.02220277232,816.5785441869239,3998705.2787904087,67173.00103754451,8752763.000635514,599.9352569536717,20660868.071343184,32833368.06874217,1
507.40666707759385,49995.97915716253,899.9638116869198,180980.39763381204,32456705.26483246,52944355.32582116,792.1024523129898,295992.4251169852,1320.6786017031532,6999155.639979904,110256.28433825844,17129262.684010636,1299.947727992199,54385199.37017704,69075436.22193249,1
380.9304766070009,59981.78635226528,799.8785664654347,138744.88009235114,27941911.05018366,42477882.57172798,820.5616417175884,235582.5651692768,1129.8284751324295,7496585.200231813,99521.06218489754,13784586.31209306,1199.817849698152,45734840.55676115,45823339.8220721,1
366.60950435223066,59981.25626286093,949.8516004902333,81304.85659971499,15701364.560300324,44108950.30020911,544.7349675488861,245438.93576783768,1572.83119271461,7496485.823775653,151257.0810106943,20637384.50309984,1074.832074238976,47070445.17570009,66983601.1766977,1
432.7483342961527,79973.97918487403,1249.7966958487973,129066.26913075632,20651525.39845285,60013628.75248562,628.2908883940368,327093.4284918201,1723.1571944015302,8995609.344522243,153729.05155813374,23553979.758573845,1374.7763654336768,59913620.82910895,87876128.90483285,1
229.4984789632075,39997.620788087785,799.97620752713,62991.76105829992,10882968.424281884,29809133.040937934,447.20029510328544,167629.83855977812,1127.6260372057973,3999643.123522122,87166.53217203176,12279479.877428405,999.9702594088727,30816020.968943425,43249799.30935596,1
272.9764174145426,22500.244366673884,600.0032582133925,44508.762629674915,8122549.818440372,28920470.67986984,306.22743774472275,153617.14140888245,1075.58723613841,3000048.8734667087,76986.13023498129,10352052.20578988,500.0027151778638,13969956.676471574,72728767.88370036,1
508.52776539116377,49984.896882502566,1049.8414052889998,135536.69883356016,25606255.45014284,58252152.77819342,676.5026401772934,323914.3887377195,1549.7658839980622,6996828.584846677,126537.10882036533,18754385.897528443,1249.811196772635,66164278.13593034,86768640.79832141,1
349.33060212319833,30001.713117876134,600.0171309341995,77624.92826517344,13966014.635415627,37364801.2113832,412.1439583865923,207485.06843917465,1055.0301218926288,5000428.285582392,77980.64322304915,12525344.637673644,850.0242688234558,37355946.83230735,58048266.44910073,1
354.8202581401699,54994.57247636594,949.9531247757848,119292.39409077507,22920470.01934653,44640127.19163784,626.2530947128984,253173.91989440587,1365.3172441109466,5499185.891540228,139361.24616170028,19483722.740724973,1049.948190541657,34582124.44539209,63768899.14574416,1
339.11025780306665,39995.53522572009,899.9497698875634,84400.95527523021,16308669.194529768,38976615.32837901,444.5526169773895,211450.72879948575,1287.4281430336011,4999162.878182611,100766.52902700477,14675508.652561562,949.9469793257621,32466370.59695528,63118955.29740456,1
336.73768350410893,39989.16518535873,749.8984167332436,110810.64331899508,19299252.46681252,36677534.24261548,570.9833058495296,212513.3000543462,1070.1675322130761,5997562.331796233,95474.13188003207,14309088.015162967,724.9018028421216,40413582.08678667,50432284.90940352,1
307.5512873081483,40001.68535364224,700.0147466890686,75940.27150869452,15109832.111693544,36560344.63936933,419.8039398620543,199897.9152498707,1016.0214037658102,4000252.805709762,90059.9741880469,12761582.36131728,700.0147466890562,32141535.067391854,54150119.27270605,1
353.517451158534,23893.80001574977,535.4676462579326,46905.35908849946,6530648.04080085,18671049.93663931,374.5474284317053,121445.01354464552,741.2260473662967,2843190.412130994,48431.79562016047,6483806.885165306,557.7787981853327,17106480.115540273,31708468.398940247,1
505.0986537803469,59965.24686664642,1099.6813834670745,131865.02503376006,30942731.391039394,62742716.14574165,684.6874020589457,343983.89357181755,1677.7397060080648,10490878.623632204,151517.30109084767,23070826.306519426,1849.4641449218952,67942050.83928955,94655466.58685228,1
307.27215230520227,44994.80499474039,799.9538208426485,85023.44571820063,13954365.919883333,37001773.36971699,509.87251780622137,206196.99898396528,1284.900185182964,4999134.190779509,127332.48064487705,17210403.06048118,1099.9365036586416,25945738.36400987,69746332.53916839,1
344.6688562363669,49990.0860668628,799.9206846031159,89424.98451726658,16779662.757834073,39053187.78529056,522.6589822309455,222847.39107588129,1122.7458180322033,4998512.983747108,104049.1326275466,15020531.516159445,999.9008557538738,45752961.29343663,53372268.795054294,1
367.66404365413877,30000.791782423414,800.0105570293132,74509.12317563345,14531302.488004735,41759623.00321408,475.360650011529,237855.3975530985,1177.515538627524,4000158.357529455,95375.65148740463,14267231.475188501,925.01220656517,48045923.29979248,58942693.71301179,1
283.421690891459,19996.574610041727,499.9571807920369,88506.12722243703,14593216.599752486,42889572.87594489,412.9835609172889,233640.489617971,847.2958537633427,2999229.3202603376,81921.45082178307,12752820.605659168,799.9314892672542,44949859.18313408,65039808.27034423,1
294.0060402051584,30000.107177959864,700.0012504083916,66935.4214780984,12203343.415170355,30982128.11607809,400.0007145190809,171287.7638767309,1087.2112444050777,5000026.794513398,87660.56958516814,12025440.382669395,850.0015183530493,24495749.55412732,53785462.24691194,1
314.58426191665137,39984.93899489087,499.9058598557164,66610.58116317813,13327757.23825352,30949828.663409933,483.4089499201542,165493.57743282386,786.2155795912512,3997741.0619039,67776.19508509188,9489041.167923965,799.849375769124,23767761.62882179,45263960.25547035,1
47.798678480233185,34998.19487548738,699.981948522093,71456.17325800813,13755311.804158846,35206245.73789065,407.0962827878813,191147.81949950696,1025.899469527107,3999690.554073476,92495.22931378467,12628055.257417055,749.9806591308494,28994128.83501731,51374039.25250439,1
139.4533964669406,30000.49294854388,700.0057510426326,88344.61868493001,14298033.30957275,41314215.37648138,538.5209050438395,231533.0550530382,1029.7381897577536,5000123.237641661,89190.65471187368,13849803.720605856,800.0065726202228,33475432.378237996,70651855.18045294,1
157.9723845572249,129996.75357741168,849.9893866291234,57206.10611610321,10954692.952870414,41461133.75896252,324.6170718007141,223189.1285653149,1472.2038395863901,14499456.851919465,204756.7913490367,27698962.39987374,1224.9847042596186,22349862.59229574,79178556.88066538,1
85.46714705523998,19999.3640575108,599.9904607867517,53849.935743781745,10432112.996363424,42526971.10304627,399.9936405245277,233452.8922177293,855.5419533441247,2999856.9140786626,67314.93268136766,10281063.016204556,599.9904607867383,30509650.610285196,86377396.08427408,1
173.83597504219037,29999.17714320784,599.9917713756931,56959.40523926473,10044947.725345297,30161180.324960213,339.4965924048336,164394.03452113573,910.4041808721221,2999876.5723287887,67570.96210897887,9557429.895965263,624.9914285163809,27243738.53404257,48375042.91177486,1
199.1382674933749,35000.28971606534,800.003311033872,50000.41388009272,7726475.607962385,35774266.19616591,363.1217791272525,197584.35734736227,1052.004354009575,4500055.873928085,82500.68290215556,12312652.877276056,700.0028971546777,28331409.88057737,62970418.09769264,1
215.05579393058483,29999.400012484584,699.9930001105923,89151.7209577629,17231015.224246025,40218218.12128679,522.9950484058915,217809.93581920976,857.5671819537007,4999850.003870429,69320.64748646818,10719678.408297908,699.9930001106102,43092440.43625915,67293315.19140306,1
186.6588417274405,29998.616503447636,699.9838590207643,72755.8663011402,15349360.157190122,41670828.2712125,365.6793281717042,230230.61492926962,960.5839104311392,3999723.3038796587,66452.63149498058,11153867.563912168,699.9838590207821,41975633.180847146,60929159.89438231,1
354.2228981032603,39995.904957963816,849.9564890647639,62386.40076769022,10962976.607367933,17441695.98699352,407.6239148881701,97490.2164271406,1107.4433078108555,3999385.7594169257,55057.653976950234,7171625.82768144,1249.9360133305154,17048004.654866993,18934468.889446843,1
297.9675776161332,29999.21243552794,499.99343691967726,76768.12209302119,13927152.302475505,30577353.96112767,480.3790782808055,162423.05196728368,707.1335750721063,4499822.79915727,52498.621762176954,8374670.209542562,549.9927806116489,23866100.682847355,45112361.35600289,1
513.9056181745266,39997.72474519676,1049.9701368560975,59416.69804199369,11196311.635056883,22602425.23005392,410.9155203458788,124157.68530882565,1452.8432937633374,3999658.7166334963,80554.24123316634,10551555.01277062,1374.960893502051,16149782.871792786,37558912.44454061,1
219.31273935514287,29998.248696796905,699.9795678311433,69802.3728245335,12814466.41794318,40569919.15582966,418.6049530519088,230029.52166588933,1275.9627550750647,3999649.7444716254,91936.38031025918,13832122.032965073,974.9715409076241,35740055.09296189,72988082.7585978,1
491.98323161597125,40000.000003465604,1200.0000000519576,49750.345738589436,8336230.576412449,17151570.70568784,388.8376208073596,92377.46593863143,1316.2162162732295,4000000.0005198405,55660.37736331289,7385542.169634458,1300.0000000563161,15860691.179057587,21630568.025747474,1
273.5692397662016,60002.296031795326,950.0181767445268,63267.13610161712,11045995.0357562,34421027.61462111,386.6235694612722,189327.8461596598,1162.5222425952734,7000401.809409007,108376.24011945305,14652356.16817855,850.0162634030144,30082052.07958496,54033085.90616402,1
445.1889262889208,49997.57570245179,1199.9709080767666,63588.65272537957,10596105.072511353,21626685.037321072,411.773239939627,120024.50403462346,1560.3788370651193,5499599.99575329,78231.5008050135,10554278.223710062,2124.948483052636,22409823.787761893,28987592.59251093,1
264.6371204817811,40000.45035076064,700.0039405580643,125605.37473886413,24158450.39071821,52101127.43036229,720.9376429045923,284663.3141268581,1129.7360893948621,6000101.329206753,100636.05366024644,16579227.357017472,700.0039405581308,43229449.29131672,91019025.99652344,1
552.2480880479317,49997.95066028254,1349.9723336303225,88331.75580730873,14469035.209838836,23315808.199702945,599.9877038356989,128706.05817949533,1556.2181068238278,4499723.341972979,71491.32255332185,9263066.83933408,1849.9620868266945,27907796.62362481,24958134.38146129,1
275.4422880502874,29962.226509083524,799.4961948171655,64958.25143955834,10869543.87438346,43597101.99801645,363.07436692673514,235202.57840002753,1069.6962976952,2994335.7602833286,79218.31099750347,10930935.382968193,699.5591704650142,23174787.92212181,84133350.82078905,1
552.3952879536588,69988.35863286027,1199.9002127041279,78960.33913151664,14411135.7245595,30536928.92056433,447.4115103636293,167317.56699342054,1765.7068170686728,9497630.248793073,120283.02327811875,17518884.681678418,1899.8420034482026,37554807.46247258,38320576.46902629,1
361.7007773965667,39997.127433166366,599.9784553619716,61899.56856694659,11930680.99139622,37003643.76654306,463.40253064341437,201038.88864610347,771.8472837208784,3999569.122711892,57297.47223561515,8526859.17133686,624.9775576687333,25063729.72656216,68194155.23741525,1
604.6966203474154,49993.11909927626,1399.9036640754014,65269.656933121056,11734918.523979636,25992839.44290665,480.75532636595483,138803.80398531025,1676.6703323556185,3999174.320322354,84259.23614857733,11581608.831653282,1774.8778598099204,23531648.60025877,37377090.51027639,1
382.9013126040947,39999.629053579134,849.9960586850781,111327.29071387014,20788620.739575505,60642254.94094619,608.2734325494882,329309.4839951168,1283.3273827205987,7999888.716329584,108180.81494034332,16428342.899605593,1174.99455171175,73546276.35991712,88157120.9238116,1
559.990960279965,39999.97443533559,1449.9995366403828,83408.15939689275,14012698.869591994,26793879.24697626,465.71971104896073,142980.18079679564,1656.4510835702577,5999994.2479512235,86698.97371542195,12715372.425465874,1674.9994647397668,25950523.47683802,36212797.72596205,1
132.40408264679905,59996.977218108375,999.9748098336477,116918.13314145533,22021051.319865167,63517250.02601727,637.9164963213605,349423.4289995559,1719.956672913855,9999244.314044664,180801.7016167344,26559217.29536724,1099.972290817018,62350763.48786978,97369601.78875108,1
371.1402194762741,29997.30434793282,799.9640571649812,68103.70814973878,10498267.364134692,41204522.60531311,395.2228487073755,225476.81941271466,1214.5287638728641,4999326.102121413,94927.3669642835,13671768.187607067,949.9573178834047,21622348.669837147,85547861.57103346,1
268.7945119566651,49999.31906812657,799.9945525264994,83437.18226744274,17513216.91759565,36168819.93757003,534.1670562552038,198094.5240463185,1119.0399990697792,5999877.432680247,90827.82286102654,12795930.272745656,899.9938715923233,33588198.77438878,53767905.87154093,1
260.9424681594082,39997.81985344435,699.9809234576836,65400.43316936005,12793478.514358647,28549600.23307865,406.2147042824859,159348.2948672873,774.3975000379425,3999672.982472935,55226.87482638355,7489467.018271747,749.9795608475293,18796916.68171732,52758445.15191887,1
233.54366848572778,30000.755808729624,650.008187876226,72159.16405326121,12274546.720636573,45547288.01604536,420.5710770986634,248773.93357787005,1319.0642347378425,5000188.953369455,121452.33510969767,18976907.599218834,750.0094475494632,23605196.92769281,104338585.06906188,1
202.08875442795613,39999.01618958816,999.9877022942239,83356.16386032058,17150959.822203994,38772008.859414585,334.3895938181851,220211.37702149578,1234.3598200194488,7999704.858693187,93122.70956638508,16423122.898457356,1124.9861650810763,43095116.78406494,50814872.19302873,1
337.72324856363764,39992.31268154636,849.9183183168213,81724.71005543164,15299075.414743615,37207813.9438552,460.76999174553725,201642.76905274988,1243.6304804782706,4998558.697044289,106575.25879497797,15845431.06963071,1124.8918918898714,22285863.278783005,62543700.59574719,1
244.638259159054,39997.57705631244,849.974255833396,102551.12529360484,20898121.911944646,40420688.44812063,567.8610810197788,223404.17241643573,1152.1390168585785,6999363.986914495,99855.06216487776,14944878.558844818,999.9697127451544,37743437.33662026,55955006.093211405,1
369.91308187699536,50000.43750522981,700.0030625299249,79973.10386337178,15584374.943279155,37459664.21909696,424.33638363056633,203717.95303569164,1094.2905018324986,5000065.625928502,93963.08633058752,12259901.171107618,1000.0043750427836,24288545.003434345,59410673.48617807,1
544.5104619397998,49989.909994719244,1599.838551769994,76475.67049338367,12910850.44570274,25344020.62518935,495.9958213204116,137441.38278403674,1850.9243244783731,5998183.890679931,96513.8528964706,12819647.923217813,2099.7880991981897,25878616.33119961,33063514.92724135,1
391.73822809236486,39998.33174034435,799.9833172294933,67380.51475211122,12836980.797926186,48643929.42757583,485.11976136508247,268670.92708451074,1046.5298999101421,4999687.204575758,94846.04413929154,12821959.013825,799.9833172294756,36908257.04386248,84501625.36238109,1
621.0711512324922,69989.22088138829,1899.8537063296176,75027.1630263462,14312678.094646685,23347329.58111087,592.797652374177,134951.90449116225,2136.360317401271,6998383.194454175,111533.74848789936,13265961.872046385,2199.830607329095,26487000.00236182,26476923.325956903,1
374.2494913456347,60002.07628892277,1100.0190324838063,104270.12556623908,19803984.199366476,34649087.92028279,601.0247262785105,194704.81365009208,1245.1828344244866,8500441.215213075,102237.58034335994,13872043.557525584,1300.0224929353985,36231615.54934456,40163102.06634896,1
283.10201439091037,40003.97689817561,1000.0497099916593,94041.5682324247,17011275.587343268,43796146.48348163,568.6749166974373,239191.72528778051,1386.7355978550074,6000894.82432761,102536.50920741633,16402445.853165425,1000.0497099917036,45478481.81877203,66492940.07154152,1
404.1834135697422,39998.957540161624,999.9869691670826,89038.67827426242,15971243.464902315,51765149.93894176,580.2269797488722,277398.40318241186,1323.6669618185267,5999765.448063343,104920.34247072246,16038334.044066532,1174.984688771291,53654281.92433794,80644486.21347776,1
277.1678679062474,39994.35739105732,999.9294649006357,105175.12609309504,17695386.647157207,50272046.56004491,490.63890896768515,272116.5731664349,1308.2566835806333,4998942.0481361635,114409.55998259626,17885684.99058943,1099.9224113906903,43127890.02657311,81689927.03226998,1
470.85053038047414,49991.70037564483,1099.908700343123,104919.71913227334,19760973.356392585,43942990.48792791,597.6854750616841,239483.5507830448,1398.8634769670432,6998257.15121443,104600.28131539076,14715085.349206755,1499.8755004679192,34005029.92299919,64468135.32130398,1
188.6477469997617,29986.11775276041,599.8611614641704,50481.49466789999,9894115.159197476,25857896.39249381,360.34562323677414,141330.56401845586,890.2351305552746,3997223.871771593,61439.3593223407,9215588.973043801,699.8380217081688,25497433.68132449,46022473.72081194,1
422.857568405253,79985.60194876551,1449.8695117892544,230981.29504786016,40712169.64460557,66992757.62959139,1380.8302459165875,374735.67358829314,1653.4226205872635,7497975.3651488125,116389.30539980865,16328924.128545616,1574.8582628055594,67457701.54562698,74399959.72576149,1
243.74486419226696,59939.15762361928,999.4928515971313,121237.30892880914,23484657.895999484,62252386.66530026,709.6063023420702,356821.17776661506,1584.302498808171,8986313.936334167,167405.82912051983,26574911.29890288,1299.3407070761846,62826261.79210417,92228174.27763095,1
453.29489000334314,74918.31461690966,1199.3463389049227,223571.7633881346,43375704.73918414,63164489.93639381,1430.9968608130762,359152.2372122365,1431.2199644265368,9484484.00389772,114611.877799902,17211842.5502314,1399.2373953890765,58143408.24315499,70106820.63312575,1
278.36881578517216,59953.09609547693,899.6481519399672,107810.2313490107,17745809.85653781,42754297.20828771,499.80452885553734,238271.2727042945,1606.7790038763064,6991793.421068814,128308.70944676654,22184487.39616907,1099.5699634822088,41052088.38827188,66168193.298098594,1
283.71279115386534,99958.84091932463,1149.7633109288486,100876.93119367484,17492818.76623213,47310852.77620084,559.8162814381752,259988.76932077148,2295.955928345495,9494135.434557578,223312.30418146984,26767556.48235909,2074.572930589009,30525339.55875017,90014765.42742196,1
820.6966737814578,63150.763579808925,1187.272192244844,128963.11290222654,27691967.356601845,37272421.45351276,922.0072053573613,235050.10308552234,1609.210463642623,7711934.967497777,87959.9921290189,11993665.52757659,1662.1810691427813,37635497.93472913,40963338.60745746,1
302.03171797793584,54917.926239488916,1199.1043156142841,123258.89626510543,22707995.62566225,61526819.79688214,656.0115435426886,349133.3009076215,2017.011888919104,8979862.139776502,176475.39143361707,27093088.336247973,2048.469872507735,69784040.16349055,90139613.43836436,1
719.9890082113188,69877.66059397589,1099.0383414520093,222384.55741450712,46020118.57789422,64602074.59409633,1461.3775580915396,351646.9646610913,1593.3426672725302,9973795.870616842,100224.5303376454,14023761.466564288,1698.5138004258324,60021648.52301966,86503212.78406198,1
329.78319901484366,29988.092904439163,699.8610700982942,63587.90962936204,11533327.163603233,28081930.143839113,412.2287307532961,152149.893999291,1070.375754267978,3997618.8172014086,66462.97186267003,9551687.58372249,1049.7916051474758,19247967.18453304,58790963.65238157,1
810.1844326067067,89277.24961585422,1394.367276848265,279122.3563065495,38865316.49732585,71875500.52541858,1167.0083635826918,422239.1619672881,1780.8062078604612,9879783.764393397,128655.43042284029,17841727.15099209,1792.7579273763288,50611212.25012962,83983961.82849848,1
400.07780027914873,39954.89450262492,749.5770166855146,56316.00757752664,8866007.520637121,35324813.99794948,342.96504172037146,195905.51475911716,967.6357851758548,3993236.083101781,61650.83184007278,7885725.384290272,849.5206189102491,19645434.95491993,84587980.74332874,1
342.14088688418894,39957.184639615516,824.5583483801604,100974.6374076872,13929408.402467467,38909533.49897921,473.35325931436455,229434.29876144673,1127.729296673497,5491171.695393928,75798.40928741821,10303746.888658067,1249.330830879072,30415020.84932136,71693755.40438259,1
934.9467379511,109571.45625129847,1097.8551902524682,347494.5957621381,48240665.35038925,69968609.18516007,2205.543625537858,421901.5035305335,1885.2058822517126,10935781.086273573,134673.28077432318,17317659.19820448,2644.832958335492,72134150.45816448,60680243.16963524,1
319.84134539429533,59991.101480625664,1099.918427214469,95850.43688574078,17455664.24050182,38940821.46213533,524.4865460636902,214002.6940501202,1757.012552563389,6998442.816849328,130777.7031069223,19266301.40167875,1649.8776408215967,33804912.377619505,60220768.03835468,1
171.80073242267255,19993.11637126679,549.9053419593251,41965.94140082138,7704224.743883877,30193310.620404404,322.0639389467525,169072.59129056823,1065.927627494905,2998451.316810932,82216.1374333983,11239165.908002654,674.8838287683045,23051585.413231567,56733935.92866013,1
354.62696606782094,64973.47124983091,1399.714276611033,114672.55570830144,20050845.697485954,62554530.30137347,702.9784553398488,352068.98931335186,2113.2049955328907,7995102.8843397675,167181.7394851417,23928358.241848666,1799.6326413570428,52080713.43193954,104833224.88003041,1
307.74370613314744,39967.37398456494,699.7144641286893,63233.0620790978,11837626.252134487,49564525.18146998,436.5423957133021,273022.5338718209,1109.3034187406872,3995107.095749349,84049.03646755057,11581321.693296127,799.6736732899926,31510036.84896054,101850025.94194232,1
318.87927427648367,29964.186934533198,499.70146866681984,85742.56800419724,15666029.476517824,42768187.538635,464.84127672560606,238437.8258450543,737.4904434117259,2994629.6437188075,49440.908441980544,7623827.967967284,699.5820561335534,26186993.55547367,82694362.69116427,1
385.7491569617988,49998.15222759243,949.9824459999464,115359.64020757235,20635942.01208338,53788019.31342897,756.5037261060803,300990.8742175138,1327.4754705946675,5999667.404039626,110298.95400511342,15673829.904930664,1124.9792123683455,56857535.97464872,81965946.13236938,1
253.04558790701773,34966.0416901139,699.6603344921269,71159.56362729192,13588735.418295382,42147302.33037796,435.52739574633216,231542.4379857967,1062.8986266151578,3994179.987717338,78472.17651191242,11559243.714453684,899.5632872041232,29410490.77201972,87949690.6205075,1
271.05930159170487,39997.84392721589,899.9757438543218,104237.24387864574,16485815.319767995,46526028.82293093,584.6002588384042,261325.60025141828,1402.2877869357735,4999595.741800675,107297.58693957982,15006723.091658425,1399.9622682177674,42969467.79339433,70896418.53182971,1
237.41534655655013,29981.694928552944,799.7558951386786,67650.70743819799,12852744.64204223,39053240.01103769,388.98098607736864,217790.93212774923,1380.013569057264,4995424.430283161,100244.91875770806,14089284.670521088,1449.5575599388894,27530258.080525875,75759817.27654825,1
259.2935608095708,34976.76026136198,699.7675640232345,66018.74985316039,10673298.618956584,30326224.28643169,378.7639340387194,165168.90702951705,985.0386615519016,3996016.7062071324,71662.91106180959,10484285.93707456,699.7675640232591,21319393.72180131,49728411.57349177,1
236.81740254857587,20006.077300761008,700.1063446853,40627.86976708565,6523541.809086638,34357385.58305753,306.2722969493417,198325.00613098103,1302.5788113702554,3001367.4965411755,99489.68171188374,14259022.01218745,675.1025466608368,11960709.266838258,101337555.29006636,1
365.2094152465505,49914.84965230079,999.1481336848784,87012.88307117598,16034138.293054298,46450305.82702571,499.57406684243927,252040.59917241,1384.5338423919266,7480849.3309886465,112955.45606501994,16850802.02838846,1298.8925737903332,35218581.08840435,79895118.50393417,1
192.13943325676212,30000.49908941123,700.0058226855342,57663.91275605322,7764511.880302182,31332282.79157887,316.230396438029,185041.711679538,1053.712468539846,4000099.818296285,76397.66735079976,11070789.080445126,975.0081101691527,26375325.340871867,61452423.36151856,1
258.56149637254015,29981.786733054567,749.7722995980846,53099.334161122264,9367481.149205897,35968929.35627467,366.91060501439455,194950.93660033945,1171.3109480388216,3996357.89953634,72880.8965483595,10260079.47782744,824.7495295579869,21039663.29543821,98182276.71377596,1
229.66153914415975,39965.35079740161,799.6534329060071,53032.6384084526,10073396.350104207,28317493.55415879,409.7964547810219,151953.64879094803,895.3566363123372,3994803.7453035815,66771.37877126537,9200154.080094878,799.6534329060428,31503809.86043205,42515965.50350462,1
299.5067870648721,29990.88424066337,749.8860443510179,50366.733618490616,9138440.28979785,33030325.24262792,318.8194049192627,176566.67653522175,1142.6834961539287,3998176.9866345017,76762.38228264752,10397856.384072427,924.8594546996327,14599636.209057007,80751159.44657992,1
918.7060569263396,104924.08078271186,1199.5660974547982,267740.26036080776,46905131.15111142,65293421.66029973,2184.0507323297325,386469.14839800814,1817.8609686737955,13984818.901505707,143719.53922338257,20035393.609912567,1799.3491461822193,71477084.01239687,55064881.19693125,1
