"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",x__mean_change,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",x__time_reversal_asymmetry_statistic__lag_1,x__time_reversal_asymmetry_statistic__lag_2,x__time_reversal_asymmetry_statistic__lag_3,y__mean_abs_change,y__abs_energy,y__minimum,y__lempel_ziv_complexity__bins_100,x__lempel_ziv_complexity__bins_100,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",x__quantile__q_0.7,y__c3__lag_1,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",y__quantile__q_0.9,y__mean_n_absolute_max__number_of_maxima_7,x__cid_ce__normalize_False,"x__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",data_group
0.9117647058823528,0.9014925373134328,0.9976525821596244,0.9976525821596244,2056429.1223529407,4129793.182033097,6216738.087885986,1.8497652582159625,69389450.0,344.0,0.3208430913348946,0.3255269320843091,380.31111111111113,919.0,65875135.24705882,416.3873295910184,454.0,454.0,116.56328753085168,895.828327385698,1
0.2668711656441718,0.2006269592476489,0.7058823529411765,0.7058823529411765,1217823.5552825553,2445002.345679012,3682939.007444169,1.343137254901961,71086972.0,350.0,0.295843520782396,0.293398533007335,377.06666666666666,795.0,72579862.18181819,398.27681457537466,423.0,436.0,67.77905281132217,621.2561632296224,1
0.688953488372093,0.688953488372093,0.7638888888888888,0.7638888888888888,1788198.5777262182,3542324.68997669,5249158.449648712,1.0162037037037035,83224469.0,387.0,0.279445727482679,0.279445727482679,439.0888888888889,867.0,85119608.18561485,481.41562173458726,492.0,498.4285714285714,101.08412338245805,1082.2145759010164,1
0.0448521916411824,0.0418794688457609,0.256026600166251,0.256026600166251,573073.299500832,1118422.2683333333,1655189.314691152,1.2718204488778055,217781151.0,146.0,0.1553156146179402,0.1594684385382059,516.5230769230769,932.0,80972121.65474209,523.9238709234937,469.0,514.5714285714286,411.1593365107984,899.1689907299178,1
0.8743961352657005,0.8673218673218673,1.0896860986547086,1.0896860986547086,3044123.7955056177,6089277.753950339,9153723.120181406,1.751121076233184,86197435.0,390.0,0.3221476510067114,0.3020134228187919,421.8444444444444,1059.8,85169956.90337078,457.8412698412698,483.0,483.2857142857143,130.71342700732774,930.2588857459672,1
0.4722222222222222,0.5808080808080808,1.1851851851851851,1.1851851851851851,2863941.31598513,5731475.985018726,8547215.588679245,2.6666666666666665,44053850.0,320.0,0.3542435424354243,0.3468634686346863,340.3809523809524,931.0,65956484.2267658,378.4525974025974,420.0,462.0,197.3575435599055,562.3013543724405,1
1.064406779661017,0.8247011952191236,0.968944099378882,0.968944099378882,3185472.143302181,6374535.047021943,9846302.19873817,1.9906832298136643,49623396.0,326.0,0.3436532507739938,0.3436532507739938,351.1428571428571,958.0,60740736.44859813,409.54125874125873,427.0,429.7142857142857,186.4296113818832,1113.8309488164798,1
1.008695652173913,1.0059171597633136,1.1270983213429258,1.1270983213429258,3214519.423076923,6107130.707729469,8853417.252427185,2.002398081534772,72748735.0,385.0,0.3397129186602871,0.3397129186602871,389.6,1065.0,72803981.54567307,426.3254901960785,450.0,465.8571428571428,175.41379649275024,1030.948732246674,1
0.2301790281329923,0.4192439862542955,-0.4552845528455284,-0.4552845528455284,-1716156.0488798372,-3444655.370143149,-5189759.457905544,1.9369918699186992,88990933.0,315.0,0.2515212981744422,0.2494929006085192,380.3636363636364,876.0,77112712.52545825,429.6913131313132,471.0,495.0,551.055351121827,1888.2342555129237,1
1.1122112211221122,1.1122112211221122,1.5488126649076517,1.5488126649076517,5433615.386243386,10797729.236702127,16229100.94117647,2.023746701846965,48436434.0,307.0,0.3394736842105263,0.3473684210526316,326.5833333333333,1218.0,45593912.15079365,363.5837320574163,380.1,412.57142857142856,119.4947697600192,808.1910397009651,1
0.9543010752688172,0.8338028169014085,1.0182291666666667,1.0182291666666667,2251259.27154047,4564919.952755906,6925747.585751979,1.3515625,75370274.0,390.0,0.3090909090909091,0.2831168831168831,402.0,873.0,87168817.48041776,439.6913086913087,470.0,474.7142857142857,131.8446055020834,912.3738237169994,1
1.2079646017699115,1.5229885057471264,1.25,1.25,2941437.6890459363,5870263.387900356,8810171.164874552,2.313380281690141,51910332.0,364.0,0.3614035087719298,0.375438596491228,378.7619047619048,930.0,78061482.6466431,415.0877192982456,453.0,494.7142857142857,143.6975991448709,973.1333278392424,1
0.5567010309278351,0.5567010309278351,0.7523364485981309,0.7523364485981309,2047279.37236534,4221787.581176471,6520274.21749409,1.4018691588785046,86592211.0,387.0,0.2587412587412587,0.2634032634032634,417.8666666666667,976.0,91000073.0796253,445.0336808340016,470.0,481.0,127.49117616525469,868.2992248549356,1
0.7121212121212122,0.875,0.6935483870967742,0.6935483870967742,1536232.3139158576,3044817.055374593,4553764.485245902,2.596774193548387,62969335.0,343.0,0.3247588424437299,0.3311897106109325,366.2857142857143,850.0,91772145.9935275,441.2321428571429,502.0,505.2857142857143,242.22097349321345,1185.2098010579548,1
0.5212355212355212,0.5469387755102041,0.4917491749174917,0.4917491749174917,1068248.5529801324,2150686.493333333,3247577.38590604,1.4290429042904291,54101763.0,361.0,0.3059210526315789,0.2927631578947368,350.07142857142856,808.0,75899310.62913907,365.958223162348,469.0,469.57142857142856,74.95998932764064,1155.284531805744,1
0.9429735234215886,0.8703241895261845,0.9982905982905984,0.9982905982905984,3145569.839041096,6245567.285223368,9340862.829310345,1.6495726495726497,111209916.0,361.0,0.2798634812286689,0.273037542662116,415.06410256410254,1006.0,83168189.34246576,458.0964250106823,470.0,477.7142857142857,200.6439632782407,960.1410608234831,1
0.6134751773049646,0.6853932584269663,0.8078078078078078,0.8078078078078078,1895672.6054216868,3812424.384848485,5711329.765243903,2.1381381381381384,57383019.0,317.0,0.3233532934131736,0.3083832335329341,355.5,895.0,71838960.10843374,425.2647058823529,473.0,473.0,206.55507740067785,1151.32432640037,1
1.2347417840375587,1.2621359223300972,1.2373540856031129,1.2373540856031129,3423007.859375,6961617.377952756,10626852.222222222,1.9143968871595327,47006279.0,374.0,0.3255813953488372,0.3488372093023256,387.3809523809524,982.0,78205338.671875,442.57039187227866,461.0,461.1428571428572,149.41218156495808,945.9389627394908,1
0.8071748878923767,0.9857142857142858,1.0148698884758365,1.0148698884758365,2679096.3097014925,5331389.82330827,7924271.515151516,2.8104089219330857,52019956.0,324.0,0.3259259259259259,0.3333333333333333,347.0,946.0,85530337.57462686,442.11178451178455,487.0,487.1428571428572,229.1658787865244,1338.0390457078618,1
0.8579545454545454,0.8579545454545454,1.4537037037037035,1.4537037037037035,4143729.1441860464,8378821.248826291,12676704.800947867,1.8194444444444444,36235756.0,378.0,0.3410138248847926,0.3502304147465437,375.8,994.0,68249252.73488373,407.11515151515147,419.0,437.7142857142857,118.29623831720096,950.32371651293,1
0.5954545454545455,0.7692307692307693,0.8741007194244604,0.8741007194244604,2365770.949458484,4730501.410909091,7073301.608058608,2.41726618705036,51129613.0,316.0,0.3261648745519713,0.3369175627240143,355.1428571428572,941.0,79490769.90252708,442.953007518797,486.0,486.0,211.72387678294572,1133.145215045362,1
1.2307692307692308,1.272222222222222,1.0407239819004526,1.0407239819004526,3158521.163636364,6757629.811926605,10907074.060185185,1.8823529411764703,37382088.0,364.0,0.3108108108108108,0.3108108108108108,359.40000000000003,974.0,69324773.74090908,406.327536231884,441.0,441.0,133.28915934913837,1016.3663213966212,1
1.0551724137931036,1.0551724137931036,1.209726443768997,1.209726443768997,3444899.5152439023,6739199.3742331285,10040749.845679011,1.975683890577508,61652399.0,361.0,0.3272727272727272,0.3151515151515151,394.0,945.0,81478122.61890244,452.1632745364088,482.0,482.0,161.99382704288456,1117.6033924279054,1
0.5880281690140845,0.63671875,0.6974789915966386,0.6974789915966386,1738360.154494382,3449303.014124294,5122917.392045454,2.07843137254902,67985537.0,324.0,0.2709497206703911,0.2821229050279329,347.4166666666667,912.0,83479288.84269662,429.2492389649924,477.0,477.0,231.06492594074072,1081.858464893097,1
0.820040899795501,0.7253668763102725,0.8512396694214877,0.8512396694214877,2335464.312913907,4677004.566445183,7022345.496666667,1.3867768595041323,69865088.0,293.0,0.2590759075907591,0.2755775577557756,309.46153846153845,1072.0,39284317.7102649,346.1639344262295,375.0,379.0,147.79377524104322,966.0333592424422,1
0.6205250596658711,0.6216867469879518,0.7432432432432432,0.7432432432432432,1902053.2940038685,3806580.4660194176,5724979.356725146,1.583011583011583,88118519.0,313.0,0.2928709055876686,0.2774566473988439,320.6363636363636,846.0,70614558.84526113,373.8098901098901,462.0,462.2857142857143,200.15244190366505,1006.3796159365568,1
0.4280821917808219,0.377431906614786,0.7168141592920354,0.7168141592920354,1204133.7692307692,2377019.970238095,3516152.260479042,2.5811209439528024,64580773.0,319.0,0.3147058823529411,0.3147058823529411,367.9642857142857,768.0,83949609.38165681,441.0652173913044,479.0,488.0,261.2374398894615,996.103310480378,1
1.1240601503759398,1.1346153846153846,1.1616766467065869,1.1616766467065869,2345892.7657657657,4704553.13897281,7070955.334346505,1.9760479041916168,57349725.0,362.0,0.3402985074626866,0.3552238805970149,401.25,842.0,71249666.84384385,444.69315188762073,444.0,468.0,160.92855557669063,882.3802433184287,1
1.1615384615384616,1.1615384615384616,1.43006993006993,1.43006993006993,4068933.0315789473,8198463.660777385,12369725.78647687,2.101398601398601,46202175.0,348.0,0.2996515679442508,0.313588850174216,368.2380952380952,965.0,64641738.03157895,398.1297486849795,409.0,430.7142857142857,159.75293424535275,979.5743248104884,1
0.9458128078817734,0.7928802588996764,0.9602510460251046,0.9602510460251046,3078948.28721174,6172300.372631579,9304060.67653277,1.9895397489539748,85969286.0,363.0,0.3068893528183716,0.3215031315240083,390.6,973.0,76573704.4884696,441.13079896907215,467.2,472.57142857142856,181.08837621448816,1039.1548189138814,1
0.755,0.7357512953367875,0.9637096774193548,0.9637096774193548,2139640.8785425103,4314447.869387755,6457593.983539094,1.8024193548387095,43728417.0,386.0,0.3052208835341365,0.321285140562249,384.8,860.0,73947634.65182187,434.6988235294118,456.0,456.0,134.21251804507656,1005.3365543561212,1
