finish_time,relative_NCA,stroke_speed,velocity_iqr,acceleration_median,acceleration_std_dev,jerk_mean,jerk_median,jerk_std_dev,velocity_x_mean,velocity_x_median,velocity_x_std_dev,velocity_x_iqr,acceleration_x_median,jerk_x_std_dev,velocity_y_mean,velocity_y_median,acceleration_y_median,jerk_y_std_dev,jerk_y_maximum,data_group
5.180043800035492,13.320350688835342,316.96846756229473,616.5311348532073,60891.04900583528,152012.63089626515,18812806.74929558,10564510.091019034,27480376.498229407,1057.1339184356834,749.9936583496432,1341.4773214050706,949.9919672428864,39999.32356015512,19380716.945394497,951.7776664294244,849.9928127962623,54999.06989521162,9439072.354919054,43998883.87897466,1
4.820074599934742,12.44794012126126,210.63190695914815,388.8385287241565,50156.474280182345,59433.22410352929,11809363.723552428,8707799.610090645,10758551.33071835,819.9873089212157,649.9899399985325,637.9033918056616,849.986844613435,39998.76185555336,6337870.72129203,615.3750911228625,549.9914876910602,29999.071391665355,5783232.243131705,25998792.818506077,1
5.280308100162074,8.522229980977581,169.50754899035616,382.4185156137637,41407.095614726895,255361.67632002,24502455.87119601,7257506.624254252,44363995.68332014,964.6495928271962,599.9649906608081,1343.0703334409425,499.9708255506929,29996.4991682193,20970605.82709693,872.6763500521049,499.97082555069017,24997.08264018342,18944687.511458345,107981096.05989982,1
13.32988049997948,7.12684558576097,237.26954048021503,925.4609692699707,80182.05988993788,690635.5903923077,38767057.98308162,14055822.99763912,120530330.01687863,2116.685642208892,1100.0098613054138,4323.637967098469,1475.0132231140358,50000.89648632986,62786586.974535495,1596.3106068102147,850.0076200996275,40000.717189063,47636136.4982242,510013716.3023288,1
5.740753900026903,10.79997524361904,302.3622230484516,631.1951215797085,50881.83667981734,220803.5575698745,21918651.61764548,9875020.06471934,39205394.757930286,1125.8521289285206,749.9015068351679,1246.721974210892,899.8818082022116,29992.121064201438,19976639.196147047,980.7222543291012,699.9080730461028,29992.12106419344,19165544.50555802,132947608.51717892,1
3.389918699860573,12.389677664460642,601.0848726676634,1377.1826254978423,136374.76406170407,194529.32571622732,39314730.06677383,27865682.628565192,35677706.09562196,1762.945505368513,1350.0323769381826,1531.8745410863817,1975.0473662614515,90004.31697685827,16976298.674555544,1017.3320903138248,900.0215846254652,60002.877984571285,12712408.745527163,57004101.17719508,1
5.069886199897155,8.284209614182659,394.48901044175096,865.3877905173347,91957.08818663003,419616.8930800972,46321717.32680199,17668755.682125963,74624539.48277853,1935.3375578074376,1200.02693554017,2341.3546488890474,1550.034791739395,80003.59144566196,37721349.54670787,1604.202674246411,900.0202016551275,55002.46911889249,31578126.513182767,144009697.01212224,1
5.116742999991402,12.507956721709014,413.0228510064393,681.1068515926709,61617.853334774525,224076.70349052112,23639600.65895051,10248745.986938013,39774235.291544594,1343.6037338618553,985.0015918345784,1461.965114336688,1108.1267908138957,38809.12543666912,24408396.52744063,786.0312702839967,689.5011142842012,29106.844077500828,8045348.722452336,62118956.79083901,1
4.950767300091684,9.897455693199833,468.9045006979,1705.8148600555664,129034.9025251975,1080011.099820248,79233793.29866797,21932387.40179672,192465653.36268735,2760.5890299170383,1099.8295152953835,6473.300853242543,1849.7132757240677,59981.40310983847,109903185.04917666,1407.781779578075,849.8682618191401,39987.6020732189,26535593.16122281,169920969.3414036,1
4.691282799933106,14.06864663987878,378.80414662854577,698.2407511370324,74515.356174587,127490.19719975542,21722460.19338832,13322538.479873354,23489000.356954776,1130.2464126935954,999.726556682309,751.6080723164533,1174.6787041016623,39978.12752543886,10659396.238454685,914.9671312244476,749.7949175117104,39978.12752543308,9211211.452463329,48959814.8226686,1
