"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",x__mean_change,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",x__time_reversal_asymmetry_statistic__lag_1,x__time_reversal_asymmetry_statistic__lag_2,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4","y__fft_aggregated__aggtype_""skew""",y__abs_energy,y__minimum,"y__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""",y__lempel_ziv_complexity__bins_100,x__lempel_ziv_complexity__bins_100,y__mean,y__fourier_entropy__bins_100,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",x__absolute_sum_of_changes,x__first_location_of_maximum,has_parkinson
0.9117647058823528,0.9014925373134328,0.9976525821596244,0.9976525821596244,2056429.1223529407,4129793.182033097,0.9014925373134328,0.5137254901960784,6.175506042668716,69389450.0,344.0,3.183815304658845,0.3208430913348946,0.3255269320843091,402.37470725995314,0.8098335357420149,416.3873295910184,424.68179631114674,915.0,0.4824355971896955,0
0.2668711656441718,0.2006269592476489,0.7058823529411765,0.7058823529411765,1217823.5552825553,2445002.345679012,0.2006269592476489,-0.0037037037037037,7.653327793166185,71086972.0,350.0,2.9931071608264337,0.295843520782396,0.293398533007335,416.6063569682152,0.6980025788106357,398.27681457537466,406.3458712900382,536.0,0.3300733496332518,0
0.688953488372093,0.688953488372093,0.7638888888888888,0.7638888888888888,1788198.5777262182,3542324.68997669,0.8287037037037037,0.398576512455516,5.239637909153898,83224469.0,387.0,1.900755210533532,0.279445727482679,0.279445727482679,437.0,0.5991094303708836,481.41562173458726,484.8370428422152,498.0,0.7782909930715936,0
0.0448521916411824,0.0418794688457609,0.256026600166251,0.256026600166251,573073.299500832,1118422.2683333333,0.0418794688457609,0.0,3.047237148704197,217781151.0,146.0,2.253383243751713,0.1553156146179402,0.1594684385382059,415.7998338870432,0.4228025624218362,523.9238709234937,525.8908679400569,2174.0,0.7981727574750831,0
0.8743961352657005,0.8673218673218673,1.0896860986547086,1.0896860986547086,3044123.7955056177,6089277.753950339,0.9152542372881356,0.7724358974358975,4.800667856040857,86197435.0,390.0,3.025010385219831,0.3221476510067114,0.3020134228187919,438.27069351230426,0.7133418344224681,457.8412698412698,463.26984126984127,958.0,0.7069351230425056,0
0.4722222222222222,0.5808080808080808,1.1851851851851851,1.1851851851851851,2863941.31598513,5731475.985018726,1.1037735849056605,0.0518134715025906,5.015694432088813,44053850.0,320.0,6.254032712583782,0.3542435424354243,0.3468634686346863,402.3763837638376,0.9958342897848994,378.4525974025974,392.9623376623377,1334.0,0.2509225092250922,0
1.064406779661017,0.8247011952191236,0.968944099378882,0.968944099378882,3185472.143302181,6374535.047021943,0.7923497267759563,1.12565445026178,4.250083001923997,49623396.0,326.0,4.445818948455838,0.3436532507739938,0.3436532507739938,390.8730650154799,0.5904604555137437,409.54125874125873,411.9611188811188,982.0,0.9411764705882352,0
1.008695652173913,1.0059171597633136,1.1270983213429258,1.1270983213429258,3214519.423076923,6107130.707729469,1.4478260869565218,0.4900398406374502,5.794242604867603,72748735.0,385.0,0.9758797414852248,0.3397129186602871,0.3397129186602871,416.8301435406698,1.4161806988532724,426.3254901960785,431.9219981325863,1336.0,0.7272727272727273,0
0.2301790281329923,0.4192439862542955,-0.4552845528455284,-0.4552845528455284,-1716156.0488798372,-3444655.370143149,0.247191011235955,0.0027322404371584,4.280096507796397,88990933.0,315.0,3.9536757432117486,0.2515212981744422,0.2494929006085192,423.9655172413793,0.9394975870563576,429.6913131313132,436.22521212121217,1954.0,0.0,0
1.1122112211221122,1.1122112211221122,1.5488126649076517,1.5488126649076517,5433615.386243386,10797729.236702127,1.1122112211221122,0.664,4.590272720734695,48436434.0,307.0,1.6329642324402966,0.3394736842105263,0.3473684210526316,356.6578947368421,1.934983192234528,363.5837320574163,374.5467532467532,1049.0,0.5736842105263158,0
0.9543010752688172,0.8338028169014085,1.0182291666666667,1.0182291666666667,2251259.27154047,4564919.952755906,1.1455938697318009,0.7985074626865671,5.534136830078083,75370274.0,390.0,4.502817837835062,0.3090909090909091,0.2831168831168831,441.45454545454544,0.5756578004371201,439.6913086913087,444.68231768231766,719.0,0.7584415584415585,0
1.2079646017699115,1.5229885057471264,1.25,1.25,2941437.6890459363,5870263.387900356,1.3963963963963963,0.8172043010752689,5.680365825049912,51910332.0,364.0,7.48371474566995,0.3614035087719298,0.375438596491228,425.9157894736842,0.6677218691661088,415.0877192982456,425.2994555353902,795.0,0.8175438596491228,0
0.5567010309278351,0.5567010309278351,0.7523364485981309,0.7523364485981309,2047279.37236534,4221787.581176471,0.6724890829694323,0.4888059701492537,4.4352850355368725,86592211.0,387.0,3.789584724076292,0.2587412587412587,0.2634032634032634,448.75291375291374,0.7323863665597329,445.0336808340016,450.62101042502,770.0,0.6526806526806527,0
0.7121212121212122,0.875,0.6935483870967742,0.6935483870967742,1536232.3139158576,3044817.055374593,0.875,-0.026595744680851,4.805595145340923,62969335.0,343.0,7.034318208118057,0.3247588424437299,0.3311897106109325,448.8520900321544,0.9445015455147926,441.2321428571429,452.4881944444445,1337.0,0.3569131832797427,0
0.5212355212355212,0.5469387755102041,0.4917491749174917,0.4917491749174917,1068248.5529801324,2150686.493333333,0.4873417721518987,0.616580310880829,4.665064387890166,54101763.0,361.0,4.529382532139341,0.3059210526315789,0.2927631578947368,420.266447368421,0.6877927114301865,365.958223162348,370.427921734532,423.0,0.7006578947368421,0
0.9429735234215886,0.8703241895261845,0.9982905982905984,0.9982905982905984,3145569.839041096,6245567.285223368,0.6259541984732825,0.8259668508287292,4.368228875431014,111209916.0,361.0,2.478766331061241,0.2798634812286689,0.273037542662116,434.80887372013655,0.7734775061568715,458.0964250106823,462.0561743341404,1280.0,0.8805460750853242,0
