relative_NCV,jerk_median,acceleration_y_median,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",x__mean_change,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",x__time_reversal_asymmetry_statistic__lag_1,x__time_reversal_asymmetry_statistic__lag_2,y__abs_energy,y__minimum,y__lempel_ziv_complexity__bins_100,x__quantile__q_0.8,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",y__root_mean_square,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",y__mean_n_absolute_max__number_of_maxima_7,x__cid_ce__normalize_False,"x__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","x__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",data_group
11.582913642465517,10564510.091019034,54999.06989521162,0.9117647058823528,0.9976525821596244,0.9976525821596244,2056429.1223529407,4129793.182033097,69389450.0,344.0,0.3208430913348946,919.0,380.31111111111113,403.11855172483774,416.3873295910184,424.68179631114674,454.0,116.56328753085168,895.828327385698,1117.4834392558714,1
10.580749103072073,8707799.610090645,29999.071391665355,0.2668711656441718,0.7058823529411765,0.7058823529411765,1217823.5552825553,2445002.345679012,71086972.0,350.0,0.295843520782396,795.0,377.06666666666666,416.9014002208585,398.27681457537466,406.3458712900382,436.0,67.77905281132217,621.2561632296224,862.4237583731855,1
6.628401096315897,7257506.624254252,24997.08264018342,0.688953488372093,0.7638888888888888,0.7638888888888888,1788198.5777262182,3542324.68997669,83224469.0,387.0,0.279445727482679,925.0,439.0888888888889,438.41112713665086,481.41562173458726,484.8370428422152,498.4285714285714,101.08412338245805,1082.2145759010164,1342.5288984938566,1
6.151593031919996,14055822.99763912,40000.717189063,0.0448521916411824,0.256026600166251,0.256026600166251,573073.299500832,1118422.2683333333,217781151.0,146.0,0.1553156146179402,932.0,516.5230769230769,425.3014867728101,523.9238709234937,525.8908679400569,514.5714285714286,411.1593365107984,899.1689907299178,1154.209900056957,1
8.883850603622113,9875020.06471934,29992.12106419344,0.8743961352657005,1.0896860986547086,1.0896860986547086,3044123.7955056177,6089277.753950339,86197435.0,390.0,0.3221476510067114,1067.0,421.8444444444444,439.1303053262533,457.8412698412698,463.26984126984127,483.2857142857143,130.71342700732774,930.2588857459672,1246.1239494297067,1
10.914716037739138,27865682.628565192,60002.877984571285,0.4722222222222222,1.1851851851851851,1.1851851851851851,2863941.31598513,5731475.985018726,44053850.0,320.0,0.3542435424354243,931.0,340.3809523809524,403.187713234569,378.4525974025974,392.9623376623377,462.0,197.3575435599055,562.3013543724405,791.6016553430366,1
6.903508011818882,17668755.682125963,55002.46911889249,1.064406779661017,0.968944099378882,0.968944099378882,3185472.143302181,6374535.047021943,49623396.0,326.0,0.3436532507739938,958.0,351.1428571428571,391.960208380341,409.54125874125873,411.9611188811188,429.7142857142857,186.4296113818832,1113.8309488164798,1413.8337858621917,1
10.749025307718684,10248745.986938013,29106.844077500828,1.008695652173913,1.1270983213429258,1.1270983213429258,3214519.423076923,6107130.707729469,72748735.0,385.0,0.3397129186602871,1132.0,389.6,417.1810588763199,426.3254901960785,431.9219981325863,465.8571428571428,175.41379649275024,1030.948732246674,1341.2710585988311,1
8.887511234710054,21932387.40179672,39987.6020732189,0.2301790281329923,-0.4552845528455284,-0.4552845528455284,-1716156.0488798372,-3444655.370143149,88990933.0,315.0,0.2515212981744422,942.6,380.3636363636364,424.8634979454104,429.6913131313132,436.22521212121217,495.0,551.055351121827,1888.2342555129237,2348.2511868760766,1
12.363356138075291,13322538.479873354,39978.12752543308,1.1122112211221122,1.5488126649076517,1.5488126649076517,5433615.386243386,10797729.236702127,48436434.0,307.0,0.3394736842105263,1218.0,326.5833333333333,357.0214279283528,363.5837320574163,374.5467532467532,412.57142857142856,119.4947697600192,808.1910397009651,1137.5318529640176,1
7.723702065619856,10644247.315009892,19991.61379683545,0.9543010752688172,1.0182291666666667,1.0182291666666667,2251259.27154047,4564919.952755906,75370274.0,390.0,0.3090909090909091,929.0,402.0,442.45558585528727,439.6913086913087,444.68231768231766,474.7142857142857,131.8446055020834,912.3738237169994,1164.8829354945844,1
9.402105576086807,13489808.975889808,50004.21394352373,1.2079646017699115,1.25,1.25,2941437.6890459363,5870263.387900356,51910332.0,364.0,0.3614035087719298,930.0,378.7619047619048,426.780406988739,415.0877192982456,425.2994555353902,494.7142857142857,143.6975991448709,973.1333278392424,1209.5146988764104,1
6.924670239722682,12319266.462698454,30000.230959924087,0.5567010309278351,0.7523364485981309,0.7523364485981309,2047279.37236534,4221787.581176471,86592211.0,387.0,0.2587412587412587,976.0,417.8666666666667,449.2734642594037,445.0336808340016,450.62101042502,481.0,127.49117616525469,868.2992248549356,1179.955072634864,1
9.319904409119957,14977063.286423624,40000.04433343496,0.7121212121212122,0.6935483870967742,0.6935483870967742,1536232.3139158576,3044817.055374593,62969335.0,343.0,0.3247588424437299,850.0,366.2857142857143,449.9708279218858,441.2321428571429,452.4881944444445,505.2857142857143,242.22097349321345,1185.2098010579548,1453.454986126992,1
7.141835451866984,11069054.02219296,49985.69734910927,0.5212355212355212,0.4917491749174917,0.4917491749174917,1068248.5529801324,2150686.493333333,54101763.0,361.0,0.3059210526315789,809.0,350.07142857142856,421.860552384191,365.958223162348,370.427921734532,469.57142857142856,74.95998932764064,1155.284531805744,1437.2463676617117,1
7.65857959691926,12631886.392518496,39996.03151078511,0.9429735234215886,0.9982905982905984,0.9982905982905984,3145569.839041096,6245567.285223368,111209916.0,361.0,0.2798634812286689,1060.0,415.06410256410254,435.6351841298831,458.0964250106823,462.0561743341404,477.7142857142857,200.6439632782407,960.1410608234831,1229.4370183139072,1
7.823914778110787,19624098.48701834,64999.23398730413,0.6134751773049646,0.8078078078078078,0.8078078078078078,1895672.6054216868,3812424.384848485,57383019.0,317.0,0.3233532934131736,895.0,355.5,414.4942051558555,425.2647058823529,436.5307287093942,473.0,206.55507740067785,1151.32432640037,1423.3750533862465,1
6.069527653257584,13342742.252618922,30001.61625111489,1.2347417840375587,1.2373540856031129,1.2373540856031129,3423007.859375,6961617.377952756,47006279.0,374.0,0.3255813953488372,982.0,387.3809523809524,426.8429217463506,442.57039187227866,450.5146589259797,461.1428571428572,149.41218156495808,945.9389627394908,1191.9106394566063,1
7.886583937408527,16345069.4899934,57489.21095068651,0.8071748878923767,1.0148698884758365,1.0148698884758365,2679096.3097014925,5331389.82330827,52019956.0,324.0,0.3259259259259259,946.0,347.0,438.9379269369459,442.11178451178455,455.2406734006735,487.1428571428572,229.1658787865244,1338.0390457078618,1634.198821935472,1
8.33243412435638,12238142.3614633,39991.36805955867,0.8579545454545454,1.4537037037037035,1.4537037037037035,4143729.1441860464,8378821.248826291,36235756.0,378.0,0.3410138248847926,994.0,375.8,408.6380436171408,407.11515151515147,415.9284848484848,437.7142857142857,118.29623831720096,950.32371651293,1294.6267979105496,1
7.83101040959161,32456705.26483246,49995.97915716253,0.5954545454545455,0.8741007194244604,0.8741007194244604,2365770.949458484,4730501.410909091,51129613.0,316.0,0.3261648745519713,941.0,355.1428571428572,428.08908144070375,442.953007518797,453.4515037593985,486.0,211.72387678294572,1133.145215045362,1402.155100949656,1
7.116357352895343,27941911.05018366,59981.78635226528,1.2307692307692308,1.0407239819004526,1.0407239819004526,3158521.163636364,6757629.811926605,37382088.0,364.0,0.3108108108108108,974.0,359.40000000000003,410.35080575500734,406.327536231884,412.784541062802,441.0,133.28915934913837,1016.3663213966212,1285.3362628659056,1
