stroke_speed,acceleration_y_median,velocity_y_median,acceleration_median,jerk_median,jerk_mean,velocity_median,acceleration_mean,velocity_y_mean,jerk_y_median,acceleration_y_mean,jerk_y_mean,velocity_y_iqr,jerk_iqr,jerk_std_dev,velocity_mean,jerk_y_std_dev,acceleration_x_median,acceleration_std_dev,acceleration_iqr,data_group
366.2496020295447,30001.61625111489,800.0215497246121,73539.34249526357,13342742.252618922,39107268.72289005,411.8685580620504,217125.1488264148,1048.599674103343,4000323.25457664,80355.2060994773,12250989.96714117,1050.0282840135503,32398171.18351648,59221365.90211173,1262.7279551111967,18368154.057951037,60003.23250222867,340092.1124882982,180626.4216103141,1
538.9128621643547,57489.21095068651,899.9155600007259,106246.53853864556,16345069.4899934,49316306.32939965,725.6441556716169,275062.3871699795,1455.1480148159903,4665353.2787995245,127550.13663101025,17698026.91977937,1499.8592666678533,43763852.2561172,85102063.0958435,1647.9063952379367,31252716.117547978,69986.8655051829,480018.132718818,246323.1045913452,1
338.16662308958047,39991.36805955867,499.9460474613903,85967.79316038845,12238142.3614633,23276341.394694384,469.94856398403846,139632.02220277232,816.5785441869239,3998705.278790409,67173.00103754451,8752763.000635514,599.9352569536716,20660868.071343184,32833368.06874217,915.3445999828458,12899391.38560814,39991.368059562665,200931.10993578075,100381.77881804798,1
507.4066670775938,49995.97915716253,899.96381168692,180980.39763381204,32456705.26483246,52944355.32582116,792.1024523129897,295992.4251169852,1320.6786017031532,6999155.639979904,110256.28433825844,17129262.684010636,1299.947727992199,54385199.37017704,69075436.22193249,1753.7427976310323,25615266.48738097,69994.37082002992,394381.2573674072,280523.1701234099,1
380.93047660700086,59981.78635226528,799.8785664654347,138744.88009235112,27941911.05018366,42477882.57172798,820.5616417175884,235582.5651692768,1129.8284751324295,7496585.200231813,99521.06218489754,13784586.31209306,1199.817849698152,45734840.55676115,45823339.8220721,1405.1740648686389,15399802.649543568,79975.71513634897,265475.516358805,237643.52609075163,1
366.6095043522307,59981.25626286092,949.8516004902332,81304.85659971499,15701364.560300324,44108950.30020911,544.734967548886,245438.9357678377,1572.83119271461,7496485.823775653,151257.0810106943,20637384.50309984,1074.832074238976,47070445.17570009,66983601.176697694,1456.571372718094,31514748.13725798,74976.57032857699,380267.5848893173,215104.87476524655,1
432.7483342961526,79973.97918487403,1249.7966958487973,129066.26913075632,20651525.39845285,60013628.75248562,628.2908883940368,327093.42849182006,1723.15719440153,8995609.344522243,153729.05155813377,23553979.758573845,1374.7763654336768,59913620.82910895,87876128.90483285,1873.511464328588,32508801.854934588,84972.35288392866,488241.266164015,346820.9278758838,1
229.4984789632075,39997.620788087785,799.97620752713,62991.76105829993,10882968.424281884,29809133.040937938,447.20029510328544,167629.83855977812,1127.6260372057973,3999643.1235221215,87166.53217203176,12279479.877428403,999.9702594088726,30816020.968943425,43249799.30935596,1035.2450316390243,19161365.0834099,49997.02598511462,247825.1999069158,154338.12086372304,1
272.97641741454265,22500.24436667388,600.0032582133925,44508.76262967491,8122549.818440372,28920470.67986984,306.22743774472275,153617.14140888245,1075.58723613841,3000048.8734667087,76986.13023498129,10352052.20578988,500.0027151778638,13969956.676471576,72728767.88370036,899.517027566889,25571689.209558163,30000.32582223213,406265.9788212827,68147.1547792128,1
508.5277653911638,49984.89688250257,1049.8414052889998,135536.69883356016,25606255.45014284,58252152.77819342,676.5026401772934,323914.3887377195,1549.765883998062,6996828.584846678,126537.10882036532,18754385.897528443,1249.811196772635,66164278.13593034,86768640.79832141,1824.94101322848,33637244.70020721,59981.87625900576,494721.2066971693,362128.0496708335,1
349.3306021231983,30001.713117876134,600.0171309341995,77624.92826517344,13966014.635415629,37364801.2113832,412.1439583865923,207485.06843917465,1055.0301218926288,5000428.285582392,77980.64322304915,12525344.637673644,850.0242688234557,37355946.83230735,58048266.44910073,1203.9199635908458,19408319.49866609,40002.28415716936,332020.3685707995,145851.90758815318,1
354.82025814016987,54994.57247636594,949.9531247757848,119292.39409077504,22920470.01934653,44640127.19163784,626.2530947128984,253173.91989440584,1365.3172441109464,5499185.891540229,139361.24616170028,19483722.740724973,1049.948190541657,34582124.44539209,63768899.14574416,1474.9202255862929,29343797.85962701,89991.11859768972,362866.93214279774,242580.05668036343,1
339.1102578030667,39995.53522572008,899.9497698875635,84400.95527523021,16308669.194529768,38976615.328379005,444.5526169773895,211450.72879948575,1287.428143033601,4999162.878182611,100766.52902700476,14675508.652561562,949.946979325762,32466370.59695528,63118955.29740456,1208.7402154757683,25361511.922390684,49994.41903214288,358394.3871567372,137303.69739276147,1
336.73768350410893,39989.16518535873,749.8984167332435,110810.64331899508,19299252.46681252,36677534.24261548,570.9833058495296,212513.3000543462,1070.167532213076,5997562.331796233,95474.13188003206,14309088.015162967,724.9018028421216,40413582.08678667,50432284.90940352,1305.8633994419135,19543355.91364547,99972.91296338465,293481.38080968463,202713.41405402383,1
307.5512873081483,40001.68535364224,700.0147466890686,75940.27150869452,15109832.111693546,36560344.63936933,419.8039398620543,199897.9152498707,1016.0214037658102,4000252.805709762,90059.9741880469,12761582.36131728,700.0147466890562,32141535.067391858,54150119.27270605,1139.70290220202,19844969.831042893,40001.68535363558,308907.2875501689,125918.04099802698,1
353.517451158534,23893.800015749774,535.4676462579326,46905.35908849946,6530648.04080085,18671049.93663931,374.5474284317053,121445.01354464552,741.2260473662968,2843190.412130994,48431.79562016047,6483806.885165306,557.7787981853327,17106480.115540277,31708468.398940243,889.6987209957728,10215542.11637232,31858.40002099928,204432.9913799707,89344.76011693112,1
505.0986537803469,59965.24686664641,1099.6813834670745,131865.02503376006,30942731.391039398,62742716.14574165,684.6874020589458,343983.89357181755,1677.739706008065,10490878.623632204,151517.30109084767,23070826.306519423,1849.464144921895,67942050.83928955,94655466.58685228,2046.8697087937524,35644636.066255055,69959.45467775542,542509.6040476414,332604.41285995115,1
307.27215230520227,44994.80499474039,799.9538208426485,85023.44571820062,13954365.919883331,37001773.369716994,509.87251780622137,206196.99898396528,1284.900185182964,4999134.190779509,127332.48064487704,17210403.06048118,1099.9365036586416,25945738.36400987,69746332.53916839,1197.2245832814715,27485098.26319536,44994.80499474039,392647.5815472813,153387.8791228023,1
344.6688562363669,49990.0860668628,799.9206846031159,89424.98451726658,16779662.757834077,39053187.78529056,522.6589822309455,222847.3910758813,1122.7458180322033,4998512.983747108,104049.1326275466,15020531.516159443,999.9008557538738,45752961.29343663,53372268.7950543,1394.8592970316192,24090550.99467203,74985.12910029953,304807.88633413933,243949.7139872724,1
367.6640436541388,30000.791782423414,800.0105570293132,74509.12317563345,14531302.488004737,41759623.00321408,475.360650011529,237855.3975530985,1177.515538627524,4000158.357529455,95375.65148740464,14267231.4751885,925.01220656517,48045923.29979248,58942693.71301179,1400.9024962872063,23459663.17163835,60001.58356484506,339551.1218739985,332441.0752794911,1
283.421690891459,19996.574610041727,499.9571807920369,88506.12722243703,14593216.599752484,42889572.87594489,412.98356091728886,233640.489617971,847.2958537633427,2999229.3202603376,81921.45082178306,12752820.605659168,799.9314892672542,44949859.18313408,65039808.27034423,1318.942981746954,20365454.226892777,59989.72383012433,370436.1967320816,156585.05467596656,1
294.00604020515834,30000.107177959864,700.0012504083916,66935.4214780984,12203343.415170357,30982128.11607809,400.0007145190809,171287.7638767309,1087.2112444050777,5000026.794513398,87660.56958516814,12025440.382669397,850.0015183530493,24495749.55412732,53785462.246911936,1040.037407212738,21660080.958335515,40000.14290395181,310039.9464704177,110129.63181548635,1
314.58426191665137,39984.93899489087,499.9058598557164,66610.58116317813,13327757.23825352,30949828.663409937,483.40894992015416,165493.57743282383,786.2155795912513,3997741.0619039,67776.19508509188,9489041.167923965,799.849375769124,23767761.62882179,45263960.25547035,978.234334483946,15912610.306003384,39984.93899489375,256411.75844530336,126277.49988456084,1
47.79867848023319,34998.19487548738,699.981948522093,71456.17325800812,13755311.804158844,35206245.73789065,407.0962827878813,191147.81949950696,1025.899469527107,3999690.554073476,92495.22931378469,12628055.257417057,749.9806591308495,28994128.83501731,51374039.25250439,1154.527009066,21473931.56765487,39997.93700055329,294291.01740352786,109427.82427129216,1
139.4533964669406,30000.492948543884,700.0057510426326,88344.61868493003,14298033.30957275,41314215.37648138,538.5209050438395,231533.0550530382,1029.7381897577536,5000123.237641662,89190.65471187366,13849803.720605856,800.0065726202228,33475432.378237996,70651855.18045294,1389.8879211717842,22402043.18073538,40000.65726472222,406587.8652421498,181907.67047506216,1
157.9723845572249,129996.75357741168,849.9893866291234,57206.10611610321,10954692.952870414,41461133.75896252,324.6170718007141,223189.12856531487,1472.20383958639,14499456.851919465,204756.7913490367,27698962.39987374,1224.9847042596189,22349862.59229574,79178556.88066538,1331.3342274051813,31316713.142607544,129996.75357741168,450372.7270231,118421.9833431578,1
85.46714705523999,19999.3640575108,599.9904607867516,53849.93574378175,10432112.996363424,42526971.10304627,399.9936405245277,233452.89221772933,855.5419533441247,2999856.914078662,67314.93268136766,10281063.016204556,599.9904607867383,30509650.610285196,86377396.08427408,1362.4860345010195,19302189.13538458,49998.41014376901,492695.7449958574,161636.08921733047,1
173.83597504219037,29999.17714320784,599.9917713756931,56959.40523926473,10044947.725345297,30161180.324960217,339.4965924048336,164394.03452113576,910.404180872122,2999876.5723287887,67570.96210897886,9557429.895965263,624.9914285163809,27243738.53404257,48375042.91177486,983.5153146817992,17176294.70816408,29999.177143214503,275951.6397453535,142152.76054815724,1
199.1382674933749,35000.28971606534,800.003311033872,50000.41388009271,7726475.607962385,35774266.19616591,363.12177912725247,197584.35734736224,1052.004354009575,4500055.873928085,82500.68290215556,12312652.877276054,700.0028971546778,28331409.88057737,62970418.09769264,1193.0969500192848,26062873.563773163,30000.24832805696,359856.2128249398,171626.01689486866,1
215.0557939305848,29999.400012484584,699.9930001105924,89151.7209577629,17231015.224246025,40218218.12128679,522.9950484058915,217809.93581920976,857.5671819537007,4999850.003870428,69320.64748646818,10719678.408297908,699.9930001106102,43092440.43625915,67293315.19140306,1258.6993002729243,15164909.097442636,44999.10001872199,380511.56779389246,182444.1796476046,1
186.6588417274405,29998.61650344764,699.9838590207644,72755.8663011402,15349360.157190122,41670828.2712125,365.6793281717042,230230.6149292696,960.5839104311392,3999723.303879659,66452.63149498058,11153867.563912168,699.9838590207821,41975633.180847146,60929159.89438231,1305.9131665067098,15676952.002918787,39998.15533793285,351043.29016686487,231790.49483728665,1
354.2228981032604,39995.90495796382,849.9564890647639,62386.40076769021,10962976.607367933,17441695.98699352,407.6239148881701,97490.2164271406,1107.4433078108557,3999385.7594169257,55057.65397695024,7171625.82768144,1249.9360133305156,17048004.654866993,18934468.889446843,601.7150666316038,7695168.038921005,29996.928718476207,103076.64385162666,94596.5245192397,1
297.9675776161332,29999.21243552794,499.9934369196773,76768.12209302119,13927152.302475505,30577353.96112767,480.3790782808055,162423.05196728368,707.1335750721062,4499822.79915727,52498.62176217695,8374670.209542563,549.9927806116489,23866100.682847355,45112361.35600289,929.866450465293,12195190.097599171,39998.949914041325,250629.3247692705,117763.07084075335,1
513.9056181745266,39997.72474519676,1049.9701368560975,59416.69804199369,11196311.635056883,22602425.23005392,410.9155203458788,124157.68530882566,1452.8432937633372,3999658.716633496,80554.24123316634,10551555.01277062,1374.960893502051,16149782.871792784,37558912.444540605,798.6033439434995,21074915.32934468,39997.72474519932,207202.5367191855,97460.82438352896,1
219.31273935514287,29998.248696796905,699.9795678311434,69802.3728245335,12814466.41794318,40569919.15582966,418.6049530519088,230029.52166588936,1275.9627550750647,3999649.7444716254,91936.38031025918,13832122.032965071,974.971540907624,35740055.09296189,72988082.7585978,1331.5374441889935,28092369.40428911,34997.95681293342,455101.9451135241,180393.8410293297,1
491.9832316159713,40000.0000034656,1200.0000000519574,49750.34573858944,8336230.576412449,17151570.70568784,388.8376208073596,92377.46593863142,1316.2162162732295,4000000.000519841,55660.37736331289,7385542.169634457,1300.000000056316,15860691.179057589,21630568.025747474,612.675124174341,8153395.812638387,40000.00000346805,115528.24479422174,92567.99615793757,1
273.5692397662016,60002.29603179533,950.0181767445268,63267.13610161712,11045995.0357562,34421027.61462111,386.62356946127215,189327.8461596598,1162.5222425952736,7000401.809409007,108376.24011945304,14652356.16817855,850.0162634030144,30082052.07958496,54033085.90616402,1133.1342314507017,19891365.01622444,80003.06137573361,305600.3457318909,128160.32928167217,1
445.1889262889208,49997.57570245179,1199.9709080767666,63588.652725379565,10596105.072511353,21626685.037321072,411.773239939627,120024.50403462346,1560.3788370651191,5499599.99575329,78231.5008050135,10554278.223710062,2124.948483052636,22409823.787761893,28987592.592510927,775.6762672520545,14197322.927946435,39998.06056196141,159081.84579069525,106991.70611092396,1
264.6371204817811,40000.45035076064,700.0039405580642,125605.37473886416,24158450.39071821,52101127.43036229,720.9376429045923,284663.31412685814,1129.736089394862,6000101.329206753,100636.05366024644,16579227.357017472,700.0039405581308,43229449.29131672,91019025.99652344,1629.9982539400828,29881524.46967472,50000.56293845524,516267.8267022553,195764.33841583587,1
552.2480880479317,49997.95066028254,1349.9723336303225,88331.75580730874,14469035.209838836,23315808.199702945,599.9877038356989,128706.05817949532,1556.2181068238278,4499723.341972979,71491.32255332185,9263066.83933408,1849.9620868266943,27907796.62362481,24958134.38146129,825.9713577737034,11000709.728085076,39998.36052822269,135510.51808957758,125108.95174072323,1
275.4422880502874,29962.226509083524,799.4961948171655,64958.251439558335,10869543.87438346,43597101.99801645,363.0743669267352,235202.57840002756,1069.6962976952,2994335.7602833286,79218.31099750347,10930935.382968193,699.5591704650143,23174787.92212181,84133350.82078905,1369.661536607181,19791204.807278305,39949.63534544544,478207.6381085421,107960.16788436336,1
552.3952879536588,69988.35863286027,1199.900212704128,78960.33913151664,14411135.7245595,30536928.920564327,447.4115103636293,167317.56699342054,1765.7068170686728,9497630.248793071,120283.02327811877,17518884.681678418,1899.8420034482024,37554807.46247258,38320576.46902629,1057.537337798007,20723826.2761095,64989.190159083766,212860.3704308359,227012.7660922792,1
361.7007773965667,39997.127433166366,599.9784553619716,61899.56856694659,11930680.99139622,37003643.76654306,463.4025306434144,201038.88864610347,771.8472837208785,3999569.122711892,57297.47223561515,8526859.17133686,624.9775576687334,25063729.72656216,68194155.23741525,1119.3292586235052,11795588.792628942,39997.12743317169,386330.2519363234,109538.00995098952,1
604.6966203474154,49993.11909927626,1399.9036640754011,65269.656933121056,11734918.523979634,25992839.44290665,480.7553263659548,138803.80398531025,1676.6703323556185,3999174.320322354,84259.23614857734,11581608.831653282,1774.8778598099202,23531648.60025877,37377090.51027639,852.0067876924229,18800026.17788221,34995.183369494465,198307.8551731669,128771.026057863,1
382.9013126040947,39999.62905357913,849.9960586850781,111327.29071387014,20788620.739575505,60642254.94094619,608.2734325494883,329309.4839951168,1283.3273827205987,7999888.716329584,108180.81494034332,16428342.899605593,1174.99455171175,73546276.35991712,88157120.9238116,1834.01795575016,22611200.49993006,59999.443580356914,505792.70775440725,223928.999536956,1
559.990960279965,39999.97443533559,1449.9995366403828,83408.15939689275,14012698.869591994,26793879.24697626,465.71971104896073,142980.18079679564,1656.4510835702574,5999994.247951224,86698.97371542195,12715372.425465874,1674.9994647397668,25950523.47683802,36212797.72596205,833.4932566776749,18814965.60504692,39999.97443533404,188753.7929949505,132047.01405930496,1
132.40408264679905,59996.97721810838,999.9748098336476,116918.13314145531,22021051.319865167,63517250.02601727,637.9164963213605,349423.4289995559,1719.956672913855,9999244.314044664,180801.7016167344,26559217.29536724,1099.972290817018,62350763.48786978,97369601.78875108,2002.2794868794904,44464253.70882417,39997.984812076254,557552.3160470235,247114.8664381616,1
371.1402194762741,29997.30434793282,799.9640571649813,68103.70814973878,10498267.364134692,41204522.60531311,395.22284870737553,225476.81941271463,1214.528763872864,4999326.102121413,94927.3669642835,13671768.187607069,949.9573178834046,21622348.669837147,85547861.57103346,1329.3550958973185,22979565.163918104,39996.4057972402,490176.2710140335,114276.35791833694,1
268.7945119566651,49999.31906812657,799.9945525264995,83437.18226744274,17513216.91759565,36168819.93757003,534.1670562552038,198094.5240463185,1119.0399990697792,5999877.432680248,90827.82286102654,12795930.272745656,899.9938715923232,33588198.77438878,53767905.87154093,1156.3427671428044,21416219.43292294,49999.31906813191,304712.4844073645,172622.64886135556,1
260.9424681594082,39997.81985344435,699.9809234576836,65400.43316936005,12793478.514358647,28549600.233078647,406.2147042824859,159348.2948672873,774.3975000379425,3999672.982472935,55226.87482638355,7489467.018271747,749.9795608475293,18796916.68171732,52758445.15191887,926.9036016477064,8631804.832626361,34998.09237176447,302059.1133743008,109796.102849896,1
233.54366848572775,30000.755808729624,650.008187876226,72159.1640532612,12274546.720636573,45547288.01604536,420.5710770986634,248773.93357787005,1319.0642347378423,5000188.953369455,121452.33510969768,18976907.599218834,750.0094475494631,23605196.92769281,104338585.06906188,1461.3089003973862,43239342.44485938,40001.00774495803,588828.714673584,101350.47684635843,1
202.08875442795613,39999.01618958816,999.987702294224,83356.16386032058,17150959.822203994,38772008.859414585,334.3895938181851,220211.3770214958,1234.3598200194488,7999704.858693187,93122.70956638508,16423122.898457354,1124.9861650810765,43095116.78406494,50814872.193028726,1202.165499220425,20623565.206275985,29999.262142192445,290758.6672309239,274473.7775298157,1
337.72324856363764,39992.31268154636,849.9183183168212,81724.71005543164,15299075.414743615,37207813.9438552,460.76999174553725,201642.7690527499,1243.6304804782703,4998558.697044289,106575.25879497796,15845431.06963071,1124.8918918898714,22285863.278783005,62543700.59574719,1166.407326889811,26707354.158840947,39992.31268154814,356702.2414997795,110249.2997755088,1
244.638259159054,39997.57705631244,849.974255833396,102551.12529360484,20898121.911944643,40420688.44812063,567.8610810197788,223404.17241643576,1152.1390168585783,6999363.986914495,99855.06216487776,14944878.558844818,999.9697127451544,37743437.33662026,55955006.0932114,1296.1273173067818,21440330.177103456,49996.97132038864,319996.22557353415,161747.0975692932,1
369.91308187699536,50000.43750522982,700.003062529925,79973.10386337178,15584374.943279156,37459664.21909696,424.3363836305663,203717.95303569164,1094.2905018324986,5000065.625928501,93963.08633058752,12259901.171107618,1000.0043750427836,24288545.003434345,59410673.48617807,1238.2213841424782,21680009.11220753,50000.43750523207,339560.2192348147,101177.84294966792,1
544.5104619397998,49989.909994719244,1599.838551769994,76475.67049338367,12910850.44570274,25344020.62518935,495.9958213204116,137441.38278403677,1850.924324478373,5998183.890679931,96513.8528964706,12819647.923217813,2099.78809919819,25878616.33119961,33063514.92724135,867.2257617557913,19402740.6174316,39991.92799577273,184831.8745291479,150421.45667569572,1
391.73822809236486,39998.33174034435,799.9833172294933,67380.51475211122,12836980.797926186,48643929.42757583,485.1197613650825,268670.92708451074,1046.529899910142,4999687.204575759,94846.04413929154,12821959.013825,799.9833172294755,36908257.04386248,84501625.3623811,1541.3552055933203,24601040.35619868,59997.49761051601,483555.15572534496,165556.16840566392,1
621.0711512324923,69989.22088138829,1899.8537063296176,75027.1630263462,14312678.094646685,23347329.58111087,592.797652374177,134951.90449116225,2136.360317401271,6998383.194454175,111533.74848789936,13265961.872046383,2199.830607329095,26487000.00236182,26476923.325956903,890.1168229250397,16337200.182166684,49992.30062956212,150600.31709969224,158296.26594767792,1
374.2494913456347,60002.07628892278,1100.0190324838063,104270.12556623908,19803984.199366476,34649087.92028279,601.0247262785105,194704.81365009208,1245.1828344244866,8500441.215213075,102237.58034335994,13872043.557525586,1300.0224929353983,36231615.54934456,40163102.06634896,1161.859889336103,14582265.418215835,70002.42233707657,241614.01748097027,162391.4315171077,1
283.1020143909104,40003.97689817561,1000.0497099916593,94041.5682324247,17011275.587343268,43796146.48348163,568.6749166974373,239191.72528778051,1386.7355978550072,6000894.8243276095,102536.50920741633,16402445.853165423,1000.0497099917036,45478481.81877203,66492940.07154152,1362.05098690123,24807247.26966585,50004.97112271607,375943.6469422717,207838.67280859413,1
404.1834135697422,39998.95754016162,999.9869691670826,89038.67827426243,15971243.464902315,51765149.93894176,580.2269797488723,277398.40318241186,1323.6669618185267,5999765.448063343,104920.34247072246,16038334.044066532,1174.984688771291,53654281.92433794,80644486.21347776,1642.3439512755667,26127254.344826397,49998.696925198616,459637.0977626482,213409.31439875075,1
277.1678679062474,39994.35739105732,999.9294649006356,105175.12609309504,17695386.647157207,50272046.56004491,490.6389089676852,272116.57316643494,1308.2566835806333,4998942.048136163,114409.55998259624,17885684.99058943,1099.9224113906905,43127890.02657311,81689927.03226998,1601.2569406354085,34571238.197425246,49992.94673883335,463075.6057118189,204744.9505742124,1
470.8505303804742,49991.70037564483,1099.908700343123,104919.71913227334,19760973.356392585,43942990.48792791,597.685475061684,239483.5507830448,1398.863476967043,6998257.15121443,104600.28131539076,14715085.349206757,1499.8755004679192,34005029.92299919,64468135.32130398,1400.4043748351398,22942529.307236448,49991.70037563907,366327.0349211993,162093.16877655996,1
188.6477469997617,29986.11775276041,599.8611614641704,50481.49466789999,9894115.159197476,25857896.392493807,360.3456232367741,141330.56401845586,890.2351305552746,3997223.871771593,61439.3593223407,9215588.9730438,699.8380217081688,25497433.681324493,46022473.72081194,871.2127128306312,16254382.181864774,29986.117752755297,259018.31871864677,100464.2936875961,1
422.857568405253,79985.60194876551,1449.8695117892544,230981.29504786016,40712169.64460557,66992757.62959139,1380.8302459165875,374735.67358829314,1653.4226205872635,7497975.3651488125,116389.30539980864,16328924.128545616,1574.8582628055592,67457701.54562698,74399959.72576149,2285.2508438487407,20566811.961857054,104981.1025577556,400291.1047801395,430130.3040424472,1
243.74486419226696,59939.15762361928,999.4928515971314,121237.30892880916,23484657.895999484,62252386.665300265,709.6063023420701,356821.1777666151,1584.302498808171,8986313.936334167,167405.82912051986,26574911.29890288,1299.3407070761843,62826261.79210417,92228174.27763095,2182.516253612302,40154682.6254352,49949.29801968383,534464.2970041634,293688.1455255414,1
