"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",x__mean_change,x__time_reversal_asymmetry_statistic__lag_2,y__minimum,y__lempel_ziv_complexity__bins_100,y__c3__lag_3,y__fourier_entropy__bins_100,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""",x__first_location_of_maximum,has_parkinson
0.9117647058823528,0.9014925373134328,0.9976525821596244,4129793.182033097,344.0,0.32084309133489464,65766814.2280285,0.8098335357420149,421.8533333333333,0.4824355971896955,0
0.2668711656441718,0.2006269592476489,0.7058823529411765,2445002.3456790117,350.0,0.2958435207823961,72473053.58312654,0.6980025788106357,408.0715555555555,0.33007334963325186,0
0.688953488372093,0.688953488372093,0.7638888888888888,3542324.68997669,387.0,0.279445727482679,85174952.02576113,0.5991094303708836,479.8297777777778,0.7782909930715936,0
0.04485219164118247,0.04187946884576098,0.25602660016625106,1118422.268333333,146.0,0.1553156146179402,80952786.73873122,0.4228025624218362,523.6511384615385,0.7981727574750831,0
0.8743961352657005,0.8673218673218673,1.0896860986547086,6089277.753950339,390.0,0.3221476510067114,85185946.861678,0.7133418344224681,461.15955555555564,0.7069351230425056,0
0.4722222222222222,0.5808080808080808,1.1851851851851851,5731475.985018726,320.0,0.35424354243542433,65846411.17358491,0.9958342897848994,395.2980952380952,0.25092250922509224,0
1.064406779661017,0.8247011952191236,0.968944099378882,6374535.047021942,326.0,0.34365325077399383,60805090.74763407,0.5904604555137437,410.6772670807453,0.9411764705882352,0
1.008695652173913,1.0059171597633136,1.1270983213429258,6107130.707729469,385.0,0.3397129186602871,72730786.03398058,1.4161806988532724,428.10834567901236,0.7272727272727273,0
0.2301790281329923,0.4192439862542955,-0.4552845528455284,-3444655.3701431495,315.0,0.2515212981744422,76949816.0164271,0.9394975870563576,434.7069090909091,0.0,0
1.1122112211221122,1.1122112211221122,1.5488126649076517,10797729.236702127,307.0,0.3394736842105263,45491532.82352942,1.934983192234528,371.415,0.5736842105263158,0
0.9543010752688172,0.8338028169014085,1.0182291666666667,4564919.952755907,390.0,0.3090909090909091,87001398.27704485,0.5756578004371201,442.5316666666666,0.7584415584415585,0
1.2079646017699115,1.5229885057471264,1.25,5870263.387900356,364.0,0.3614035087719297,77565300.82078853,0.6677218691661088,423.36,0.8175438596491228,0
0.5567010309278351,0.5567010309278351,0.7523364485981309,4221787.581176471,387.0,0.25874125874125875,90955757.44680852,0.7323863665597329,450.4284444444445,0.6526806526806527,0
0.7121212121212122,0.875,0.6935483870967742,3044817.055374593,343.0,0.3247588424437299,91541428.36393444,0.9445015455147926,450.0235714285715,0.35691318327974275,0
0.5212355212355212,0.5469387755102041,0.4917491749174918,2150686.493333333,361.0,0.3059210526315789,75799633.6442953,0.6877927114301865,379.20285714285706,0.7006578947368421,0
0.9429735234215886,0.8703241895261845,0.9982905982905984,6245567.285223368,361.0,0.2798634812286689,83196180.91551724,0.7734775061568715,459.9607692307692,0.8805460750853242,0
0.6134751773049646,0.6853932584269663,0.8078078078078078,3812424.384848485,317.0,0.32335329341317365,71636267.35060975,0.8938721848256439,432.41071428571433,0.3562874251497006,0
1.2347417840375587,1.2621359223300972,1.2373540856031129,6961617.377952756,374.0,0.32558139534883723,78244635.71031746,0.8493442267971792,445.84285714285716,0.6821705426356589,0
0.8071748878923767,0.9857142857142858,1.0148698884758365,5331389.82330827,324.0,0.32592592592592595,85384363.9280303,0.5505526878238617,450.8219047619048,0.3888888888888889,0
0.8579545454545454,0.8579545454545454,1.4537037037037035,8378821.248826291,378.0,0.34101382488479265,68036845.59241706,1.708688034573959,413.38000000000005,0.6405529953917051,0
0.5954545454545455,0.7692307692307693,0.8741007194244604,4730501.410909091,316.0,0.3261648745519713,79381510.14652015,0.4596347538649849,447.68190476190483,0.3727598566308244,0
1.2307692307692308,1.272222222222222,1.0407239819004526,6757629.811926605,364.0,0.3108108108108108,69320942.89814815,1.2818362363971645,411.908,0.4594594594594595,0
1.0551724137931036,1.0551724137931036,1.209726443768997,6739199.3742331285,361.0,0.3272727272727273,81524522.66049382,0.7567765956550042,452.75071428571437,0.7939393939393941,0
0.5880281690140845,0.63671875,0.6974789915966386,3449303.014124294,324.0,0.2709497206703911,83366149.47443181,0.5019285362709229,439.38666666666666,0.2960893854748604,0
0.820040899795501,0.7253668763102725,0.8512396694214877,4677004.566445183,293.0,0.2590759075907591,39223097.03333333,0.9939616342204676,349.57164835164826,0.6468646864686468,0
0.6205250596658711,0.6216867469879518,0.7432432432432432,3806580.4660194176,313.0,0.2928709055876686,70547311.96296297,0.7611687803609487,380.10818181818183,0.7938342967244701,0
0.4280821917808219,0.37743190661478604,0.7168141592920354,2377019.970238095,319.0,0.3147058823529412,83827049.40419161,0.4596347538649848,451.125,0.3705882352941177,0
1.1240601503759398,1.1346153846153846,1.1616766467065869,4704553.13897281,362.0,0.3402985074626866,71120562.77507599,1.345830999746142,446.34214285714285,0.7611940298507462,0
1.1615384615384616,1.1615384615384616,1.43006993006993,8198463.660777385,348.0,0.29965156794425085,64474301.17081851,1.4007891638624732,404.55619047619047,0.7247386759581882,0
0.9458128078817734,0.7928802588996764,0.9602510460251046,6172300.372631579,363.0,0.3068893528183716,76430141.0359408,0.9453816212113786,443.95163636363634,0.8475991649269311,0
0.755,0.7357512953367875,0.9637096774193548,4314447.869387755,386.0,0.30522088353413657,73992252.48971194,1.0526830642925329,440.38400000000007,0.6024096385542169,0
1.1858638743455496,1.2013422818791946,1.025052192066806,7155126.966386555,365.0,0.29791666666666666,70030403.12869199,0.8068747841553235,426.050909090909,0.84375,0
0.7844311377245509,0.992,1.1374407582938388,6186015.567307693,372.0,0.41981132075471705,73082008.54854369,1.2766451231569806,403.31733333333335,0.8066037735849056,0
0.6751054852320675,0.7170731707317073,0.7304964539007093,3533940.8387096776,322.0,0.3250883392226148,88638629.03971119,0.44041713272297534,440.74095238095236,0.38162544169611307,0
0.6883720930232559,0.3896713615023473,0.7888888888888889,4654481.91011236,358.0,0.3357933579335793,79951474.33207548,1.0833121283195841,441.27714285714285,0.6383763837638377,0
0.7038834951456311,0.7038834951456311,0.7990867579908676,3597321.4305555555,350.0,0.3136363636363637,58671809.56074766,0.5143282015042915,419.92,0.6136363636363636,0
1.1571428571428573,1.1875,1.14540059347181,6344262.853293412,343.0,0.33136094674556216,64027258.39759036,0.6650349212601686,407.025,0.7928994082840237,0
1.0535714285714286,1.0535714285714286,1.2227488151658767,7443341.254807693,397.0,0.2971698113207547,79037346.54368933,2.131530913037532,430.8,0.5943396226415094,0
0.8333333333333334,0.8402555910543131,0.8674242424242424,6433365.4704761915,355.0,0.32325141776937616,71011179.08604206,0.6139366752756054,427.34636363636366,0.7750472589792059,0
1.4770114942528736,1.4770114942528736,1.4018264840182648,7613494.305555556,377.0,0.3409090909090909,67707627.01401868,1.4082142006069818,415.612,0.7272727272727273,0
0.025974025974025976,0.009345794392523364,0.184053651266766,61435.99775952202,43.0,0.10424422933730454,1091180.1413612566,0.3614352259337212,69.81433862433862,0.35443037974683544,0
