"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",x__mean_change,x__time_reversal_asymmetry_statistic__lag_1,x__time_reversal_asymmetry_statistic__lag_2,y__abs_energy,y__lempel_ziv_complexity__bins_100,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",y__c3__lag_2,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","x__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",data_group
0.9117647058823528,0.9976525821596244,2056429.122352941,4129793.182033097,69389450.0,0.32084309133489464,380.31111111111113,65831810.56028369,416.3873295910184,961.7831514186279,1
0.2668711656441718,0.7058823529411765,1217823.555282555,2445002.3456790117,71086972.0,0.2958435207823961,377.06666666666666,72531331.48148148,398.2768145753746,690.0034125352753,1
0.688953488372093,0.7638888888888888,1788198.5777262182,3542324.68997669,83224469.0,0.279445727482679,439.08888888888885,85148958.01864801,481.41562173458726,1159.3575533618084,1
0.04485219164118247,0.25602660016625106,573073.299500832,1118422.268333333,217781151.0,0.1553156146179402,516.5230769230768,80957324.05333333,523.9238709234936,973.6541858450743,1
0.8743961352657005,1.0896860986547086,3044123.7955056173,6089277.753950339,86197435.0,0.3221476510067114,421.8444444444444,85167502.64785554,457.8412698412698,1020.0534133911839,1
0.4722222222222222,1.1851851851851851,2863941.31598513,5731475.985018726,44053850.0,0.35424354243542433,340.38095238095235,65937448.31460674,378.45259740259735,628.942833871725,1
1.064406779661017,0.968944099378882,3185472.1433021813,6374535.047021942,49623396.0,0.34365325077399383,351.1428571428571,60769921.36363637,409.5412587412588,1201.339214345638,1
1.008695652173913,1.1270983213429258,3214519.423076923,6107130.707729469,72748735.0,0.3397129186602871,389.6,72776721.58937198,426.3254901960785,1120.1467454801264,1
0.2301790281329923,-0.4552845528455284,-1716156.0488798372,-3444655.3701431495,88990933.0,0.2515212981744422,380.3636363636364,77035373.63394684,429.69131313131317,2023.8314547770208,1
1.1122112211221122,1.5488126649076517,5433615.386243386,10797729.236702127,48436434.0,0.3394736842105263,326.5833333333333,45535735.39627659,363.5837320574163,900.8347425622052,1
0.9543010752688172,1.0182291666666667,2251259.27154047,4564919.952755907,75370274.0,0.3090909090909091,402.0,87102334.03412074,439.6913086913087,985.7875817362094,1
1.2079646017699115,1.25,2941437.6890459363,5870263.387900356,51910332.0,0.3614035087719297,378.7619047619048,77834222.31672598,415.08771929824564,1043.9202788762595,1
0.5567010309278351,0.7523364485981309,2047279.37236534,4221787.581176471,86592211.0,0.25874125874125875,417.86666666666673,90985927.17882352,445.03368083400164,956.5721923645888,1
0.7121212121212122,0.6935483870967742,1536232.3139158576,3044817.055374593,62969335.0,0.3247588424437299,366.28571428571433,91680851.27687296,441.2321428571429,1265.552084111594,1
0.5212355212355212,0.4917491749174918,1068248.5529801324,2150686.493333333,54101763.0,0.3059210526315789,350.07142857142856,75853205.94333333,365.958223162348,1238.1908610571602,1
0.9429735234215886,0.9982905982905984,3145569.839041096,6245567.285223368,111209916.0,0.2798634812286689,415.06410256410254,83184298.25773196,458.0964250106823,1038.3856785246637,1
0.6134751773049646,0.8078078078078078,1895672.6054216868,3812424.384848485,57383019.0,0.32335329341317365,355.5,71760614.78787878,425.2647058823529,1231.8411436468816,1
1.2347417840375587,1.2373540856031129,3423007.859375,6961617.377952756,47006279.0,0.32558139534883723,387.38095238095235,78248295.22834645,442.5703918722786,1018.9592697697786,1
0.8071748878923767,1.0148698884758365,2679096.3097014925,5331389.82330827,52019956.0,0.32592592592592595,347.0,85492083.06766917,442.1117845117846,1426.8397029477933,1
0.8579545454545454,1.4537037037037035,4143729.1441860464,8378821.248826291,36235756.0,0.34101382488479265,375.8,68138888.81690142,407.11515151515147,1047.7207970351224,1
0.5954545454545455,0.8741007194244604,2365770.949458484,4730501.410909091,51129613.0,0.3261648745519713,355.1428571428572,79460906.7090909,442.953007518797,1213.520759177504,1
1.2307692307692308,1.0407239819004526,3158521.1636363636,6757629.811926605,37382088.0,0.3108108108108108,359.4000000000001,69345962.97247706,406.327536231884,1095.5673402012635,1
1.0551724137931036,1.209726443768997,3444899.5152439023,6739199.3742331285,61652399.0,0.3272727272727273,394.0,81505307.51533742,452.16327453640884,1206.4306631945306,1
0.5880281690140845,0.6974789915966386,1738360.154494382,3449303.014124294,67985537.0,0.2709497206703911,347.41666666666674,83442614.92372881,429.24923896499234,1162.0527492885062,1
0.820040899795501,0.8512396694214877,2335464.3129139068,4677004.566445183,69865088.0,0.2590759075907591,309.46153846153845,39257041.98338871,346.1639344262295,1034.6546334837883,1
