finish_time,stroke_speed,velocity_iqr,jerk_mean,jerk_median,jerk_std_dev,velocity_x_mean,velocity_y_median,acceleration_y_median,jerk_y_std_dev,data_group
5.1800438000354925,316.96846756229473,616.5311348532073,18812806.74929558,10564510.091019034,27480376.49822941,1057.1339184356834,849.9928127962622,54999.06989521162,9439072.354919054,1
4.820074599934743,210.63190695914815,388.8385287241565,11809363.723552428,8707799.610090645,10758551.33071835,819.9873089212158,549.9914876910602,29999.071391665355,5783232.243131705,1
5.280308100162074,169.50754899035616,382.41851561376365,24502455.87119601,7257506.624254253,44363995.68332014,964.6495928271962,499.97082555069017,24997.082640183417,18944687.511458345,1
13.32988049997948,237.26954048021503,925.4609692699707,38767057.98308162,14055822.99763912,120530330.01687863,2116.6856422088917,850.0076200996275,40000.717189063,47636136.4982242,1
5.740753900026902,302.3622230484516,631.1951215797085,21918651.61764548,9875020.06471934,39205394.75793029,1125.8521289285206,699.9080730461028,29992.121064193438,19165544.50555802,1
3.3899186998605733,601.0848726676634,1377.1826254978423,39314730.06677383,27865682.62856519,35677706.09562196,1762.9455053685128,900.0215846254653,60002.87798457129,12712408.745527165,1
5.069886199897155,394.48901044175096,865.3877905173348,46321717.32680199,17668755.682125963,74624539.48277853,1935.3375578074374,900.0202016551276,55002.46911889249,31578126.51318277,1
5.116742999991403,413.0228510064393,681.1068515926709,23639600.65895051,10248745.986938013,39774235.29154459,1343.6037338618553,689.5011142842012,29106.84407750083,8045348.722452336,1
4.950767300091684,468.9045006979,1705.8148600555664,79233793.29866797,21932387.40179672,192465653.36268735,2760.5890299170387,849.8682618191401,39987.6020732189,26535593.16122281,1
4.691282799933107,378.80414662854577,698.2407511370324,21722460.19338832,13322538.479873355,23489000.356954776,1130.2464126935954,749.7949175117103,39978.12752543308,9211211.452463327,1
4.66097730002366,262.16266214969835,523.4970094152723,21378486.922657672,10644247.315009892,42300646.45449853,1081.591349360825,699.8532260570015,19991.61379683545,12901719.487645473,1
3.509852099930868,410.4166471906957,725.5543002528718,29567477.59014195,13489808.975889808,49394520.499537,1302.3804595036113,600.025283128452,50004.21394352373,13144871.555914044,1
4.9099810998886815,255.83062292699955,621.6907879233695,33185647.741655376,12319266.462698456,54414476.06830296,1236.543221376451,700.0026945272616,30000.230959924087,26464148.536366664,1
3.969997799955309,538.6111469549401,1223.1071201636285,44431657.74740563,14977063.286423625,73332408.13336775,2010.7153999872794,1000.0005541677403,40000.04433343496,20444250.19590727,1
3.500500700203702,221.7850422472705,860.8026449574443,21068190.122732326,11069054.02219296,23925830.028237004,855.1157647702036,699.89987428296,49985.697349109265,10553445.743652126,1
6.920343299861997,300.98108637181224,734.7343521565429,35519371.02949663,12631886.392518494,62900871.16567908,1702.2965017806262,699.9652748580509,39996.03151078511,25872894.678524666,1
4.090024100150913,425.67062682606667,1652.2366867705055,45517439.32794946,19624098.48701834,67519599.38484725,2233.7706213854767,999.9941075772866,64999.23398730412,22291262.547956824,1
3.459906799951568,366.2496020295447,902.7689446391423,39107268.72289005,13342742.252618922,59221365.90211173,1444.633507864222,800.0215497246121,30001.616251114887,18368154.057951037,1
3.550333100138232,538.9128621643547,1165.032008806997,49316306.32939965,16345069.489993399,85102063.09584351,1776.222224137239,899.9155600007258,57489.210950686516,31252716.117547974,1
2.88031080015935,338.1666230895805,796.3838186446594,23276341.394694384,12238142.3614633,32833368.06874217,1108.2137385393942,499.9460474613903,39991.36805955867,12899391.38560814,1
3.320133500033989,507.40666707759385,1539.050675575761,52944355.32582116,32456705.26483246,69075436.22193249,1974.9205867573933,899.9638116869198,49995.97915716253,25615266.48738097,1
2.810426600044593,380.9304766070009,1443.3454245871255,42477882.57172798,27941911.05018366,45823339.8220721,1530.4128217252032,799.8785664654347,59981.78635226528,15399802.649543567,1
4.010626500006765,366.60950435223066,1086.8165440839584,44108950.30020911,15701364.560300324,66983601.1766977,1883.5766882387127,949.8516004902333,59981.25626286093,31514748.13725798,1
4.270694599952549,432.7483342961527,1352.5010756851225,60013628.75248562,20651525.39845285,87876128.90483285,2559.305900499261,1249.7966958487973,79973.97918487403,32508801.85493459,1
8.510253099957481,229.4984789632075,587.8212982447261,29809133.040937934,10882968.424281884,43249799.30935596,1363.5958082848829,799.97620752713,39997.620788087785,19161365.0834099,1
6.389965300215407,272.9764174145426,407.65284908018117,28920470.67986984,8122549.818440372,72728767.88370036,1304.0887142802162,600.0032582133925,22500.244366673884,25571689.209558167,1
4.130623900098726,508.52776539116377,1349.1148784309935,58252152.77819342,25606255.45014284,86768640.79832141,2177.0296167179104,1049.8414052889998,49984.896882502566,33637244.70020721,1
4.139881799928844,349.33060212319833,668.8017754709213,37364801.2113832,13966014.635415627,58048266.44910073,1426.7074002213108,600.0171309341995,30001.713117876134,19408319.49866609,1
3.5101732001639903,354.8202581401699,1337.3454608598524,44640127.19163784,22920470.01934653,63768899.14574416,1751.5802353321924,949.9531247757848,54994.57247636594,29343797.85962701,1
5.7103186999447635,339.11025780306665,679.6352073783382,38976615.32837901,16308669.194529768,63118955.29740456,1433.2533372283474,899.9497698875634,39995.53522572009,25361511.922390684,1
3.3504538000561297,336.73768350410893,1239.6376934162558,36677534.24261548,19299252.46681252,50432284.90940352,1536.5565597769516,749.8984167332436,39989.16518535873,19543355.91364547,1
6.189869599882513,307.5512873081483,629.5063961476153,36560344.63936933,15109832.111693544,54150119.27270605,1377.3017418622228,700.0147466890686,40001.68535364224,19844969.831042893,1
3.3167270000558347,353.517451158534,701.8678295548383,18671049.93663931,6530648.04080085,31708468.398940247,1002.8862791372397,535.4676462579326,23893.80001574977,10215542.11637232,1
