"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",x__mean_change,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",x__time_reversal_asymmetry_statistic__lag_1,y__minimum,y__lempel_ziv_complexity__bins_100,x__lempel_ziv_complexity__bins_100,y__mean,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""",has_parkinson
0.9117647058823528,0.9014925373134328,0.9976525821596244,0.9976525821596244,2056429.122352941,344.0,0.32084309133489464,0.3255269320843091,402.37470725995314,421.8533333333333,0
0.2668711656441718,0.2006269592476489,0.7058823529411765,0.7058823529411765,1217823.555282555,350.0,0.2958435207823961,0.29339853300733504,416.60635696821515,408.0715555555555,0
0.688953488372093,0.688953488372093,0.7638888888888888,0.7638888888888888,1788198.5777262182,387.0,0.279445727482679,0.279445727482679,437.0,479.8297777777778,0
0.04485219164118247,0.04187946884576098,0.25602660016625106,0.25602660016625106,573073.299500832,146.0,0.1553156146179402,0.15946843853820594,415.7998338870432,523.6511384615385,0
0.8743961352657005,0.8673218673218673,1.0896860986547086,1.0896860986547086,3044123.7955056173,390.0,0.3221476510067114,0.30201342281879195,438.2706935123042,461.15955555555564,0
0.4722222222222222,0.5808080808080808,1.1851851851851851,1.1851851851851851,2863941.31598513,320.0,0.35424354243542433,0.3468634686346864,402.3763837638377,395.2980952380952,0
1.064406779661017,0.8247011952191236,0.968944099378882,0.968944099378882,3185472.1433021813,326.0,0.34365325077399383,0.34365325077399383,390.8730650154799,410.6772670807453,0
1.008695652173913,1.0059171597633136,1.1270983213429258,1.1270983213429258,3214519.423076923,385.0,0.3397129186602871,0.3397129186602871,416.8301435406698,428.10834567901236,0
0.2301790281329923,0.4192439862542955,-0.4552845528455284,-0.4552845528455284,-1716156.0488798372,315.0,0.2515212981744422,0.2494929006085193,423.9655172413793,434.7069090909091,0
1.1122112211221122,1.1122112211221122,1.5488126649076517,1.5488126649076517,5433615.386243386,307.0,0.3394736842105263,0.3473684210526316,356.65789473684214,371.415,0
0.9543010752688172,0.8338028169014085,1.0182291666666667,1.0182291666666667,2251259.27154047,390.0,0.3090909090909091,0.2831168831168831,441.45454545454544,442.5316666666666,0
1.2079646017699115,1.5229885057471264,1.25,1.25,2941437.6890459363,364.0,0.3614035087719297,0.3754385964912281,425.9157894736842,423.36,0
0.5567010309278351,0.5567010309278351,0.7523364485981309,0.7523364485981309,2047279.37236534,387.0,0.25874125874125875,0.2634032634032634,448.75291375291374,450.4284444444445,0
0.7121212121212122,0.875,0.6935483870967742,0.6935483870967742,1536232.3139158576,343.0,0.3247588424437299,0.3311897106109325,448.85209003215436,450.0235714285715,0
0.5212355212355212,0.5469387755102041,0.4917491749174918,0.4917491749174918,1068248.5529801324,361.0,0.3059210526315789,0.29276315789473684,420.2664473684209,379.20285714285706,0
0.9429735234215886,0.8703241895261845,0.9982905982905984,0.9982905982905984,3145569.839041096,361.0,0.2798634812286689,0.27303754266211605,434.80887372013655,459.9607692307692,0
0.6134751773049646,0.6853932584269663,0.8078078078078078,0.8078078078078078,1895672.6054216868,317.0,0.32335329341317365,0.3083832335329341,413.30838323353294,432.41071428571433,0
1.2347417840375587,1.2621359223300972,1.2373540856031129,1.2373540856031129,3423007.859375,374.0,0.32558139534883723,0.3488372093023256,426.24418604651163,445.84285714285716,0
0.8071748878923767,0.9857142857142858,1.0148698884758365,1.0148698884758365,2679096.3097014925,324.0,0.32592592592592595,0.3333333333333333,437.3481481481482,450.8219047619048,0
0.8579545454545454,0.8579545454545454,1.4537037037037035,1.4537037037037035,4143729.1441860464,378.0,0.34101382488479265,0.35023041474654376,408.49769585253455,413.38000000000005,0
0.5954545454545455,0.7692307692307693,0.8741007194244604,0.8741007194244604,2365770.949458484,316.0,0.3261648745519713,0.33691756272401435,426.2616487455197,447.68190476190483,0
1.2307692307692308,1.272222222222222,1.0407239819004526,1.0407239819004526,3158521.1636363636,364.0,0.3108108108108108,0.3108108108108108,410.009009009009,411.908,0
1.0551724137931036,1.0551724137931036,1.209726443768997,1.209726443768997,3444899.5152439023,361.0,0.3272727272727273,0.3151515151515151,430.9484848484848,452.75071428571437,0
0.5880281690140845,0.63671875,0.6974789915966386,0.6974789915966386,1738360.154494382,324.0,0.2709497206703911,0.28212290502793297,434.5055865921788,439.38666666666666,0
0.820040899795501,0.7253668763102725,0.8512396694214877,0.8512396694214877,2335464.3129139068,293.0,0.2590759075907591,0.2755775577557756,339.11221122112215,349.57164835164826,0
0.6205250596658711,0.6216867469879518,0.7432432432432432,0.7432432432432432,1902053.2940038685,313.0,0.2928709055876686,0.2774566473988439,410.71868978805395,380.10818181818183,0
0.4280821917808219,0.37743190661478604,0.7168141592920354,0.7168141592920354,1204133.7692307692,319.0,0.3147058823529412,0.3147058823529412,433.7441176470588,451.125,0
1.1240601503759398,1.1346153846153846,1.1616766467065869,1.1616766467065869,2345892.7657657657,362.0,0.3402985074626866,0.3552238805970149,412.91641791044776,446.34214285714285,0
