stroke_speed,acceleration_y_median,velocity_y_median,acceleration_median,jerk_median,jerk_mean,velocity_median,acceleration_mean,velocity_y_mean,jerk_y_median,data_group
339.11025780306665,39995.53522572009,899.9497698875634,84400.95527523021,16308669.194529768,38976615.32837901,444.5526169773895,211450.72879948575,1287.4281430336011,4999162.878182611,1
336.73768350410893,39989.16518535873,749.8984167332436,110810.64331899508,19299252.46681252,36677534.24261548,570.9833058495296,212513.3000543462,1070.1675322130761,5997562.331796233,1
307.5512873081483,40001.68535364224,700.0147466890686,75940.27150869452,15109832.111693544,36560344.63936933,419.8039398620543,199897.9152498707,1016.0214037658102,4000252.805709762,1
353.517451158534,23893.80001574977,535.4676462579326,46905.35908849946,6530648.04080085,18671049.93663931,374.5474284317053,121445.01354464552,741.2260473662967,2843190.412130994,1
505.0986537803469,59965.24686664642,1099.6813834670745,131865.02503376006,30942731.391039394,62742716.14574165,684.6874020589457,343983.89357181755,1677.7397060080648,10490878.623632204,1
307.27215230520227,44994.80499474039,799.9538208426485,85023.44571820063,13954365.919883333,37001773.36971699,509.87251780622137,206196.99898396528,1284.900185182964,4999134.190779509,1
344.6688562363669,49990.0860668628,799.9206846031159,89424.98451726658,16779662.757834073,39053187.78529056,522.6589822309455,222847.39107588129,1122.7458180322033,4998512.983747108,1
367.66404365413877,30000.791782423414,800.0105570293132,74509.12317563345,14531302.488004735,41759623.00321408,475.360650011529,237855.3975530985,1177.515538627524,4000158.357529455,1
283.421690891459,19996.574610041727,499.9571807920369,88506.12722243703,14593216.599752486,42889572.87594489,412.9835609172889,233640.489617971,847.2958537633427,2999229.3202603376,1
294.0060402051584,30000.107177959864,700.0012504083916,66935.4214780984,12203343.415170355,30982128.11607809,400.0007145190809,171287.7638767309,1087.2112444050777,5000026.794513398,1
314.58426191665137,39984.93899489087,499.9058598557164,66610.58116317813,13327757.23825352,30949828.663409933,483.4089499201542,165493.57743282386,786.2155795912512,3997741.0619039,1
47.798678480233185,34998.19487548738,699.981948522093,71456.17325800813,13755311.804158846,35206245.73789065,407.0962827878813,191147.81949950696,1025.899469527107,3999690.554073476,1
139.4533964669406,30000.49294854388,700.0057510426326,88344.61868493001,14298033.30957275,41314215.37648138,538.5209050438395,231533.0550530382,1029.7381897577536,5000123.237641661,1
157.9723845572249,129996.75357741168,849.9893866291234,57206.10611610321,10954692.952870414,41461133.75896252,324.6170718007141,223189.1285653149,1472.2038395863901,14499456.851919465,1
85.46714705523998,19999.3640575108,599.9904607867517,53849.935743781745,10432112.996363424,42526971.10304627,399.9936405245277,233452.8922177293,855.5419533441247,2999856.9140786626,1
173.83597504219037,29999.17714320784,599.9917713756931,56959.40523926473,10044947.725345297,30161180.324960213,339.4965924048336,164394.03452113573,910.4041808721221,2999876.5723287887,1
199.1382674933749,35000.28971606534,800.003311033872,50000.41388009272,7726475.607962385,35774266.19616591,363.1217791272525,197584.35734736227,1052.004354009575,4500055.873928085,1
215.05579393058483,29999.400012484584,699.9930001105923,89151.7209577629,17231015.224246025,40218218.12128679,522.9950484058915,217809.93581920976,857.5671819537007,4999850.003870429,1
186.6588417274405,29998.616503447636,699.9838590207643,72755.8663011402,15349360.157190122,41670828.2712125,365.6793281717042,230230.61492926962,960.5839104311392,3999723.3038796587,1
354.2228981032603,39995.904957963816,849.9564890647639,62386.40076769022,10962976.607367933,17441695.98699352,407.6239148881701,97490.2164271406,1107.4433078108555,3999385.7594169257,1
297.9675776161332,29999.21243552794,499.99343691967726,76768.12209302119,13927152.302475505,30577353.96112767,480.3790782808055,162423.05196728368,707.1335750721063,4499822.79915727,1
513.9056181745266,39997.72474519676,1049.9701368560975,59416.69804199369,11196311.635056883,22602425.23005392,410.9155203458788,124157.68530882565,1452.8432937633374,3999658.7166334963,1
219.31273935514287,29998.248696796905,699.9795678311433,69802.3728245335,12814466.41794318,40569919.15582966,418.6049530519088,230029.52166588933,1275.9627550750647,3999649.7444716254,1
491.98323161597125,40000.000003465604,1200.0000000519576,49750.345738589436,8336230.576412449,17151570.70568784,388.8376208073596,92377.46593863143,1316.2162162732295,4000000.0005198405,1
273.5692397662016,60002.296031795326,950.0181767445268,63267.13610161712,11045995.0357562,34421027.61462111,386.6235694612722,189327.8461596598,1162.5222425952734,7000401.809409007,1
445.1889262889208,49997.57570245179,1199.9709080767666,63588.65272537957,10596105.072511353,21626685.037321072,411.773239939627,120024.50403462346,1560.3788370651193,5499599.99575329,1
264.6371204817811,40000.45035076064,700.0039405580643,125605.37473886413,24158450.39071821,52101127.43036229,720.9376429045923,284663.3141268581,1129.7360893948621,6000101.329206753,1
552.2480880479317,49997.95066028254,1349.9723336303225,88331.75580730873,14469035.209838836,23315808.199702945,599.9877038356989,128706.05817949533,1556.2181068238278,4499723.341972979,1
275.4422880502874,29962.226509083524,799.4961948171655,64958.25143955834,10869543.87438346,43597101.99801645,363.07436692673514,235202.57840002753,1069.6962976952,2994335.7602833286,1
552.3952879536588,69988.35863286027,1199.9002127041279,78960.33913151664,14411135.7245595,30536928.92056433,447.4115103636293,167317.56699342054,1765.7068170686728,9497630.248793073,1
361.7007773965667,39997.127433166366,599.9784553619716,61899.56856694659,11930680.99139622,37003643.76654306,463.40253064341437,201038.88864610347,771.8472837208784,3999569.122711892,1
604.6966203474154,49993.11909927626,1399.9036640754014,65269.656933121056,11734918.523979636,25992839.44290665,480.75532636595483,138803.80398531025,1676.6703323556185,3999174.320322354,1
382.9013126040947,39999.629053579134,849.9960586850781,111327.29071387014,20788620.739575505,60642254.94094619,608.2734325494882,329309.4839951168,1283.3273827205987,7999888.716329584,1
559.990960279965,39999.97443533559,1449.9995366403828,83408.15939689275,14012698.869591994,26793879.24697626,465.71971104896073,142980.18079679564,1656.4510835702577,5999994.2479512235,1
132.40408264679905,59996.977218108375,999.9748098336477,116918.13314145533,22021051.319865167,63517250.02601727,637.9164963213605,349423.4289995559,1719.956672913855,9999244.314044664,1
371.1402194762741,29997.30434793282,799.9640571649812,68103.70814973878,10498267.364134692,41204522.60531311,395.2228487073755,225476.81941271466,1214.5287638728641,4999326.102121413,1
268.7945119566651,49999.31906812657,799.9945525264994,83437.18226744274,17513216.91759565,36168819.93757003,534.1670562552038,198094.5240463185,1119.0399990697792,5999877.432680247,1
260.9424681594082,39997.81985344435,699.9809234576836,65400.43316936005,12793478.514358647,28549600.23307865,406.2147042824859,159348.2948672873,774.3975000379425,3999672.982472935,1
233.54366848572778,30000.755808729624,650.008187876226,72159.16405326121,12274546.720636573,45547288.01604536,420.5710770986634,248773.93357787005,1319.0642347378425,5000188.953369455,1
202.08875442795613,39999.01618958816,999.9877022942239,83356.16386032058,17150959.822203994,38772008.859414585,334.3895938181851,220211.37702149578,1234.3598200194488,7999704.858693187,1
337.72324856363764,39992.31268154636,849.9183183168213,81724.71005543164,15299075.414743615,37207813.9438552,460.76999174553725,201642.76905274988,1243.6304804782706,4998558.697044289,1
244.638259159054,39997.57705631244,849.974255833396,102551.12529360484,20898121.911944646,40420688.44812063,567.8610810197788,223404.17241643573,1152.1390168585785,6999363.986914495,1
369.91308187699536,50000.43750522981,700.0030625299249,79973.10386337178,15584374.943279155,37459664.21909696,424.33638363056633,203717.95303569164,1094.2905018324986,5000065.625928502,1
544.5104619397998,49989.909994719244,1599.838551769994,76475.67049338367,12910850.44570274,25344020.62518935,495.9958213204116,137441.38278403674,1850.9243244783731,5998183.890679931,1
391.73822809236486,39998.33174034435,799.9833172294933,67380.51475211122,12836980.797926186,48643929.42757583,485.11976136508247,268670.92708451074,1046.5298999101421,4999687.204575758,1
621.0711512324922,69989.22088138829,1899.8537063296176,75027.1630263462,14312678.094646685,23347329.58111087,592.797652374177,134951.90449116225,2136.360317401271,6998383.194454175,1
374.2494913456347,60002.07628892277,1100.0190324838063,104270.12556623908,19803984.199366476,34649087.92028279,601.0247262785105,194704.81365009208,1245.1828344244866,8500441.215213075,1
283.10201439091037,40003.97689817561,1000.0497099916593,94041.5682324247,17011275.587343268,43796146.48348163,568.6749166974373,239191.72528778051,1386.7355978550074,6000894.82432761,1
404.1834135697422,39998.957540161624,999.9869691670826,89038.67827426242,15971243.464902315,51765149.93894176,580.2269797488722,277398.40318241186,1323.6669618185267,5999765.448063343,1
277.1678679062474,39994.35739105732,999.9294649006357,105175.12609309504,17695386.647157207,50272046.56004491,490.63890896768515,272116.5731664349,1308.2566835806333,4998942.0481361635,1
470.85053038047414,49991.70037564483,1099.908700343123,104919.71913227334,19760973.356392585,43942990.48792791,597.6854750616841,239483.5507830448,1398.8634769670432,6998257.15121443,1
188.6477469997617,29986.11775276041,599.8611614641704,50481.49466789999,9894115.159197476,25857896.39249381,360.34562323677414,141330.56401845586,890.2351305552746,3997223.871771593,1
422.857568405253,79985.60194876551,1449.8695117892544,230981.29504786016,40712169.64460557,66992757.62959139,1380.8302459165875,374735.67358829314,1653.4226205872635,7497975.3651488125,1
243.74486419226696,59939.15762361928,999.4928515971313,121237.30892880914,23484657.895999484,62252386.66530026,709.6063023420702,356821.17776661506,1584.302498808171,8986313.936334167,1
453.29489000334314,74918.31461690966,1199.3463389049227,223571.7633881346,43375704.73918414,63164489.93639381,1430.9968608130762,359152.2372122365,1431.2199644265368,9484484.00389772,1
278.36881578517216,59953.09609547693,899.6481519399672,107810.2313490107,17745809.85653781,42754297.20828771,499.80452885553734,238271.2727042945,1606.7790038763064,6991793.421068814,1
283.71279115386534,99958.84091932463,1149.7633109288486,100876.93119367484,17492818.76623213,47310852.77620084,559.8162814381752,259988.76932077148,2295.955928345495,9494135.434557578,1
820.6966737814578,63150.763579808925,1187.272192244844,128963.11290222654,27691967.356601845,37272421.45351276,922.0072053573613,235050.10308552234,1609.210463642623,7711934.967497777,1
302.03171797793584,54917.926239488916,1199.1043156142841,123258.89626510543,22707995.62566225,61526819.79688214,656.0115435426886,349133.3009076215,2017.011888919104,8979862.139776502,1
719.9890082113188,69877.66059397589,1099.0383414520093,222384.55741450712,46020118.57789422,64602074.59409633,1461.3775580915396,351646.9646610913,1593.3426672725302,9973795.870616842,1
329.78319901484366,29988.092904439163,699.8610700982942,63587.90962936204,11533327.163603233,28081930.143839113,412.2287307532961,152149.893999291,1070.375754267978,3997618.8172014086,1
810.1844326067067,89277.24961585422,1394.367276848265,279122.3563065495,38865316.49732585,71875500.52541858,1167.0083635826918,422239.1619672881,1780.8062078604612,9879783.764393397,1
400.07780027914873,39954.89450262492,749.5770166855146,56316.00757752664,8866007.520637121,35324813.99794948,342.96504172037146,195905.51475911716,967.6357851758548,3993236.083101781,1
342.14088688418894,39957.184639615516,824.5583483801604,100974.6374076872,13929408.402467467,38909533.49897921,473.35325931436455,229434.29876144673,1127.729296673497,5491171.695393928,1
934.9467379511,109571.45625129847,1097.8551902524682,347494.5957621381,48240665.35038925,69968609.18516007,2205.543625537858,421901.5035305335,1885.2058822517126,10935781.086273573,1
319.84134539429533,59991.101480625664,1099.918427214469,95850.43688574078,17455664.24050182,38940821.46213533,524.4865460636902,214002.6940501202,1757.012552563389,6998442.816849328,1
171.80073242267255,19993.11637126679,549.9053419593251,41965.94140082138,7704224.743883877,30193310.620404404,322.0639389467525,169072.59129056823,1065.927627494905,2998451.316810932,1
354.62696606782094,64973.47124983091,1399.714276611033,114672.55570830144,20050845.697485954,62554530.30137347,702.9784553398488,352068.98931335186,2113.2049955328907,7995102.8843397675,1
307.74370613314744,39967.37398456494,699.7144641286893,63233.0620790978,11837626.252134487,49564525.18146998,436.5423957133021,273022.5338718209,1109.3034187406872,3995107.095749349,1
318.87927427648367,29964.186934533198,499.70146866681984,85742.56800419724,15666029.476517824,42768187.538635,464.84127672560606,238437.8258450543,737.4904434117259,2994629.6437188075,1
385.7491569617988,49998.15222759243,949.9824459999464,115359.64020757235,20635942.01208338,53788019.31342897,756.5037261060803,300990.8742175138,1327.4754705946675,5999667.404039626,1
253.04558790701773,34966.0416901139,699.6603344921269,71159.56362729192,13588735.418295382,42147302.33037796,435.52739574633216,231542.4379857967,1062.8986266151578,3994179.987717338,1
271.05930159170487,39997.84392721589,899.9757438543218,104237.24387864574,16485815.319767995,46526028.82293093,584.6002588384042,261325.60025141828,1402.2877869357735,4999595.741800675,1
237.41534655655013,29981.694928552944,799.7558951386786,67650.70743819799,12852744.64204223,39053240.01103769,388.98098607736864,217790.93212774923,1380.013569057264,4995424.430283161,1
259.2935608095708,34976.76026136198,699.7675640232345,66018.74985316039,10673298.618956584,30326224.28643169,378.7639340387194,165168.90702951705,985.0386615519016,3996016.7062071324,1
236.81740254857587,20006.077300761008,700.1063446853,40627.86976708565,6523541.809086638,34357385.58305753,306.2722969493417,198325.00613098103,1302.5788113702554,3001367.4965411755,1
365.2094152465505,49914.84965230079,999.1481336848784,87012.88307117598,16034138.293054298,46450305.82702571,499.57406684243927,252040.59917241,1384.5338423919266,7480849.3309886465,1
192.13943325676212,30000.49908941123,700.0058226855342,57663.91275605322,7764511.880302182,31332282.79157887,316.230396438029,185041.711679538,1053.712468539846,4000099.818296285,1
258.56149637254015,29981.786733054567,749.7722995980846,53099.334161122264,9367481.149205897,35968929.35627467,366.91060501439455,194950.93660033945,1171.3109480388216,3996357.89953634,1
229.66153914415975,39965.35079740161,799.6534329060071,53032.6384084526,10073396.350104207,28317493.55415879,409.7964547810219,151953.64879094803,895.3566363123372,3994803.7453035815,1
299.5067870648721,29990.88424066337,749.8860443510179,50366.733618490616,9138440.28979785,33030325.24262792,318.8194049192627,176566.67653522175,1142.6834961539287,3998176.9866345017,1
918.7060569263396,104924.08078271186,1199.5660974547982,267740.26036080776,46905131.15111142,65293421.66029973,2184.0507323297325,386469.14839800814,1817.8609686737955,13984818.901505707,1
313.9599284618855,29982.20366313405,699.7923452695417,87011.09252377055,15998112.25149432,32359315.161020763,499.1130839819684,178917.96035698132,912.5497249668739,4995551.575660333,1
215.64433825802982,29937.500758858525,549.4267915914702,59285.299694757414,10631727.905328115,32156617.738457736,399.58312115743286,174286.71000972728,899.062022604222,3987506.6642925236,1
225.9734380750811,39995.9090990036,799.9590899440777,85351.83249602374,15157919.905856792,53739420.93993164,605.948278259717,302559.2776171945,1546.8596688203918,5999079.570809647,1
1107.534321827611,80011.20118571566,1200.0840059524387,220030.80326071856,37965140.54172109,65766353.81914936,2066.007957868907,375325.902123289,1703.8229714139663,9501995.281043366,1
224.45214111844558,40010.52455723688,800.1052386503809,62294.9300309057,11170735.779975977,30748615.55501452,433.8600241884352,176008.83342249124,1294.90716255259,5001973.484280303,1
1233.0722286432688,69791.83936787983,1298.0656407115816,279588.9975924456,55702866.07447851,65710429.52218568,1607.362501216033,384753.25857450214,1820.3642417079511,6968799.12965443,1
310.8987363904316,29984.37038174624,699.8176306976625,62640.71211007785,10439695.14510656,39483033.7323368,390.7771804078511,213312.92799290235,981.5623911083724,3996874.4835257283,1
320.6088235698124,29997.549066661333,699.9714051936497,66593.14722856937,11398864.088012096,31908506.404742226,375.3635407532791,178860.51238169766,952.9022490871494,3999509.823344103,1
1090.8809983724607,59616.32369146453,996.7975696487939,152337.4514048873,38334575.55632703,50395399.91275054,1425.0636399185742,296417.09971384396,1431.4013100156724,5942540.656704768,1
656.1090831093308,44995.17062684192,1049.943655801435,76928.36087455344,13414248.161614692,39907981.68393709,497.34091497403284,220142.16521835572,1467.6631747761835,4999195.126069541,1
283.6637206402822,29998.67731646402,799.9823640251873,53785.78009705233,9400398.100955078,36442278.86627547,397.8095113357116,202098.15142900188,1117.1182297636758,3999735.466209002,1
258.2277242501296,44992.847484894686,999.9205244517523,79159.7906613323,15647240.565772893,40908117.717031024,438.4816293757299,235275.91492272372,1391.889370036849,4498927.165366894,1
316.40369901039435,40001.94020659368,800.0194018306628,47975.6537886294,9189511.85085868,29745344.9784526,291.5781415568837,162827.60671805695,995.262232039346,4500327.41383276,1
319.97387378268354,29997.926689761778,699.9758109625748,62517.22888954804,10591090.75897579,26891367.92324965,358.4666639827693,150642.8403224753,778.3514809159379,3999585.3451161743,1
349.44850437691,29984.008895728333,699.8134122489504,49931.702165994255,9762254.32843852,25514362.84675267,352.92592381292053,143762.37008911106,797.2233377634718,3996802.205376342,1
474.38418021362673,59999.54776819237,1149.9956661036708,78101.9080851775,13061505.33331643,49542852.5362694,497.5015824485514,269901.03082449164,2072.527400700019,5999932.165356622,1
299.9907321108581,39979.599498125455,699.8214728429608,51059.59001221463,7284730.983342256,29020747.373257354,366.7503000413497,164390.99792343678,894.3466287840158,2997705.2361912117,1
336.7507735216331,60018.13329573659,900.1359894440956,75565.36823755343,11273407.582472686,38681289.534411535,525.9574150599667,221682.16735650672,1451.7344745579687,7003173.566504225,1
368.08831139904015,39965.134556898054,899.6076782560118,72293.97584884937,14104456.379098713,51555779.09707097,608.0110974738017,288083.9167101168,1517.7591530810416,4993464.154155608,1
290.51423347826614,39995.542901233086,499.97214235666536,57330.93305648398,9874376.892349314,29242807.5763176,329.04771208966116,158285.86654054484,790.4321488686235,3999331.45380933,1
433.48311007248236,40005.08674705942,900.0572240852284,70882.20760809336,12997061.373757135,17160095.09640511,419.74912315175936,99523.90303923498,1119.700818275562,5000953.795395335,1
364.910348202192,30000.654064749022,600.0065406118472,53647.44653005626,11192075.445909513,45940856.98283157,447.21847058417296,252370.71000175265,1141.80106454643,3000098.110246646,1
272.75517785253965,40000.46366197441,800.0046366062944,60692.63439275099,10022659.492656223,42020231.74581248,452.1805889745036,243829.95414028125,1030.7752048581287,4000069.5494981725,1
512.8102328600663,39963.76079036232,899.59221650969,50943.99902665166,9811327.192899115,32027280.71712635,411.38863714793405,171580.30130968164,1600.969198873149,3994565.3499399787,1
802.1371831679977,39916.8956200894,998.9606551321796,66906.4130910695,10461185.865615787,32339988.73916478,448.8582784310967,182147.86427232125,1329.571071275424,3987540.819949176,1
450.28495620710174,49970.354727611375,999.7035033209746,63899.07156080082,10856061.115722297,17801759.45343412,367.903417050704,100360.21747569556,1057.7508035138026,4995553.868338507,1
747.7778939293588,49997.095994268086,1099.9680554731287,76964.68873546485,12738895.101881415,34192754.5930486,517.8206165261602,193557.86295020732,1474.5840418011612,3999651.5243752534,1
325.3527522282281,39999.52058191594,899.994606530386,61664.49426485219,10450241.573783768,36212734.51867508,415.02363357222885,198043.56997982325,1318.7420970688306,4999910.109378183,1
801.7951900756401,50000.985683352286,1100.0108424634734,79281.64259684307,12694651.236990873,43912400.66619634,464.07057177587564,243082.86529268476,1597.276017823684,5000147.853231786,1
285.9040656238384,43748.22620697899,799.9837822994092,52329.948944810734,9102630.75687146,36956172.41103375,424.255467977386,212426.749881272,1085.5043098635083,3999756.7394228587,1
809.5925814435551,49995.5359566029,1099.9508944268389,79686.7193194434,14011056.516178878,37045141.65147463,497.48124807694717,204824.83477564837,1502.0720953417367,4999330.408439131,1
373.2360755419057,29962.399154248287,599.6238736499536,40103.96724893862,7725926.367007042,19706879.15257849,280.848799431776,107192.4293380696,982.0506552889316,2994361.640785412,1
306.3591573071912,40001.75898055505,700.0153909106564,56571.030069080705,10200259.705352362,32983198.172528625,394.1970162524134,183066.4850203179,1127.4441434252249,3500230.86873596,1
373.45028977147234,39947.80312160319,899.4125934255549,74340.37796221362,11897683.528865982,46231271.66221379,485.2777754091332,259581.1003642432,1435.8269669554636,4990216.278784841,1
346.1856174101053,30037.14094423576,550.3403533460404,45986.137547456405,7094904.600905498,12938756.133163072,315.30922014602413,73180.11130778438,606.6251622109767,3005572.8655918213,1
333.4442110446827,39865.33501149154,698.8206879384471,75967.73209855119,12068890.904999565,35814669.50397816,403.03807032670716,203829.11122154782,876.107709755353,4974771.578147752,1
394.2374776527152,39902.899948262726,599.2713071175473,41667.77142496469,7195862.34291294,19669348.471159425,281.5078989775338,114735.41282902955,1157.851352640682,2989082.8762220987,1
368.0091668445411,39972.84724692471,699.7623730773769,51706.94105749375,9701826.41212351,34158863.44551849,392.3832614568895,190121.5582450736,1180.0870681862068,3995927.778309602,1
273.51903854792226,37481.7838359087,599.8542529854483,56653.984181098655,11029143.809748903,37551888.4367003,403.1418910129348,206724.23383001468,782.7045625577729,4996357.209655737,1
741.4144247522129,39995.20167014287,1099.9340209857112,77660.11459695353,12679226.858419085,39498931.36143777,558.5290607943688,220576.8725195549,1443.5031557457944,3999280.272106478,1
378.10389131101937,39970.6677975821,899.6699522052727,87538.84408657046,14251350.81622821,37623943.96736004,497.4322210590986,213094.3724284055,1306.8376541518194,4994501.220425665,1
693.7378733571162,49884.260744756975,1148.668227426382,69734.34286333088,11641754.453952854,33918462.040586784,476.3345760186452,189355.5740617307,1532.3143350055198,3986119.3298202055,1
345.89456883974526,29993.635558280508,599.9363522069438,61342.61266358923,10812379.357393676,38547650.18815204,442.64904460269025,213705.2460239124,994.6313207641524,3998727.179168646,1
303.6788412619523,49998.47016999013,699.9892911080289,66001.9447835049,11159971.344952526,31326174.25859259,430.27098120756415,179547.53236681325,1194.4261713351452,4999770.527254325,1
730.2058048165932,57496.79311800415,999.9721136808693,97607.07249600107,17262546.52873545,41852474.22308327,598.8788610189863,232962.59883762797,1421.114215404118,6999414.403628293,1
441.80111658634775,29943.149110186,649.3838233036198,47367.61253456383,8068039.824751829,24131476.033380795,402.9864975471269,133826.73781398672,1044.4634920268093,2991476.4078342267,1
808.3871931387697,49997.18372555226,1049.9704287019003,102420.12882644367,16665809.95192402,39922736.99699327,521.4262268202381,225588.6421938375,1430.515266617654,4999577.564782115,1
349.5200648585614,59899.72586155617,1099.0804360349166,80487.83815804838,14465191.988252586,54944302.67489027,489.5883865295042,295013.76477882284,1881.758928362822,7979953.553732305,1
493.9996803253393,29982.349077102685,899.7351972006994,60586.90933495389,10494612.590353798,12325038.018798554,458.94852375828145,72028.27478304054,1056.633464613786,3996470.3347298894,1
230.6206707783593,39998.15900394457,799.9815898276248,60619.7873348308,11309764.498074962,33440718.316465564,409.8925184022653,187671.49111731106,1131.4025341847087,4999654.8172098175,1
323.3519381316497,39987.203071324686,699.8880179169585,65607.84657048197,10157717.301162573,16197986.241338925,422.63453600432337,98668.74860541943,965.0509957555334,3998080.6142333164,1
196.47405392982097,39964.7630128265,999.5594406139172,58930.711645210926,13816431.642767236,44816963.701852426,447.016571352837,251976.6672354266,1463.355021058794,4993394.520172907,1
572.1430264067059,59984.87709520898,1149.8550630290379,84126.96833265753,16242144.945338575,42836441.52663219,607.8081835662394,243420.46044921872,1914.3420342820318,7996975.609633365,1
189.37315139764618,39890.203350812735,699.0386191388001,60086.461201794,9788539.84373776,36680392.49233134,392.35361878336744,203322.41960762386,1088.978529134578,3983541.8096457687,1
535.4326134548821,49998.21799634607,1149.9795067753255,90978.99852360367,16482594.329301767,36469452.43518067,621.9433623795421,206792.79850085234,1664.625507933402,6999625.782565277,1
318.20704490390364,39931.185502270164,599.4836691023721,45396.192180694256,7680439.778981088,15402536.981323792,283.3550876619305,87048.2116775566,851.4405735077122,2992261.6995636374,1
