"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",x__mean_change,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",x__time_reversal_asymmetry_statistic__lag_1,x__time_reversal_asymmetry_statistic__lag_2,x__time_reversal_asymmetry_statistic__lag_3,"y__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0","y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",y__abs_energy,y__minimum,y__lempel_ziv_complexity__bins_100,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",y__benford_correlation,y__quantile__q_0.4,y__c3__lag_3,x__ratio_value_number_to_time_series_length,y__sum_of_reoccurring_values,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",x__mean,y__mean_n_absolute_max__number_of_maxima_7,x__cid_ce__normalize_False,x__first_location_of_maximum,"x__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","x__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",data_group
0.9117647058823528,0.9014925373134328,0.9976525821596244,0.9976525821596244,2056429.1223529407,4129793.182033097,6216738.087885986,19.042165355198485,1.8497652582159625,69389450.0,344.0,0.3208430913348946,380.31111111111113,0.0376340981780078,394.0,65766814.228028506,0.3021077283372365,18089.0,424.68179631114674,786.8782201405152,454.0,116.56328753085168,0.4824355971896955,745.0288409403604,836.6106912305188,1
0.2668711656441718,0.2006269592476489,0.7058823529411765,0.7058823529411765,1217823.5552825553,2445002.345679012,3682939.007444169,8.852917147251057,1.343137254901961,71086972.0,350.0,0.295843520782396,377.06666666666666,-0.0570893734575674,423.0,72473053.58312654,0.2371638141809291,15752.0,406.3458712900382,752.4621026894865,436.0,67.77905281132217,0.3300733496332518,468.7903932281655,725.008500048339,1
0.688953488372093,0.688953488372093,0.7638888888888888,0.7638888888888888,1788198.5777262182,3542324.68997669,5249158.449648712,18.21985918209877,1.0162037037037035,83224469.0,387.0,0.279445727482679,439.0888888888889,-0.0439829795736557,440.6,85174952.02576113,0.161662817551963,10891.0,484.8370428422152,803.9561200923788,498.4285714285714,101.08412338245805,0.7782909930715936,905.960233510319,1061.5747956301127,1
0.0448521916411824,0.0418794688457609,0.256026600166251,0.256026600166251,573073.299500832,1118422.2683333333,1655189.314691152,67.29959390799807,1.2718204488778055,217781151.0,146.0,0.1553156146179402,516.5230769230769,0.0396039137453022,469.0,80952786.73873122,0.117109634551495,17277.0,525.8908679400569,887.9883720930233,514.5714285714286,411.1593365107984,0.7981727574750831,730.8025961924834,933.0534449982698,1
0.8743961352657005,0.8673218673218673,1.0896860986547086,1.0896860986547086,3044123.7955056177,6089277.753950339,9153723.120181406,28.189371392949788,1.751121076233184,86197435.0,390.0,0.3221476510067114,421.8444444444444,-0.0628015810752304,421.4,85185946.861678,0.2527964205816554,18926.0,463.26984126984127,887.1521252796421,483.2857142857143,130.71342700732774,0.7069351230425056,731.7244867487916,900.81138570435,1
0.4722222222222222,0.5808080808080808,1.1851851851851851,1.1851851851851851,2863941.31598513,5731475.985018726,8547215.588679245,37.15061728395062,2.6666666666666665,44053850.0,320.0,0.3542435424354243,340.3809523809524,-0.0477527420041928,407.0,65846411.17358491,0.2952029520295203,8537.0,392.9623376623377,881.8856088560885,462.0,197.3575435599055,0.2509225092250922,411.55965376670827,937.8333248655342,1
1.064406779661017,0.8247011952191236,0.968944099378882,0.968944099378882,3185472.143302181,6374535.047021943,9846302.19873817,53.7648335326569,1.9906832298136643,49623396.0,326.0,0.3436532507739938,351.1428571428571,0.0043765171529318,388.0,60805090.74763407,0.2198142414860681,9952.0,411.9611188811188,865.2755417956656,429.7142857142857,186.4296113818832,0.9411764705882352,916.1404842549424,1105.8724386012832,1
1.008695652173913,1.0059171597633136,1.1270983213429258,1.1270983213429258,3214519.423076923,6107130.707729469,8853417.252427185,19.556958749547128,2.002398081534772,72748735.0,385.0,0.3397129186602871,389.6,-0.0611351091817828,408.0,72730786.03398058,0.3014354066985646,18553.0,431.9219981325863,957.5167464114832,465.8571428571428,175.41379649275024,0.7272727272727273,831.9904524478874,958.8025259624842,1
0.2301790281329923,0.4192439862542955,-0.4552845528455284,-0.4552845528455284,-1716156.0488798372,-3444655.370143149,-5189759.457905544,50.281028984070325,1.9369918699186992,88990933.0,315.0,0.2515212981744422,380.3636363636364,-0.0568400465906709,419.0,76949816.0164271,0.1947261663286004,8898.0,436.22521212121217,874.8722109533469,495.0,551.055351121827,0.0,1579.4480931200824,1812.7490536528635,1
1.1122112211221122,1.1122112211221122,1.5488126649076517,1.5488126649076517,5433615.386243386,10797729.236702127,16229100.94117647,22.69242068768666,2.023746701846965,48436434.0,307.0,0.3394736842105263,326.5833333333333,0.0615163261740627,346.0,45491532.823529415,0.331578947368421,13906.0,374.5467532467532,1060.4026315789474,412.57142857142856,119.4947697600192,0.5736842105263158,604.836499727361,902.4045007616044,1
