relative_NCV,jerk_median,jerk_std_dev,velocity_y_median,acceleration_y_median,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",x__mean_change,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",x__time_reversal_asymmetry_statistic__lag_1,x__time_reversal_asymmetry_statistic__lag_2,x__time_reversal_asymmetry_statistic__lag_3,y__abs_energy,y__minimum,y__lempel_ziv_complexity__bins_100,x__quantile__q_0.8,x__lempel_ziv_complexity__bins_100,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",y__mean,y__root_mean_square,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","y__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",y__mean_n_absolute_max__number_of_maxima_7,"x__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)","x__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",data_group
11.582913642465517,10564510.091019034,27480376.498229407,849.9928127962623,54999.06989521162,0.9117647058823528,0.9014925373134328,0.9976525821596244,0.9976525821596244,2056429.1223529407,4129793.182033097,6216738.087885986,69389450.0,344.0,0.3208430913348946,919.0,0.3255269320843091,380.31111111111113,402.37470725995314,403.11855172483774,416.3873295910184,424.4208245243129,454.0,1072.8836145378546,1117.4834392558714,1
10.580749103072073,8707799.610090645,10758551.33071835,549.9914876910602,29999.071391665355,0.2668711656441718,0.2006269592476489,0.7058823529411765,0.7058823529411765,1217823.5552825553,2445002.345679012,3682939.007444169,71086972.0,350.0,0.295843520782396,795.0,0.293398533007335,377.06666666666666,416.6063569682152,416.9014002208585,398.27681457537466,406.4724738675958,436.0,810.8307019794498,862.4237583731855,1
6.628401096315897,7257506.624254252,44363995.68332014,499.97082555069017,24997.08264018342,0.688953488372093,0.688953488372093,0.7638888888888888,0.7638888888888888,1788198.5777262182,3542324.68997669,5249158.449648712,83224469.0,387.0,0.279445727482679,925.0,0.279445727482679,439.0888888888889,437.0,438.41112713665086,481.41562173458726,484.2990909090909,498.4285714285714,1289.7649314732512,1342.5288984938566,1
6.151593031919996,14055822.99763912,120530330.01687863,850.0076200996275,40000.717189063,0.0448521916411824,0.0418794688457609,0.256026600166251,0.256026600166251,573073.299500832,1118422.2683333333,1655189.314691152,217781151.0,146.0,0.1553156146179402,932.0,0.1594684385382059,516.5230769230769,415.7998338870432,425.3014867728101,523.9238709234937,525.693659395746,514.5714285714286,1101.4199581749797,1154.209900056957,1
8.883850603622113,9875020.06471934,39205394.757930286,699.9080730461028,29992.12106419344,0.8743961352657005,0.8673218673218673,1.0896860986547086,1.0896860986547086,3044123.7955056177,6089277.753950339,9153723.120181406,86197435.0,390.0,0.3221476510067114,1067.0,0.3020134228187919,421.8444444444444,438.27069351230426,439.1303053262533,457.8412698412698,462.98541062801934,483.2857142857143,1178.3388897842988,1246.1239494297067,1
10.914716037739138,27865682.628565192,35677706.09562196,900.0215846254652,60002.877984571285,0.4722222222222222,0.5808080808080808,1.1851851851851851,1.1851851851851851,2863941.31598513,5731475.985018726,8547215.588679245,44053850.0,320.0,0.3542435424354243,931.0,0.3468634686346863,340.3809523809524,402.3763837638376,403.187713234569,378.4525974025974,393.3081280788177,462.0,743.6848833045873,791.6016553430366,1
6.903508011818882,17668755.682125963,74624539.48277853,900.0202016551275,55002.46911889249,1.064406779661017,0.8247011952191236,0.968944099378882,0.968944099378882,3185472.143302181,6374535.047021943,9846302.19873817,49623396.0,326.0,0.3436532507739938,958.0,0.3436532507739938,351.1428571428571,390.8730650154799,391.960208380341,409.54125874125873,411.3338680926916,429.7142857142857,1351.6175107020065,1413.8337858621917,1
10.749025307718684,10248745.986938013,39774235.291544594,689.5011142842012,29106.844077500828,1.008695652173913,1.0059171597633136,1.1270983213429258,1.1270983213429258,3214519.423076923,6107130.707729469,8853417.252427185,72748735.0,385.0,0.3397129186602871,1132.0,0.3397129186602871,389.6,416.8301435406698,417.1810588763199,426.3254901960785,431.58815060908086,465.8571428571428,1275.6506265795567,1341.2710585988311,1
8.887511234710054,21932387.40179672,192465653.36268735,849.8682618191401,39987.6020732189,0.2301790281329923,0.4192439862542955,-0.4552845528455284,-0.4552845528455284,-1716156.0488798372,-3444655.370143149,-5189759.457905544,88990933.0,315.0,0.2515212981744422,942.6,0.2494929006085192,380.3636363636364,423.9655172413793,424.8634979454104,429.6913131313132,435.92847058823526,495.0,2254.245649020253,2348.2511868760766,1
12.363356138075291,13322538.479873354,23489000.356954776,749.7949175117104,39978.12752543308,1.1122112211221122,1.1122112211221122,1.5488126649076517,1.5488126649076517,5433615.386243386,10797729.236702127,16229100.94117647,48436434.0,307.0,0.3394736842105263,1218.0,0.3473684210526316,326.5833333333333,356.6578947368421,357.0214279283528,363.5837320574163,374.2736842105263,412.57142857142856,1065.8345968496308,1137.5318529640176,1
7.723702065619856,10644247.315009892,42300646.45449853,699.8532260570015,19991.61379683545,0.9543010752688172,0.8338028169014085,1.0182291666666667,1.0182291666666667,2251259.27154047,4564919.952755906,6925747.585751979,75370274.0,390.0,0.3090909090909091,929.0,0.2831168831168831,402.0,441.45454545454544,442.45558585528727,439.6913086913087,443.8858974358975,474.7142857142857,1112.3139959422306,1164.8829354945844,1
9.402105576086807,13489808.975889808,49394520.499537,600.025283128452,50004.21394352373,1.2079646017699115,1.5229885057471264,1.25,1.25,2941437.6890459363,5870263.387900356,8810171.164874552,51910332.0,364.0,0.3614035087719298,930.0,0.375438596491228,378.7619047619048,425.9157894736842,426.780406988739,415.0877192982456,424.7296551724138,494.7142857142857,1162.385174772886,1209.5146988764104,1
6.924670239722682,12319266.462698454,54414476.06830296,700.0026945272616,30000.230959924087,0.5567010309278351,0.5567010309278351,0.7523364485981309,0.7523364485981309,2047279.37236534,4221787.581176471,6520274.21749409,86592211.0,387.0,0.2587412587412587,976.0,0.2634032634032634,417.8666666666667,448.75291375291374,449.2734642594037,445.0336808340016,450.5804439746301,481.0,1112.7097041452314,1179.955072634864,1
9.319904409119957,14977063.286423624,73332408.13336775,1000.0005541677403,40000.04433343496,0.7121212121212122,0.875,0.6935483870967742,0.6935483870967742,1536232.3139158576,3044817.055374593,4553764.485245902,62969335.0,343.0,0.3247588424437299,850.0,0.3311897106109325,366.2857142857143,448.8520900321544,449.9708279218858,441.2321428571429,452.2420454545455,505.2857142857143,1399.9960293161653,1453.454986126992,1
7.141835451866984,11069054.02219296,23925830.028237004,699.8998742829601,49985.69734910927,0.5212355212355212,0.5469387755102041,0.4917491749174917,0.4917491749174917,1068248.5529801324,2150686.493333333,3247577.38590604,54101763.0,361.0,0.3059210526315789,809.0,0.2927631578947368,350.07142857142856,420.266447368421,421.860552384191,365.958223162348,371.3558467741936,469.57142857142856,1379.442874516914,1437.2463676617117,1
7.65857959691926,12631886.392518496,62900871.16567908,699.9652748580509,39996.03151078511,0.9429735234215886,0.8703241895261845,0.9982905982905984,0.9982905982905984,3145569.839041096,6245567.285223368,9340862.829310345,111209916.0,361.0,0.2798634812286689,1060.0,0.273037542662116,415.06410256410254,434.80887372013655,435.6351841298831,458.0964250106823,461.8215254237288,477.7142857142857,1173.3198499797963,1229.4370183139072,1
7.823914778110787,19624098.48701834,67519599.38484725,999.9941075772869,64999.23398730413,0.6134751773049646,0.6853932584269663,0.8078078078078078,0.8078078078078078,1895672.6054216868,3812424.384848485,5711329.765243903,57383019.0,317.0,0.3233532934131736,895.0,0.3083832335329341,355.5,413.30838323353294,414.4942051558555,425.2647058823529,435.810756302521,473.0,1368.178431581614,1423.3750533862465,1
6.069527653257584,13342742.252618922,59221365.90211173,800.0215497246121,30001.61625111489,1.2347417840375587,1.2621359223300972,1.2373540856031129,1.2373540856031129,3423007.859375,6961617.377952756,10626852.222222222,47006279.0,374.0,0.3255813953488372,982.0,0.3488372093023256,387.3809523809524,426.2441860465116,426.8429217463506,442.57039187227866,450.03333333333336,461.1428571428572,1142.1328435761052,1191.9106394566063,1
7.886583937408527,16345069.4899934,85102063.0958435,899.9155600007259,57489.21095068651,0.8071748878923767,0.9857142857142858,1.0148698884758365,1.0148698884758365,2679096.3097014925,5331389.82330827,7924271.515151516,52019956.0,324.0,0.3259259259259259,946.0,0.3333333333333333,347.0,437.34814814814814,438.9379269369459,442.11178451178455,455.0092592592592,487.1428571428572,1575.3160476181977,1634.198821935472,1
8.33243412435638,12238142.3614633,32833368.06874217,499.9460474613903,39991.36805955867,0.8579545454545454,0.8579545454545454,1.4537037037037035,1.4537037037037035,4143729.1441860464,8378821.248826291,12676704.800947867,36235756.0,378.0,0.3410138248847926,994.0,0.3502304147465437,375.8,408.49769585253455,408.6380436171408,407.11515151515147,415.7229249011857,437.7142857142857,1220.2138205681638,1294.6267979105496,1
7.83101040959161,32456705.26483246,69075436.22193249,899.96381168692,49995.97915716253,0.5954545454545455,0.7692307692307693,0.8741007194244604,0.8741007194244604,2365770.949458484,4730501.410909091,7073301.608058608,51129613.0,316.0,0.3261648745519713,941.0,0.3369175627240143,355.1428571428572,426.2616487455197,428.08908144070375,442.953007518797,453.0793103448276,486.0,1348.317042466701,1402.155100949656,1
7.116357352895343,27941911.05018366,45823339.8220721,799.8785664654347,59981.78635226528,1.2307692307692308,1.272222222222222,1.0407239819004526,1.0407239819004526,3158521.163636364,6757629.811926605,10907074.060185185,37382088.0,364.0,0.3108108108108108,974.0,0.3108108108108108,359.40000000000003,410.009009009009,410.35080575500734,406.327536231884,412.4945652173913,441.0,1230.2645389690724,1285.3362628659056,1
7.230790501172593,15701364.560300324,66983601.176697694,949.8516004902332,59981.25626286092,1.0551724137931036,1.0551724137931036,1.209726443768997,1.209726443768997,3444899.5152439023,6739199.3742331285,10040749.845679011,61652399.0,361.0,0.3272727272727272,1039.0,0.3151515151515151,394.0,430.9484848484848,432.2330985881941,452.1632745364088,458.3393939393939,482.0,1359.4959077826563,1423.0969218521852,1
6.790464483300261,20651525.39845285,87876128.90483285,1249.7966958487973,79973.97918487403,0.5880281690140845,0.63671875,0.6974789915966386,0.6974789915966386,1738360.154494382,3449303.014124294,5122917.392045454,67985537.0,324.0,0.2709497206703911,912.0,0.2821229050279329,347.4166666666667,434.5055865921788,435.7794564190372,429.2492389649924,440.5795795795796,477.0,1298.269873876663,1353.6893300218287,1
6.2277818741095725,10882968.424281884,43249799.30935596,799.97620752713,39997.620788087785,0.820040899795501,0.7253668763102725,0.8512396694214877,0.8512396694214877,2335464.312913907,4677004.566445183,7022345.496666667,69865088.0,293.0,0.2590759075907591,1072.0,0.2755775577557756,309.46153846153845,339.1122112211221,339.5422272595991,346.1639344262295,351.57297726070857,379.0,1149.8210342480547,1195.866698379731,1
8.450750115682105,8122549.818440372,72728767.88370036,600.0032582133925,22500.24436667388,0.6205250596658711,0.6216867469879518,0.7432432432432432,0.7432432432432432,1902053.2940038685,3806580.4660194176,5724979.356725146,88118519.0,313.0,0.2928709055876686,985.0,0.2774566473988439,320.6363636363636,410.718689788054,412.04999743399645,373.8098901098901,378.6986937590711,462.2857142857143,1233.4323153554897,1294.1950658286655,1
8.231202070754339,25606255.45014284,86768640.79832141,1049.8414052889998,49984.89688250257,0.4280821917808219,0.377431906614786,0.7168141592920354,0.7168141592920354,1204133.7692307692,2377019.970238095,3516152.260479042,64580773.0,319.0,0.3147058823529411,768.0,0.3147058823529411,367.9642857142857,433.7441176470588,435.8250222279579,441.0652173913044,453.6109243697479,488.0,1195.2459013351013,1246.979535774415,1
8.69590044832168,13966014.635415629,58048266.44910073,600.0171309341995,30001.713117876134,1.1240601503759398,1.1346153846153846,1.1616766467065869,1.1616766467065869,2345892.7657657657,4704553.13897281,7070955.334346505,57349725.0,362.0,0.3402985074626866,895.0,0.3552238805970149,401.25,412.91641791044776,413.7550107916808,444.69315188762073,451.0921008403362,468.0,1043.8803164829555,1083.719479972024,1
7.40704190858312,22920470.01934653,63768899.14574416,949.9531247757848,54994.57247636594,1.1615384615384616,1.1615384615384616,1.43006993006993,1.43006993006993,4068933.0315789473,8198463.660777385,12369725.78647687,46202175.0,348.0,0.2996515679442508,1038.0,0.313588850174216,368.2380952380952,401.0348432055749,401.2271029645307,398.1297486849795,404.6862068965517,430.7142857142857,1232.2883487015006,1301.0274320537728,1
8.931200284932139,16308669.194529768,63118955.29740456,899.9497698875635,39995.53522572008,0.9458128078817734,0.7928802588996764,0.9602510460251046,0.9602510460251046,3078948.28721174,6172300.372631579,9304060.67653277,85969286.0,363.0,0.3068893528183716,995.4,0.3215031315240083,390.6,422.6221294363257,423.6467735348796,441.13079896907215,446.5545068027211,472.57142857142856,1227.1931191080305,1272.9877985546375,1
5.372406567641209,19299252.46681252,50432284.90940352,749.8984167332435,39989.16518535873,0.755,0.7357512953367875,0.9637096774193548,0.9637096774193548,2139640.8785425103,4314447.869387755,6457593.983539094,43728417.0,386.0,0.3052208835341365,860.0,0.321285140562249,384.8,418.5421686746988,419.0657854443864,434.6988235294118,442.2387692307692,456.0,1190.129951456457,1234.9833112186648,1
7.593051718067224,15109832.111693546,54150119.27270605,700.0147466890686,40001.68535364224,1.1858638743455496,1.2013422818791946,1.025052192066806,1.025052192066806,3517538.4163179914,7155126.966386555,10878057.191983122,81334102.0,365.0,0.2979166666666666,1063.0,0.3125,383.5090909090909,411.0416666666667,411.638246319913,425.3144329896907,428.76360544217687,440.1428571428572,1257.587285306919,1311.4778849956492,1
9.648065698340956,6530648.04080085,31708468.398940243,535.4676462579326,23893.800015749774,0.7844311377245509,0.992,1.1374407582938388,1.1374407582938388,3075416.5904761907,6186015.567307692,9326913.441747572,37118334.0,372.0,0.419811320754717,938.0,0.4150943396226415,368.2,417.8962264150944,418.433365223276,400.20084566596194,404.1466403162055,459.0,1389.976039029952,1450.663778297068,1
