"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",x__mean_change,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",x__time_reversal_asymmetry_statistic__lag_1,x__time_reversal_asymmetry_statistic__lag_3,"x__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2","x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4","y__fft_aggregated__aggtype_""skew""",y__minimum,"y__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""",y__lempel_ziv_complexity__bins_100,x__lempel_ziv_complexity__bins_100,x__lempel_ziv_complexity__bins_10,y__mean,y__c3__lag_1,x__ratio_value_number_to_time_series_length,x__c3__lag_2,x__sample_entropy,y__fourier_entropy__bins_100,"y__linear_trend__attr_""intercept""","y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",y__index_mass_quantile__q_0.2,x__first_location_of_maximum,has_parkinson
0.9117647058823528,0.9014925373134328,0.990498812351544,0.9976525821596244,0.9976525821596244,2056429.1223529407,6216738.087885986,0.9014925373134328,0.5137254901960784,6.175506042668716,344.0,3.183815304658845,0.3208430913348946,0.3255269320843091,0.1850117096018735,402.37470725995314,65875135.24705882,0.3021077283372365,544347824.8061466,0.0202500791498061,0.8098335357420149,425.0898794020442,433.3841218925421,0.1826697892271662,0.4824355971896955,0
0.2668711656441718,0.2006269592476489,0.6608478802992519,0.7058823529411765,0.7058823529411765,1217823.5552825553,3682939.007444169,0.2006269592476489,-0.0037037037037037,7.653327793166185,350.0,2.9931071608264337,0.295843520782396,0.293398533007335,0.1613691931540342,416.6063569682152,72579862.18181819,0.2371638141809291,439359823.9851852,0.017797387725708,0.6980025788106357,406.2255232870177,413.5577431677931,0.2004889975550122,0.3300733496332518,0
0.688953488372093,0.688953488372093,0.7638888888888888,0.7638888888888888,0.7638888888888888,1788198.5777262182,5249158.449648712,0.8287037037037037,0.398576512455516,5.239637909153898,387.0,1.900755210533532,0.279445727482679,0.279445727482679,0.1916859122401847,437.0,85119608.18561485,0.161662817551963,547918457.8251748,0.0313004638731184,0.5991094303708836,485.2697927863688,488.291013584117,0.1824480369515011,0.7782909930715936,0
0.0448521916411824,0.0418794688457609,0.253955037468776,0.256026600166251,0.256026600166251,573073.299500832,1655189.314691152,0.0418794688457609,0.0,3.047237148704197,146.0,2.253383243751713,0.1553156146179402,0.1594684385382059,0.0996677740863787,415.7998338870432,80972121.65474209,0.117109634551495,719927285.5858333,0.0087753961531062,0.4228025624218362,526.2049806316428,527.7896505606803,0.181063122923588,0.7981727574750831,0
0.8743961352657005,0.8673218673218673,1.0865603644646924,1.0896860986547086,1.0896860986547086,3044123.7955056177,9153723.120181406,0.9152542372881356,0.7724358974358975,4.800667856040857,390.0,3.025010385219831,0.3221476510067114,0.3020134228187919,0.1901565995525727,438.27069351230426,85169956.90337078,0.2527964205816554,756897338.4988713,0.0403384112501113,0.7133418344224681,463.4740731863215,468.6998778998779,0.1946308724832214,0.7069351230425056,0
0.4722222222222222,0.5808080808080808,1.3214285714285714,1.1851851851851851,1.1851851851851851,2863941.31598513,8547215.588679245,1.1037735849056605,0.0518134715025906,5.015694432088813,320.0,6.254032712583782,0.3542435424354243,0.3468634686346863,0.2250922509225092,402.3763837638376,65956484.2267658,0.2952029520295203,711839589.1685393,0.0294491315133651,0.9958342897848994,392.7264217495116,407.3941558441559,0.2066420664206642,0.2509225092250922,0
1.064406779661017,0.8247011952191236,0.737410071942446,0.968944099378882,0.968944099378882,3185472.143302181,9846302.19873817,0.7923497267759563,1.12565445026178,4.250083001923997,326.0,4.445818948455838,0.3436532507739938,0.3436532507739938,0.2167182662538699,390.8730650154799,60740736.44859813,0.2198142414860681,671920559.9749216,0.0621753040089619,0.5904604555137437,412.3521385162252,414.9482517482517,0.1919504643962848,0.9411764705882352,0
1.008695652173913,1.0059171597633136,1.1268292682926828,1.1270983213429258,1.1270983213429258,3214519.423076923,8853417.252427185,1.4478260869565218,0.4900398406374502,5.794242604867603,385.0,0.9758797414852248,0.3397129186602871,0.3397129186602871,0.2105263157894736,416.8301435406698,72803981.54567307,0.3014354066985646,961762274.1570048,0.0434784064033127,1.4161806988532724,432.29380731063935,437.7336134453782,0.1913875598086124,0.7272727272727273,0
0.2301790281329923,0.4192439862542955,0.7237851662404092,-0.4552845528455284,-0.4552845528455284,-1716156.0488798372,-5189759.457905544,0.247191011235955,0.0027322404371584,4.280096507796397,315.0,3.9536757432117486,0.2515212981744422,0.2494929006085192,0.1622718052738336,423.9655172413793,77112712.52545825,0.1947261663286004,715142292.5685072,0.0214477334774169,0.9394975870563576,436.38978081809296,442.9010101010101,0.1947261663286004,0.0,0
1.1122112211221122,1.1122112211221122,1.5488126649076517,1.5488126649076517,1.5488126649076517,5433615.386243386,16229100.94117647,1.1122112211221122,0.664,4.590272720734695,307.0,1.6329642324402966,0.3394736842105263,0.3473684210526316,0.1947368421052631,356.6578947368421,45593912.15079365,0.331578947368421,1285022311.7845745,0.0215936681493644,1.934983192234528,374.7375466224617,385.8858509911141,0.1921052631578947,0.5736842105263158,0
